,ts_code,symbol,name,industry,COL_CHG,COL_LAST_CHG,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,003040.SZ,003040,楚天龙,元器件,61.20218579234973,9.972,9.25,,0.0
1,600917.SH,600917,重庆燃气,供气供热,61.11869031377899,9.9628,183.76,,0.0
2,003039.SZ,003039,顺控发展,水务,61.10419261104194,10.0057,24.06,,0.0
3,002658.SZ,002658,雪迪龙,环境保护,52.890528905289024,10.0,38.07,,0.0
4,605286.SH,605286,同力日升,运输设备,50.89995814148178,3.0589,15.14,,0.0
5,600540.SH,600540,新赛股份,种植业,47.23404255319148,10.0159,32.59,,0.0
6,002269.SZ,002269,美邦服饰,服饰,46.54088050314464,9.9057,58.54,,0.0
7,605055.SH,605055,迎丰股份,纺织,46.362515413070284,10.0093,9.5,,0.0
8,600956.SH,600956,新天绿能,供气供热,40.1853411962932,9.9802,22.42,,0.0
9,002941.SZ,002941,新疆交建,建筑工程,38.30985915492957,10.0075,28.44,,0.0
10,000883.SZ,000883,湖北能源,火力发电,34.1743119266055,9.9624,380.51,,0.0
11,605199.SH,605199,葫芦娃,中成药,33.300395256917014,0.1485,10.82,,0.0
12,605169.SH,605169,洪通燃气,供气供热,33.13313313313313,10.0083,10.64,,0.0
13,603080.SH,603080,新疆火炬,供气供热,33.03330333033303,9.9702,20.91,,0.0
14,603778.SH,603778,乾景园林,建筑工程,31.893004115226333,-9.9719,32.05,"北京燕赵汇金国际投资有限责任公司-汇金壹号私募证券投资基金
富诚海富资管-海通证券-证券行业支持民企发展系列之富诚海富通海富五号集合资产管理计划",2.0
15,002060.SZ,002060,粤水电,建筑工程,31.065088757396442,8.313,53.24,,0.0
16,603196.SH,603196,日播时尚,服饰,29.850746268656714,-2.521,16.7,,0.0
17,000550.SZ,000550,江铃汽车,汽车整车,28.70967741935484,10.0039,144.81,,0.0
18,603988.SH,603988,中电电机,电气设备,28.620102214650768,9.9782,35.52,,0.0
19,300159.SZ,300159,新研股份,航空,28.253968253968264,19.8813,57.39,,0.0
20,600578.SH,600578,京能电力,火力发电,28.06451612903227,9.9723,265.1,,0.0
21,000606.SZ,000606,顺利办,互联网,27.652733118971074,-9.9773,28.08,,0.0
22,000980.SZ,000980,*ST众泰,汽车配件,27.61904761904761,4.9608,50.09,,0.0
23,688661.SH,688661,N和林,元器件,27.5226586102719,27.5227,6.87,,0.0
24,002501.SZ,002501,*ST利源,铝,27.340823970037455,4.9383,120.4,,0.0
25,002162.SZ,002162,悦心健康,医疗保健,26.265060240963845,10.084,44.72,,0.0
26,002378.SZ,002378,章源钨业,小金属,25.685425685425713,0.2301,79.7,,0.0
27,601798.SH,601798,蓝科高新,化工机械,25.454545454545464,-3.3121,26.91,,0.0
28,002177.SZ,002177,御银股份,IT设备,25.274725274725274,-3.1161,52.07,,0.0
29,300105.SZ,300105,龙源技术,电器仪表,25.053533190578147,3.1802,29.97,,0.0
30,300725.SZ,300725,药石科技,化学制药,24.960430515986086,-0.1328,184.63,,0.0
31,003022.SZ,003022,联泓新科,化工原料,24.85065710872163,5.449,46.2,,0.0
32,002828.SZ,002828,贝肯能源,石油开采,24.615384615384617,9.9548,14.62,,0.0
33,300400.SZ,300400,劲拓股份,专用机械,24.16988416988417,-0.1862,29.33,,0.0
34,600780.SH,600780,通宝能源,火力发电,24.13793103448276,2.6128,49.53,,0.0
35,605389.SH,605389,长龄液压,机械基件,23.858356032687066,-10.0012,18.81,,0.0
36,603486.SH,603486,科沃斯,家用电器,23.517084282460132,0.7956,243.53,,0.0
37,688408.SH,688408,中信博,电气设备,22.73171526307216,12.9187,47.69,,0.0
38,688390.SH,688390,固德威,电气设备,22.58928571428571,14.6906,43.14,,0.0
39,002383.SZ,002383,合众思壮,通信设备,22.52427184466017,9.9303,36.43,,0.0
40,002192.SZ,002192,融捷股份,专用机械,22.51402918069585,3.9619,141.43,,0.0
41,002207.SZ,002207,准油股份,石油开采,22.425249169435226,10.0,17.51,,0.0
42,600339.SH,600339,中油工程,石油加工,22.304832713754653,10.0334,183.69,,0.0
43,300763.SZ,300763,锦浪科技,电气设备,22.21104750116045,15.6104,86.98,,0.0
44,603976.SH,603976,正川股份,医疗保健,22.050447518307582,-0.0444,68.04,,0.0
45,600359.SH,600359,新农开发,农业综合,22.031662269129292,3.8159,35.29,,0.0
46,002907.SZ,002907,华森制药,化学制药,21.863799283154115,0.6662,38.49,,0.0
47,300675.SZ,300675,建科院,建筑工程,21.85354691075514,17.9402,31.24,,0.0
48,603032.SH,603032,德新交运,公共交通,21.735319894829107,9.9762,22.23,,0.0
49,000617.SZ,000617,中油资本,多元金融,21.682847896440126,9.9415,950.68,,0.0
50,002370.SZ,002370,亚太药业,化学制药,21.606648199445978,10.0251,20.34,,0.0
51,003037.SZ,003037,三和管桩,水泥,21.335078534031403,10.0297,12.61,,0.0
52,300751.SZ,300751,迈为股份,专用机械,21.25551161416428,1.0417,155.39,,0.0
53,603477.SH,603477,巨星农牧,纺织,21.218961625282162,2.156,38.66,,0.0
54,000065.SZ,000065,北方国际,建筑工程,21.126760563380277,9.9744,57.89,,0.0
55,002893.SZ,002893,华通热力,供气供热,21.105527638190978,10.0457,15.06,,0.0
56,000151.SZ,000151,中成股份,商贸代理,21.07438016528924,10.0125,23.43,,0.0
57,000027.SZ,000027,深圳能源,火力发电,21.05788423153694,0.0825,577.07,,0.0
58,603759.SH,603759,海天股份,水务,21.003717472118954,10.0282,15.23,,0.0
59,000966.SZ,000966,长源电力,火力发电,20.96985583224116,9.7503,102.29,,0.0
