,ts_code,symbol,name,industry,COL_RECENT_LIMIT_COUNT
0,605007.SH,605007,五洲特纸,造纸,7.0
1,603533.SH,603533,掌阅科技,互联网,6.0
2,000816.SZ,000816,智慧农业,农用机械,6.0
3,000545.SZ,000545,金浦钛业,化工原料,6.0
4,002646.SZ,002646,青青稞酒,白酒,5.0
5,300727.SZ,300727,润禾材料,化工原料,5.0
6,601702.SH,601702,华峰铝业,铝,5.0
7,003018.SZ,003018,金富科技,塑料,5.0
8,002612.SZ,002612,朗姿股份,服饰,5.0
9,601866.SH,601866,中远海发,水运,4.0
10,688179.SH,688179,阿拉丁,化学制药,4.0
11,601127.SH,601127,小康股份,汽车配件,4.0
12,002172.SZ,002172,澳洋健康,化纤,4.0
13,600321.SH,600321,正源股份,其他建材,4.0
14,600189.SH,600189,泉阳泉,软饮料,4.0
15,002750.SZ,002750,龙津药业,中成药,4.0
16,600543.SH,600543,莫高股份,红黄酒,3.0
17,000807.SZ,000807,云铝股份,铝,3.0
18,000923.SZ,000923,河钢资源,普钢,3.0
19,600428.SH,600428,中远海特,水运,3.0
20,600336.SH,600336,澳柯玛,家用电器,3.0
21,603333.SH,603333,尚纬股份,电气设备,3.0
22,605111.SH,605111,新洁能,半导体,3.0
23,600199.SH,600199,金种子酒,白酒,3.0
24,002141.SZ,002141,贤丰控股,元器件,3.0
25,300569.SZ,300569,天能重工,专用机械,3.0
26,600559.SH,600559,老白干酒,白酒,3.0
27,689009.SH,689009,九号公司-UWD,专用机械,3.0
28,601008.SH,601008,连云港,港口,3.0
29,600596.SH,600596,新安股份,化工原料,3.0
30,601187.SH,601187,厦门银行,银行,3.0
31,002824.SZ,002824,和胜股份,铝,3.0
32,600686.SH,600686,金龙汽车,汽车整车,3.0
33,603919.SH,603919,金徽酒,白酒,3.0
34,300903.SZ,300903,科翔股份,元器件,3.0
35,300121.SZ,300121,阳谷华泰,化工原料,2.0
36,600798.SH,600798,宁波海运,水运,2.0
37,600807.SH,600807,济南高新,区域地产,2.0
38,600810.SH,600810,神马股份,化纤,2.0
39,300555.SZ,300555,路通视信,通信设备,2.0
40,300032.SZ,300032,金龙机电,元器件,2.0
41,300549.SZ,300549,优德精密,专用机械,2.0
42,300538.SZ,300538,同益股份,批发业,2.0
43,300019.SZ,300019,硅宝科技,化工原料,2.0
44,603615.SH,603615,茶花股份,家居用品,2.0
45,603167.SH,603167,渤海轮渡,水运,2.0
46,300442.SZ,300442,普丽盛,轻工机械,2.0
47,003019.SZ,003019,宸展光电,元器件,2.0
48,601919.SH,601919,中远海控,水运,2.0
49,603126.SH,603126,中材节能,环境保护,2.0
50,600293.SH,600293,三峡新材,互联网,2.0
51,300153.SZ,300153,科泰电源,电气设备,2.0
52,600573.SH,600573,惠泉啤酒,啤酒,2.0
53,002553.SZ,002553,南方轴承,汽车配件,2.0
54,601995.SH,601995,中金公司,证券,2.0
55,300064.SZ,300064,ST金刚,矿物制品,2.0
56,000695.SZ,000695,滨海能源,广告包装,2.0
57,000523.SZ,000523,广州浪奇,日用化工,2.0
58,688160.SH,688160,步科股份,电器仪表,2.0
59,688135.SH,688135,利扬芯片,半导体,2.0
60,688133.SH,688133,泰坦科技,化工原料,2.0
61,688288.SH,688288,鸿泉物联,汽车配件,2.0
62,000570.SZ,000570,苏常柴A,机械基件,2.0
63,300999.SZ,300999,金龙鱼,食品,2.0
64,300681.SZ,300681,英搏尔,汽车配件,2.0
65,000829.SZ,000829,天音控股,其他商业,2.0
66,300758.SZ,300758,七彩化学,染料涂料,2.0
67,000625.SZ,000625,长安汽车,汽车整车,2.0
68,300891.SZ,300891,惠云钛业,化工原料,2.0
69,605333.SH,605333,沪光股份,汽车配件,2.0
