,trade_date,ts_code,name,close,pct_change,net_amount,amount_rate,float_values,reason,buy_sell_rate,amount_in_values
0,20200514,603439.SH,贵州三力,24.94,10.0132,33141203.0,101.74,1016055600.0,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,56.51,0.03
1,20200514,300830.SZ,金现代,11.23,9.9902,5489975.0,101.82,966060750.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,53.93,0.01
2,20200514,002985.SZ,北摩高科,69.55,9.9953,41439738.0,88.73,2610907000.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,40.36,0.02
3,20200514,603392.SH,万泰生物,27.03,10.0122,4255318.0,103.89,1178508000.0,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,24.71,0.0
4,20200514,300831.SZ,派瑞股份,9.22,10.0239,1771059.0,103.99,737600000.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,24.08,0.0
5,20200514,300832.SZ,新产业,54.69,9.996,3110259.0,106.01,2253228000.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,15.64,0.0
6,20200514,002987.SZ,京北方,53.45,10.0021,45587122.0,117.54,2147086500.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,4.21,0.02
7,20200514,600662.SH,强生控股,4.16,10.0529,3722313.0,122.77,4381986714.0,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前三只证券,3.39,0.0
8,20200514,603256.SH,宏和科技,14.17,10.0155,49711275.0,25.61,1244126000.0,有价格涨跌幅限制的日价格振幅达到15%的前三只证券,2.34,0.04
9,20200514,603256.SH,宏和科技,14.17,10.0155,49711275.0,25.61,1244126000.0,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前三只证券,2.34,0.04
10,20200514,002982.SZ,湘佳股份,89.13,9.9963,105429477.0,23.7,2284401900.0,日换手率达到20%的前五只证券,1.81,0.05
11,20200514,002982.SZ,湘佳股份,89.13,9.9963,105429477.0,23.7,2284401900.0,日涨幅偏离值达到7%的前五只证券,1.81,0.05
12,20200514,200596.SZ,古井贡B,83.04,10.0013,86747712.0,105.33,9121080384.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,1.57,0.01
13,20200514,002969.SZ,嘉美包装,9.48,9.9768,52118477.0,29.73,903094188.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,1.52,0.06
14,20200514,000636.SZ,风华高科,25.83,10.0085,245756532.0,22.69,23123871257.0,日涨幅偏离值达到7%的前五只证券,1.49,0.01
15,20200514,002084.SZ,海鸥住工,6.17,4.3993,34353820.0,33.17,3027069462.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,1.4,0.01
16,20200514,600074.SH,退市保千,0.21,0.0,1477838.0,99.74,215471157.0,退市整理的证券,1.26,0.01
17,20200514,603855.SH,华荣股份,12.46,9.9735,52185084.0,38.73,2511188400.0,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,1.23,0.02
18,20200514,000026.SZ,飞亚达,8.97,10.0614,17774184.0,30.46,3199745820.0,日涨幅偏离值达到7%的前五只证券,0.99,0.01
19,20200514,200596.SZ,古井贡B,83.04,10.0013,31495380.0,120.77,9121080384.0,日涨幅偏离值达到7%的前五只证券,0.95,0.0
20,20200514,300825.SZ,阿尔特,19.15,-6.1275,27038425.0,15.65,1463347250.0,日换手率达到20%的前五只证券,0.8,0.02
21,20200514,002969.SZ,嘉美包装,9.48,9.9768,25660601.0,30.48,903094188.0,日换手率达到20%的前五只证券,0.79,0.03
22,20200514,300829.SZ,金丹科技,44.16,-4.2498,20534887.0,16.39,1249728000.0,日换手率达到20%的前五只证券,0.73,0.02
23,20200514,000727.SZ,*ST东科,1.56,4.698,13099120.0,23.77,4571823216.0,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,0.66,0.0
24,20200514,000038.SZ,深大通,11.01,9.99,17963255.0,23.59,2555165534.0,日涨幅偏离值达到7%的前五只证券,0.6,0.01
25,20200514,300522.SZ,世名科技,15.98,9.9794,12207284.0,20.14,1926793789.0,日振幅值达到15%的前五只证券,0.58,0.01
26,20200514,603661.SH,恒林股份,42.5,9.9896,20047996.0,30.81,1221875000.0,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,0.57,0.02
27,20200514,603520.SH,司太立,78.2,3.5076,79108214.0,37.0,13129653941.0,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,0.56,0.01
28,20200514,000697.SZ,炼石航空,10.48,9.9685,16844425.0,26.86,5928679921.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.56,0.0
29,20200514,002983.SZ,芯瑞达,44.07,10.01,26967861.0,37.37,1560959400.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.55,0.02
30,20200514,603212.SH,赛伍技术,29.37,10.0,26050265.0,21.4,1175093700.0,有价格涨跌幅限制的日换手率达到20%的前三只证券,0.44,0.02
31,20200514,300485.SZ,赛升药业,16.89,10.0326,23317736.0,16.43,4194113821.0,日涨幅偏离值达到7%的前五只证券,0.44,0.01
32,20200514,300485.SZ,赛升药业,16.89,10.0326,23317736.0,16.43,4194113821.0,日振幅值达到15%的前五只证券,0.44,0.01
33,20200514,603212.SH,赛伍技术,29.37,10.0,26047595.0,21.1,1175093700.0,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,0.44,0.02
34,20200514,000697.SZ,炼石航空,10.48,9.9685,13035735.0,28.1,5928679921.0,日涨幅偏离值达到7%的前五只证券,0.43,0.0
35,20200514,000564.SZ,供销大集,3.29,10.0334,36901907.0,16.8,6599397612.0,日涨幅偏离值达到7%的前五只证券,0.4,0.01
36,20200514,000564.SZ,供销大集,3.29,10.0334,36901907.0,16.8,6599397612.0,日换手率达到20%的前五只证券,0.4,0.01
37,20200514,600532.SH,宏达矿业,5.79,10.076,10654529.0,56.2,2988020518.0,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前三只证券,0.34,0.0
38,20200514,000851.SZ,高鸿股份,8.07,5.6283,30513664.0,12.7,7026469284.0,日换手率达到20%的前五只证券,0.33,0.0
39,20200514,002046.SZ,轴研科技,10.86,10.0304,32595138.0,17.79,4438474669.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.28,0.01
40,20200514,000564.SZ,供销大集,3.29,10.0334,32898052.0,16.18,6599397612.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.24,0.0
41,20200514,300828.SZ,锐新科技,30.04,-2.3089,3591740.0,11.13,828202800.0,日换手率达到20%的前五只证券,0.23,0.0
42,20200514,688365.SH,光云科技,48.13,10.1121,8883300.0,12.97,1554204526.0,有价格涨跌幅限制的日换手率达到30%的前五只证券,0.22,0.01
43,20200514,603279.SH,景津环保,27.72,10.0,7202892.0,17.46,1122660000.0,有价格涨跌幅限制的日换手率达到20%的前三只证券,0.19,0.01
44,20200514,603279.SH,景津环保,27.72,10.0,7202892.0,17.46,1122660000.0,有价格涨跌幅限制的日价格振幅达到15%的前三只证券,0.19,0.01
45,20200514,300418.SZ,昆仑万维,22.0,10.0,57445013.0,35.29,19867601028.0,日涨幅偏离值达到7%的前五只证券,0.16,0.0
46,20200514,300740.SZ,御家汇,13.42,10.0,4473493.0,28.54,2975693456.0,日涨幅偏离值达到7%的前五只证券,0.06,0.0
47,20200514,600687.SH,*ST刚泰,1.26,5.0,237133.0,20.3,1875781283.0,ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到15%的证券,0.04,0.0
48,20200514,300712.SZ,永福股份,14.76,9.9851,786921.0,30.59,1158648841.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.02,0.0
49,20200514,002400.SZ,省广集团,6.57,-1.7937,-4370846.0,9.85,11003161406.0,日换手率达到20%的前五只证券,-0.02,-0.0
50,20200514,000673.SZ,*ST当代,1.49,-5.0955,-52066.0,54.13,1176370433.0,连续三个交易日内，跌幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,-0.04,-0.0
51,20200514,603982.SH,泉峰汽车,22.52,10.0147,-2723116.0,14.38,1126000000.0,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,-0.06,-0.0
52,20200514,002046.SZ,轴研科技,10.86,10.0304,-6014305.0,22.65,4438474669.0,日涨幅偏离值达到7%的前五只证券,-0.06,-0.0
53,20200514,002979.SZ,雷赛智能,31.11,6.5046,-4503208.0,13.45,1617720000.0,日换手率达到20%的前五只证券,-0.1,-0.0
54,20200514,688126.SH,沪硅产业,19.2,5.0328,-31981000.0,15.26,8636542060.0,有价格涨跌幅限制的日换手率达到30%的前五只证券,-0.12,-0.0
55,20200514,002397.SZ,梦洁股份,6.39,9.9828,-4324258.0,70.04,3096358873.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,-0.12,-0.0
56,20200514,300080.SZ,易成新能,7.16,9.9846,-14066560.0,42.74,3592681255.0,日涨幅偏离值达到7%的前五只证券,-0.12,-0.0
57,20200514,002662.SZ,京威股份,4.09,9.9462,-8632284.0,12.49,5967191799.0,日涨幅偏离值达到7%的前五只证券,-0.17,-0.0
58,20200514,600179.SH,*ST安通,3.79,4.9862,-2718058.0,28.23,2553093443.0,ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到15%的证券,-0.18,-0.0
59,20200514,002204.SZ,大连重工,4.38,10.0503,-16447710.0,20.77,8459400740.0,日涨幅偏离值达到7%的前五只证券,-0.18,-0.0
