,ts_code,symbol,name,industry,COL_LASTPRICE,COL_RECENT_LIMIT_COUNT_3,COL_CONTINUOUS_LIMIT_COUNT,COL_RANK_SCORE,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,688113.SH,688113,N联测,专用机械,67.36,1.0,25.0,125.0,9.81,,0.0
1,601279.SH,601279,英利汽车,汽车配件,9.36,3.0,16.0,116.0,13.99,,0.0
2,603518.SH,603518,锦泓集团,服饰,15.61,3.0,10.0,110.0,39.03,,0.0
3,605089.SH,605089,味知香,食品,60.15,3.0,8.0,108.0,15.04,,0.0
4,001202.SZ,001202,炬申股份,仓储物流,26.29,3.0,6.0,106.0,8.48,,0.0
5,605300.SH,605300,佳禾食品,食品,17.82,2.0,5.0,105.0,7.13,,0.0
6,600172.SH,600172,黄河旋风,矿物制品,5.23,2.0,5.0,105.0,64.03,,0.0
7,605180.SH,605180,华生科技,塑料,35.45,2.0,5.0,105.0,8.86,,0.0
8,605305.SH,605305,N中际,专用机械,54.63,1.0,4.0,104.0,15.02,,0.0
9,002900.SZ,002900,哈三联,化学制药,21.97,3.0,4.0,104.0,37.52,,0.0
10,605080.SH,605080,N自然,纺织,44.87,1.0,4.0,104.0,11.34,,0.0
11,600889.SH,600889,南京化纤,化纤,6.19,2.0,3.0,103.0,22.68,,0.0
12,688201.SH,688201,信安世纪,通信设备,59.67,2.0,3.0,103.0,11.31,,0.0
13,600238.SH,600238,海南椰岛,红黄酒,15.94,2.0,3.0,103.0,70.93,,0.0
14,003040.SZ,003040,楚天龙,元器件,34.86,2.0,2.0,102.0,27.33,,0.0
15,600613.SH,600613,神奇制药,中成药,5.68,2.0,2.0,102.0,27.23,,0.0
16,601127.SH,601127,小康股份,汽车配件,53.31,2.0,2.0,102.0,513.8,,0.0
17,002658.SZ,002658,雪迪龙,环境保护,9.78,2.0,2.0,102.0,32.47,,0.0
18,002331.SZ,002331,皖通科技,软件服务,13.18,2.0,2.0,102.0,50.48,,0.0
19,601015.SH,601015,陕西黑猫,焦炭加工,8.48,2.0,2.0,102.0,138.21,长城(天津)股权投资基金管理有限责任公司-长城国泰-高端装备并购契约型私募投资基金,1.0
20,603020.SH,603020,爱普股份,食品,11.99,2.0,2.0,102.0,38.37,,0.0
21,002176.SZ,002176,江特电机,电气设备,8.06,2.0,2.0,102.0,137.47,"财通基金-宁波银行-财通基金-安吉62号单一资产管理计划
中央企业贫困地区(江西)产业投资基金合伙企业(有限合伙)
天津远方资产管理有限公司-扬州远方产业扶持基金合伙企业(有限合伙)
财通基金-宁波银行-财通基金-安吉61号单一资产管理计划",4.0
22,002762.SZ,002762,金发拉比,服饰,16.83,2.0,2.0,102.0,32.42,,0.0
23,603776.SH,603776,永安行,公共交通,30.71,2.0,2.0,102.0,57.43,福弘(常州)股权投资基金合伙企业(有限合伙),1.0
24,603990.SH,603990,麦迪科技,软件服务,38.39,2.0,2.0,102.0,55.9,"中国银行股份有限公司-富国创新趋势股票型证券投资基金
全国社保基金一零三组合
重若(苏州)资产管理有限公司",3.0
25,600751.SH,600751,海航科技,软件服务,2.37,2.0,2.0,102.0,60.98,,0.0
26,688329.SH,688329,艾隆科技,专用机械,31.62,1.0,2.0,102.0,4.97,,0.0
27,002581.SZ,002581,未名医药,生物制药,18.1,2.0,6.0,6.0,72.54,,0.0
28,000908.SZ,000908,景峰医药,化学制药,6.63,1.0,4.0,4.0,47.95,,0.0
29,000718.SZ,000718,苏宁环球,区域地产,7.0,2.0,3.0,3.0,160.24,,0.0
30,603933.SH,603933,睿能科技,纺织机械,13.5,2.0,3.0,3.0,27.17,,0.0
31,000615.SZ,000615,奥园美谷,化纤,20.28,2.0,3.0,3.0,156.49,,0.0
32,600684.SH,600684,珠江股份,全国地产,4.17,2.0,3.0,3.0,35.59,,0.0
33,688013.SH,688013,天臣医疗,医疗保健,30.2,1.0,2.0,2.0,5.76,,0.0
34,600196.SH,600196,复星医药,化学制药,54.22,1.0,2.0,2.0,1090.34,"香港中央结算有限公司(陆股通)
中国工商银行-上证50交易型开放式指数证券投资基金
中国银行股份有限公司-招商国证生物医药指数分级证券投资基金
中央汇金资产管理有限责任公司",4.0
35,688356.SH,688356,键凯科技,化学制药,160.0,1.0,2.0,2.0,22.8,"中信证券股份有限公司-社保基金17051组合
招商银行股份有限公司-泰达宏利价值长青混合型证券投资基金
中国农业银行股份有限公司-摩根士丹利华鑫建康产业混合型证券投资基金
招商证券股份有限公司-天弘医疗健康混合型证券投资基金
基本养老保险基金一二零八组合
中信证券-中信银行-中信证券卓越成长两年持有期混合型集合资产管理计划
中国银行股份有限公司-泰达宏利复兴伟业灵活配置混合型证券投资基金
招商银行股份有限公司-汇添富医疗服务灵活配置混合型证券投资基金",8.0
36,600389.SH,600389,江山股份,农药化肥,28.4,1.0,1.0,1.0,84.35,,0.0
37,000155.SZ,000155,川能动力,新型电力,14.38,1.0,1.0,1.0,182.63,,0.0
38,600581.SH,600581,八一钢铁,普钢,5.72,1.0,1.0,1.0,87.68,,0.0
