,ts_code,symbol,name,industry,COL_LASTPRICE,COL_DAILY_BREAK,COL_DAILY_BREAK_OFFSET1,COL_FLOAT_HOLDERS
0,600397.SH,600397,安源煤业,煤炭开采,2.24,True,True,"中国银行股份有限公司-招商中证煤炭等权指数分级证券投资基金
海通证券股份有限公司-中融中证煤炭指数分级证券投资基金"
1,601000.SH,601000,唐山港,港口,2.25,True,True,"云南国际信托有限公司-云南信托·大西部丝绸之路1号集合资金信托计划
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)"
2,600275.SH,600275,ST昌鱼,农业综合,2.68,True,True,
3,601588.SH,601588,北辰实业,区域地产,2.75,True,True,"香港中央结算有限公司(陆股通)
基本养老保险基金一二零四组合"
4,600322.SH,600322,天房发展,区域地产,2.75,True,True,"上海嘉恳资产管理有限公司-嘉恳水滴9号私募证券投资基金
上海理石投资管理有限公司-理石烜鼎赢新套利4号私募证券投资基金
重庆国际信托股份有限公司-重庆信托-渝信创新优势玖号集合资金信托
重庆国际信托股份有限公司-渝信创新优势拾叁号集合资金信托
重庆国际信托股份有限公司-兴国2号集合资金信托"
5,600220.SH,600220,江苏阳光,纺织,2.76,True,True,"中央汇金资产管理有限责任公司
博时基金-农业银行-博时中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划"
6,002496.SZ,002496,*ST辉丰,农药化肥,2.85,True,True,
7,600578.SH,600578,京能电力,火力发电,2.97,True,True,"中央汇金资产管理有限责任公司
哈尔滨市道里区慈善基金会
中央汇金资产管理有限责任公司
哈尔滨市道里区慈善基金会
中央汇金资产管理有限责任公司
哈尔滨市道里区慈善基金会"
8,002431.SZ,002431,棕榈股份,建筑工程,3.04,True,True,中央汇金资产管理有限责任公司
9,600870.SH,600870,ST厦华,家用电器,3.45,True,True,
10,002108.SZ,002108,沧州明珠,塑料,3.5,True,True,"中央汇金资产管理有限责任公司
深圳福星资本管理有限公司-福星高照1号私募投资基金
云南国际信托有限公司-云南信托·大西部丝绸之路1号集合资金信托计划"
11,300089.SZ,300089,文化长城,文教休闲,3.56,True,True,
12,300008.SZ,300008,天海防务,船舶,3.56,True,True,
13,000563.SZ,000563,陕国投A,多元金融,3.63,True,False,"华宝信托有限责任公司
中央汇金资产管理有限责任公司
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)"
