,ts_code,symbol,name,industry,COL_IS_MEDICAL,COL_LASTPRICE,COL_DAILY_BREAK,COL_DAILY_BREAK_OFFSET1,COL_FLOAT_HOLDERS
0,600381.SH,600381,青海春天,医疗保健,True,5.2,True,False,
1,002004.SZ,002004,华邦健康,化学制药,True,5.35,True,True,"中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)"
2,600594.SH,600594,益佰制药,中成药,True,6.95,True,True,"中央汇金资产管理有限责任公司
金元顺安基金-海通证券-渤海国际信托-渤海信托·恒利丰123号·益佰艾康一号集合资金信托计划"
3,300289.SZ,300289,利德曼,生物制药,True,7.49,True,True,"成都力鼎银科股权投资基金中心(有限合伙)
上海赛领并购投资基金合伙企业(有限合伙)
湖南蠡源晟投资管理有限公司-蠡源晟价值平衡二号私募基金"
4,300412.SZ,300412,迦南科技,医疗保健,True,8.77,True,True,"北信瑞丰基金-平安银行-北信瑞丰基金浙商汇融5号资产管理计划
中央汇金资产管理有限责任公司"
5,300358.SZ,300358,楚天科技,医疗保健,True,9.65,True,False,"湖南省资产管理有限公司
中投天琪期货-浙商金汇信托股份有限公司-浙金·浦发-津杉-国泰定增1号集合资金信托计划
中央汇金资产管理有限责任公司
西藏德传投资管理有限公司-德传附子证券投资基金
鹏华资产-兴业银行-鹏华资产德传医疗资产管理计划"
6,600624.SH,600624,复旦复华,化学制药,True,9.93,True,True,
7,002524.SZ,002524,光正集团,医疗保健,True,10.82,True,True,稷定资产管理(嘉兴)有限公司-稷定健康私募证券投资基金
8,000931.SZ,000931,中关村,生物制药,True,11.12,True,True,"北京天鑫财富投资管理有限公司-天鑫医药价值成长1号私募证券投资基金
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)"
9,600129.SH,600129,太极集团,中成药,True,13.66,True,True,"国寿安保基金-建设银行-人寿保险-中国人寿保险(集团)公司委托国寿安保基金混合型组合
财通基金-招商银行-深圳市招商国协壹号股权投资基金管理有限公司
重庆市供销合作发展股权投资基金有限公司"
10,300314.SZ,300314,戴维医疗,医疗保健,True,14.03,True,True,中国工商银行股份有限公司-嘉实事件驱动股票型证券投资基金
11,002044.SZ,002044,美年健康,医疗保健,True,14.11,True,True,"上海天亿资产管理有限公司
云南国际信托有限公司-云南信托-云起3号集合资金信托计划
香港中央结算有限公司(陆股通)
全国社保基金一一七组合
上海国盛资本管理有限公司-上海国盛海通股权投资基金合伙企业(有限合伙)"
12,002317.SZ,002317,众生药业,中成药,True,15.6,True,False,"全国社保基金六零四组合
招商银行股份有限公司-睿远成长价值混合型证券投资基金
香港中央结算有限公司(陆股通)"
13,300009.SZ,300009,安科生物,生物制药,True,16.51,True,True,"中国工商银行股份有限公司-博时精选混合型证券投资基金
上海固信资产管理有限公司-长三角(上海)产业创新股权投资基金合伙企业(有限合伙)
香港中央结算有限公司(陆股通)
中信银行股份有限公司-九泰锐益定增灵活配置混合型证券投资基金
招商银行股份有限公司-兴全合宜灵活配置混合型证券投资基金(LOF)"
14,300143.SZ,300143,盈康生命,医疗保健,True,16.8,True,True,"浙商金汇信托股份有限公司-浙金·天府1号证券投资集合资金信托计划
建信基金-建设银行-中国人寿-中国人寿委托建信基金股票型组合"
15,603987.SH,603987,康德莱,医疗保健,True,16.96,True,True,"中国建设银行股份有限公司-国泰研究精选两年持有期混合型证券投资基金
中国建设银行股份有限公司-国泰大健康股票型证券投资基金
平安资管-邮储银行-如意10号资产管理产品
全国社保基金五零二组合
基本养老保险基金一六零四一组合"
16,603880.SH,603880,南卫股份,医疗保健,True,17.24,True,True,
17,600976.SH,600976,健民集团,中成药,True,17.73,True,True,"中国工商银行股份有限公司-东方红新动力灵活配置混合型证券投资基金
招商银行股份有限公司-东方红京东大数据灵活配置混合型证券投资基金
中国建设银行股份有限公司-中欧新蓝筹灵活配置混合型证券投资基金
深圳市南方鑫泰投资发展有限公司-南方鑫泰-私募学院菁英145号基金
兴业银行股份有限公司-中欧新趋势股票型证券投资基金(LOF)
泰康资管-交通银行-泰康资产管理有限责任公司优势精选资产管理产品"
18,300149.SZ,300149,量子生物,生物制药,True,18.29,True,True,香港中央结算有限公司(陆股通)
19,603718.SH,603718,海利生物,生物制药,True,18.4,True,True,
20,600216.SH,600216,浙江医药,化学制药,True,19.23,True,True,"中国工商银行股份有限公司-融通中国风1号灵活配置混合型证券投资基金
寻常(上海)投资管理有限公司-汇玖3号私募证券投资基金
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
中国银行股份有限公司-易方达医疗保健行业混合型证券投资基金"
21,300146.SZ,300146,汤臣倍健,医疗保健,True,19.81,True,True,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
前海开源再融资主题精选股票型证券投资基金
易方达创业板交易型开放式指数证券投资基金"
22,002923.SZ,002923,润都股份,化学制药,True,20.85,True,False,广东中科白云新兴产业创业投资基金有限公司
23,300562.SZ,300562,乐心医疗,医疗保健,True,21.6,True,True,"中国工商银行股份有限公司-中欧时代先锋股票型发起式证券投资基金
中国建设银行股份有限公司-景顺长城环保优势股票型证券投资基金
中国工商银行股份有限公司-景顺长城创新成长混合型证券投资基金
中国银行股份有限公司-景顺长城优选混合型证券投资基金"
