,ts_code,name,industry,COL_PCT_CHG,COL_LASTPRICE,COL_DAILY_AGGRESSIVE_ACCUMULATION,COL_FLOAT_HOLDERS
0,603109.SH,神驰机电,电气设备,10.0093,47.26,99.69,"银华基金-工商银行-华泰证券(上海)资产管理有限公司
上海明汯投资管理有限公司-明汯价值成长1期私募投资基金"
1,002498.SZ,汉缆股份,电气设备,10.0182,6.04,66.78,"香港中央结算有限公司(陆股通)
领航投资澳洲有限公司-领航新兴市场股指基金(交易所)
香港中央结算有限公司(陆股通)
基本养老保险基金九零三组合
领航投资澳洲有限公司-领航新兴市场股指基金(交易所)"
2,002662.SZ,京威股份,汽车配件,10.1205,4.57,55.72,香港中央结算有限公司(陆股通)
3,300576.SZ,容大感光,染料涂料,10.0,55.66,52.96,"浙江九章资产管理有限公司-九章幻方中证500量化进取5号私募基金
上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
中国农业银行股份有限公司-大成产业升级股票型证券投资基金(LOF)"
4,002603.SZ,以岭药业,中成药,10.0069,31.66,50.03,"广东省铁路发展基金有限责任公司
香港中央结算有限公司(陆股通)
广东省铁路发展基金有限责任公司
香港中央结算有限公司(陆股通)"
5,000609.SZ,中迪投资,区域地产,10.0457,7.23,49.98,"深圳豪承投资管理合伙企业(有限合伙)-豪承一期私募投资基金
深圳豪承投资管理合伙企业(有限合伙)-豪承二期私募证券投资基金"
6,300452.SZ,山河药辅,化学制药,9.9917,26.64,49.96,"中国银行股份有限公司-国投瑞银医疗保健行业灵活配置混合型证券投资基金
中国工商银行股份有限公司-诺安灵活配置混合型证券投资基金
上海磐耀资产管理有限公司-磐耀三期证券投资基金"
7,601789.SH,宁波建工,建筑工程,10.0823,5.35,46.7,重庆国际信托股份有限公司-重庆信托-宁波建工员工持股计划集合资金信托计划
8,603815.SH,交建股份,建筑工程,10.0,23.1,42.28,深圳市君如资产管理顾问有限公司-君如木兰1号私募证券投资基金
9,600051.SH,宁波联合,综合类,9.9878,9.03,40.14,"ACADIAN资产管理有限责任公司-ACADIAN中国A股股票主基金(交易所)
ACADIAN资产管理有限责任公司-ACADIAN中国A股股票主基金(交易所)"
10,300538.SZ,同益股份,批发业,10.004,27.71,40.0,浙江九章资产管理有限公司-九章幻方皓月18号私募基金
11,603530.SH,神马电力,电气设备,10.0114,28.9,39.99,上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
