code,name,past_p_change,past_positive
002178,延华智能,-56.8719944845,★
002760,凤形股份,-55.2713322237,
002569,步森股份,-50.2674746633,★
300110,华仁药业,-47.1719814299,
002069,獐子岛,-44.1187186396,★
002054,德美化工,-44.0808321093,★
002856,美芝股份,-42.8775992969,★
000820,神雾节能,-42.727245989,
300064,豫金刚石,-41.6042325144,
300167,迪威迅,-39.0588587051,
603988,中电电机,-38.9720219439,
603286,日盈电子,-38.752497774,★
002188,ST巴士,-37.7760821981,
300157,恒泰艾普,-37.498699374,★
600355,精伦电子,-35.0255195824,★
600112,*ST天成,-34.913167866,
002694,顾地科技,-34.5153007136,
603477,振静股份,-33.4520859526,★
002879,长缆科技,-32.6296197745,★
000503,海虹控股,-32.5289622939,
002321,华英农业,-32.0451370392,
002012,凯恩股份,-32.0220496026,
002799,环球印务,-31.6054412153,★
002893,华通热力,-31.0783439307,★
300156,神雾环保,-31.0687574566,
603655,朗博科技,-30.7182507243,★
603813,原尚股份,-30.2223668366,★
300225,金力泰,-30.0676476469,
002297,博云新材,-29.738200927,
603058,永吉股份,-29.1258100371,★
600804,鹏博士,-28.6872884098,
600818,中路股份,-28.6510732341,★
300042,朗科科技,-28.6280326025,
300312,邦讯技术,-28.6035017836,
000929,兰州黄河,-28.35453745,★
600227,赤天化,-28.1266638956,
002596,海南瑞泽,-27.8534009458,
603637,镇海股份,-27.8270144716,★
002650,加加食品,-27.769339778,
000806,银河生物,-27.6957352982,
300680,隆盛科技,-27.6917842139,
002606,大连电瓷,-27.4865528468,
603011,合锻智能,-27.2486029268,★
002923,润都股份,-27.1667134961,★
300435,中泰股份,-26.9868708909,
603080,新疆火炬,-26.7556593493,★
603157,拉夏贝尔,-26.2351818279,★
300727,润禾材料,-26.0311882039,★
002847,盐津铺子,-25.7598939368,★
300256,星星科技,-25.6029078014,★
603088,宁波精达,-25.5879428711,
603429,集友股份,-25.5487265897,★
002132,恒星科技,-25.4460554311,
002129,中环股份,-25.0892898164,★
002895,川恒股份,-24.9529995202,★
000506,中润资源,-24.8568665032,
300092,科新机电,-24.6313777019,★
603499,翔港科技,-24.4632367619,★
002865,钧达股份,-24.4054665163,★
300738,奥飞数据,-24.2968103934,★
002231,奥维通信,-23.9495289265,
300237,美晨生态,-23.9296412975,
000638,万方发展,-23.885399239,★
603009,北特科技,-23.6381632314,★
002278,神开股份,-23.141097513,
002922,伊戈尔,-22.6486802348,★
300697,电工合金,-22.3662308244,★
603676,卫信康,-22.3562918257,★
300471,厚普股份,-22.3164237962,
002161,远 望 谷,-22.2376992329,
000736,中交地产,-22.173534383,★
603683,晶华新材,-21.9223790005,★
603603,博天环境,-21.7890479073,
300093,金刚玻璃,-21.7777222373,★
002213,特 尔 佳,-21.6475563941,
002112,三变科技,-21.5250213368,
603329,上海雅仕,-21.50137426,★
002579,中京电子,-21.4536285984,★
002458,益生股份,-21.4426916403,★
002544,杰赛科技,-21.0756149259,★
300313,天山生物,-20.7360842685,★
600456,宝钛股份,-20.567163662,★
600074,ST保千里,-20.5622823177,★
000558,莱茵体育,-20.4386600153,
603356,华菱精工,-20.3083914661,★
600401,*ST海润,-20.1921444405,
601086,国芳集团,-20.117190747,★
002212,南洋股份,-20.1006530276,
300104,乐视网,-19.9686341466,★
300266,兴源环境,-19.9055581033,
603289,泰瑞机器,-19.8534571913,★
300566,激智科技,-19.7743877256,
603398,邦宝益智,-19.6701978041,
603778,乾景园林,-19.6408694046,
002168,深圳惠程,-19.6346393183,
603043,广州酒家,-19.5895804949,★
002857,三晖电气,-19.5333645287,★
000693,*ST华泽,-19.4097299978,
002076,雪 莱 特,-19.369903264,
002288,超华科技,-19.3144528917,
002729,好利来,-19.270148171,
002778,高科石化,-19.2691850896,★
000593,大通燃气,-19.180080427,★
600680,*ST上普,-19.0365199912,★
300414,中光防雷,-18.9259310019,★
002715,登云股份,-18.8444085369,★
300612,宣亚国际,-18.7666226444,★
603056,德邦股份,-18.7395758892,★
300238,冠昊生物,-18.587000364,
600883,博闻科技,-18.5825542588,★
002380,科远股份,-18.5112479194,★
600241,时代万恒,-18.400066877,
603222,济民制药,-18.3486509779,
300469,信息发展,-18.1999496547,★
600099,林海股份,-18.184578061,★
002366,台海核电,-18.1040591936,
603029,天鹅股份,-18.0343899079,★
603659,璞泰来,-17.9707738464,
603306,华懋科技,-17.9033883447,
300278,华昌达,-17.8906374042,
000979,中弘股份,-17.845135691,
002517,恺英网络,-17.6646861433,
002086,东方海洋,-17.6374658474,
603079,圣达生物,-17.5648642543,★
002500,山西证券,-17.4947614745,★
603444,吉比特,-17.3430331057,★
000971,高升控股,-17.3089565795,★
002661,克明面业,-17.3011306635,
002437,誉衡药业,-17.2966537447,
600383,金地集团,-17.2862110162,★
000659,*ST中富,-17.1423344103,★
000756,新华制药,-17.1306749674,★
002113,天润数娱,-17.1042157076,
600735,新华锦,-17.0158979811,
