,ts_code,symbol,name,industry,COL_LASTPRICE,COL_RECENT_LIMIT_COUNT_15,COL_RECENT_LIMIT_COUNT_3,COL_CONTINUOUS_LIMIT_COUNT,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,300313.SZ,300313,天山生物,农业综合,27.73,11.0,2.0,19.0,51.07,"北京泽盈投资有限公司-泽盈顺势8号私募证券投资基金
北京泽盈投资有限公司-泽盈顺势3号私募证券投资基金",2.0
1,688127.SH,688127,蓝特光学,元器件,32.48,1.0,1.0,12.0,12.0,,0.0
2,605358.SH,605358,立昂微,半导体,13.81,8.0,3.0,11.0,5.6,,0.0
3,605009.SH,605009,豪悦护理,造纸,174.71,8.0,3.0,11.0,46.6,,0.0
4,003000.SZ,003000,华文食品,食品,12.82,7.0,3.0,10.0,5.13,,0.0
5,300301.SZ,300301,长方集团,半导体,6.64,6.0,2.0,10.0,41.42,,0.0
6,605369.SH,605369,拱东医疗,医疗保健,66.74,5.0,3.0,8.0,13.35,,0.0
7,688536.SH,688536,思瑞浦,半导体,233.01,2.0,2.0,8.0,42.13,,0.0
8,603112.SH,603112,华翔股份,机械基件,14.99,4.0,3.0,7.0,7.97,,0.0
9,300064.SZ,300064,豫金刚石,矿物制品,7.18,4.0,2.0,6.0,45.86,,0.0
10,605198.SH,605198,N德利,软饮料,13.23,3.0,3.0,6.0,2.65,,0.0
11,003003.SZ,003003,天元股份,广告包装,16.62,2.0,2.0,5.0,7.35,,0.0
12,003006.SZ,003006,百亚股份,造纸,10.47,2.0,2.0,5.0,4.48,,0.0
13,300128.SZ,300128,锦富技术,元器件,5.75,3.0,2.0,5.0,61.96,"上海睿度资产管理有限公司-睿度资产聚缘1号私募证券投资基金
泰兴市智成产业投资基金(有限合伙)",2.0
14,605116.SH,605116,奥锐特,化学制药,13.26,2.0,2.0,5.0,5.44,,0.0
15,600481.SH,600481,双良节能,环境保护,5.43,5.0,3.0,5.0,88.36,中央汇金资产管理有限责任公司,1.0
16,300722.SZ,300722,新余国科,专用机械,42.02,4.0,2.0,4.0,15.3,"中国建设银行股份有限公司-国泰中证军工交易型开放式指数证券投资基金
中国国际金融香港资产管理有限公司-客户资金2
上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
中国建设银行股份有限公司-富国中证军工指数分级证券投资基金",4.0
17,603557.SH,603557,起步股份,服饰,15.38,4.0,3.0,4.0,72.28,,0.0
18,300719.SZ,300719,安达维尔,航空,24.75,2.0,2.0,3.0,32.86,"招商银行股份有限公司-鹏华稳健回报混合型证券投资基金
中国工商银行股份有限公司-鹏华股息精选混合型证券投资基金
平安资产-工商银行-鑫享3号资产管理产品",3.0
19,300589.SZ,300589,江龙船艇,船舶,24.94,2.0,1.0,2.0,23.63,全国社保基金一零七组合,1.0
20,002819.SZ,002819,东方中科,电器仪表,35.2,2.0,2.0,2.0,49.01,,0.0
21,300318.SZ,300318,博晖创新,医疗保健,13.06,3.0,1.0,2.0,96.28,中央汇金资产管理有限责任公司,1.0
22,000548.SZ,000548,湖南投资,路桥,5.15,2.0,2.0,2.0,25.71,,0.0
23,300869.SZ,300869,康泰医学,医疗保健,111.67,4.0,1.0,2.0,43.04,,0.0
24,688399.SH,688399,硕世生物,医疗保健,261.99,2.0,2.0,2.0,38.17,中国银行股份有限公司-华泰柏瑞生物医药灵活配置混合型证券投资基金,1.0
25,000782.SZ,000782,美达股份,化纤,4.4,2.0,2.0,2.0,19.64,,0.0
26,600475.SH,600475,华光环能,专用机械,13.55,1.0,1.0,1.0,73.64,中央汇金资产管理有限责任公司,1.0
27,300205.SZ,300205,天喻信息,元器件,13.39,2.0,1.0,1.0,57.04,武汉光谷创业投资基金有限公司,1.0
28,300658.SZ,300658,延江股份,纺织,38.45,2.0,1.0,1.0,34.23,,0.0
29,002977.SZ,002977,天箭科技,通信设备,114.6,1.0,1.0,1.0,20.51,"青骊投资管理(上海)有限公司-青骊银鞍私募证券投资基金
中国银行股份有限公司-国投瑞银国家安全灵活配置混合型证券投资基金
上海于翼资产管理合伙企业(有限合伙)-东方点赞证券投资基金
青骊投资管理(上海)有限公司-青骊长兴私募投资基金
中国建设银行股份有限公司-万家科创主题3年封闭运作灵活配置混合型证券投资基金",5.0
30,300875.SZ,300875,捷强装备,专用机械,113.83,1.0,1.0,1.0,21.85,,0.0
31,601456.SH,601456,国联证券,证券,19.64,1.0,1.0,1.0,93.43,,0.0
32,300677.SZ,300677,英科医疗,医疗保健,144.32,1.0,1.0,1.0,222.3,"中国银行股份有限公司-广发医疗保健股票型证券投资基金
中国建设银行股份有限公司-工银瑞信前沿医疗股票型证券投资基金
中国工商银行股份有限公司-中欧医疗健康混合型证券投资基金
香港中央结算有限公司(陆股通)
中国银行股份有限公司-工银瑞信医疗保健行业股票型证券投资基金",5.0
33,300114.SZ,300114,中航电测,电器仪表,16.8,1.0,1.0,1.0,99.25,"中国建设银行股份有限公司-鹏华中证国防指数分级证券投资基金
全国社保基金六零四组合",2.0
