code,name,outstanding,p_change_range,normalizing_std,p_change_till_now,normalizing_std_till_now,stop_mark
002427,*ST尤夫,3.85,-53.729,0.221,40.335,0.306,
002604,*ST龙力,5.08,-53.608,0.221,-52.227,0.234,
600202,*ST哈空,3.83,-40.738,0.209,-24.267,0.141,
600634,*ST富控,5.76,-35.336,0.135,-46.834,0.305,
002552,*ST宝鼎,2.0,-34.539,0.122,-19.584,0.115,
002569,步森股份,1.4,-34.506,0.133,-40.598,0.307,
600651,飞乐音响,9.85,-34.078,0.094,-33.255,0.159,
002729,好利来,0.67,-34.039,0.187,-45.197,0.197,
600539,*ST狮头,2.3,-33.493,0.155,-6.647,0.107,
002163,中航三鑫,8.03,-33.246,0.149,-17.355,0.107,
600238,*ST椰岛,4.45,-31.957,0.169,2.776,0.136,
600749,*ST藏旅,1.89,-31.733,0.105,-10.775,0.089,
600209,*ST罗顿,4.39,-30.691,0.106,-51.449,0.273,
002320,海峡股份,5.58,-29.82,0.145,-23.863,0.265,
600870,*ST厦华,5.23,-27.588,0.128,-42.442,0.316,
000509,华塑控股,8.25,-26.776,0.084,-27.136,0.127,
002496,ST辉丰,9.67,-26.724,0.131,-32.165,0.19,
002212,南洋股份,6.42,-26.016,0.053,-25.684,0.099,
000056,皇庭国际,9.04,-24.401,0.055,-40.55,0.207,
002454,松芝股份,6.17,-24.152,0.097,-28.382,0.291,
002250,联化科技,8.89,-23.826,0.103,19.546,0.088,
002596,海南瑞泽,8.63,-23.585,0.118,-35.568,0.231,
000613,大东海A,2.66,-23.444,0.096,-15.333,0.177,
002103,广博股份,3.74,-23.387,0.063,-44.554,0.154,
002927,泰永长征,0.3,-23.226,0.072,-40.211,0.263,
002922,伊戈尔,0.33,-23.147,0.078,-30.522,0.154,
000955,欣龙控股,5.38,-23.049,0.1,-13.294,0.159,
000586,汇源通信,1.93,-22.688,0.084,-15.196,0.176,
600291,西水股份,9.79,-22.674,0.082,-24.268,0.099,
600193,*ST创兴,4.25,-22.454,0.107,-10.054,0.105,
002194,*ST凡谷,5.3,-22.207,0.073,-5.36,0.205,
002188,*ST巴士,2.15,-22.076,0.082,-28.149,0.16,
002694,顾地科技,4.99,-21.854,0.077,-35.823,0.156,
000886,海南高速,9.68,-21.608,0.106,-25.534,0.165,
000968,蓝焰控股,5.14,-21.298,0.083,21.15,0.108,
000707,*ST双环,4.64,-21.263,0.101,-3.886,0.107,
002265,西仪股份,3.03,-20.701,0.067,-28.644,0.145,
002175,东方网络,5.24,-20.687,0.08,-22.65,0.14,
000655,*ST金岭,5.95,-20.581,0.055,-16.434,0.095,
600666,奥瑞德,7.95,-20.563,0.169,-74.818,0.352,
002366,台海核电,4.89,-20.353,0.076,-56.658,0.343,
002576,通达动力,1.45,-20.285,0.07,-15.143,0.109,
002765,蓝黛传动,2.55,-20.255,0.094,-14.503,0.111,
600746,江苏索普,3.05,-20.048,0.083,-2.73,0.079,
002865,钧达股份,0.38,-19.695,0.097,24.733,0.129,
600290,华仪电气,5.27,-19.632,0.103,-52.62,0.462,
601069,西部黄金,6.36,-19.487,0.075,-21.565,0.106,
002562,兄弟科技,4.98,-19.475,0.086,-22.238,0.346,
002012,凯恩股份,4.67,-19.275,0.106,-26.721,0.166,
002919,名臣健康,0.2,-19.232,0.092,-28.2,0.157,
002921,联诚精密,0.2,-19.2,0.058,-14.404,0.124,
600416,湘电股份,8.81,-19.173,0.084,-32.31,0.154,
002929,润建通信,0.55,-18.829,0.07,-36.787,0.213,
600051,宁波联合,3.11,-18.796,0.092,-23.486,0.117,
002693,双成药业,4.03,-18.321,0.069,-31.732,0.21,
600807,*ST天业,7.87,-18.303,0.09,-69.262,0.623,
000953,ST河化,2.94,-18.194,0.054,-42.195,0.241,
002738,中矿资源,1.26,-17.414,0.093,-28.531,0.16,
002870,香山股份,0.37,-17.321,0.071,-29.314,0.178,
002518,科士达,5.58,-17.213,0.07,-42.929,0.265,
002928,华夏航空,0.41,-17.201,0.062,-38.118,0.212,
002575,群兴玩具,5.89,-17.201,0.063,63.733,0.26,
002805,丰元股份,0.54,-17.135,0.044,-33.194,0.204,
000760,斯太尔,6.54,-17.13,0.062,-0.736,0.145,
600735,新华锦,3.76,-17.064,0.066,-44.98,0.308,
600354,敦煌种业,5.28,-17.015,0.097,-36.202,0.162,
002136,安 纳 达,2.14,-16.918,0.067,-26.019,0.105,
002785,万里石,0.97,-16.396,0.043,-14.845,0.127,
000505,京粮控股,4.06,-16.364,0.073,-20.544,0.13,
600731,湖南海利,3.27,-16.315,0.067,-17.341,0.107,
000585,*ST东电,6.09,-16.309,0.089,-10.429,0.075,
601086,国芳集团,1.66,-16.211,0.053,-34.863,0.207,
002334,英威腾,5.78,-16.208,0.077,-34.33,0.156,
600311,荣华实业,6.66,-16.052,0.069,-16.454,0.138,
002607,亚夏汽车,7.05,-16.024,0.036,104.05,0.279,
002676,顺威股份,7.2,-15.888,0.06,-27.315,0.132,
002864,盘龙药业,0.45,-15.887,0.066,-43.336,0.19,
002880,卫光生物,0.27,-15.836,0.071,-8.122,0.074,
000811,冰轮环境,6.53,-15.683,0.045,-3.479,0.115,
600720,祁连山,7.76,-15.66,0.061,-13.279,0.095,
000151,中成股份,2.67,-15.484,0.029,-25.719,0.12,
002048,宁波华翔,4.6,-15.468,0.075,-17.236,0.117,
600391,航发科技,3.3,-15.107,0.064,-32.342,0.135,
002636,金安国纪,2.46,-15.015,0.091,-31.524,0.128,
