,ts_code,symbol,name,industry,COL_RECENT_LIMIT_COUNT
0,601127.SH,601127,小康股份,汽车配件,7.0
1,600121.SH,600121,郑州煤电,煤炭开采,6.0
2,002553.SZ,002553,南方轴承,汽车配件,5.0
3,002646.SZ,002646,青青稞酒,白酒,4.0
4,605007.SH,605007,五洲特纸,造纸,4.0
5,002379.SZ,002379,宏创控股,铝,4.0
6,003019.SZ,003019,宸展光电,元器件,4.0
7,000545.SZ,000545,金浦钛业,化工原料,4.0
8,002682.SZ,002682,龙洲股份,公路,4.0
9,605068.SH,605068,明新旭腾,汽车配件,4.0
10,002670.SZ,002670,国盛金控,证券,3.0
11,605177.SH,605177,东亚药业,化学制药,3.0
12,600707.SH,600707,彩虹股份,元器件,3.0
13,002805.SZ,002805,丰元股份,化工原料,3.0
14,600616.SH,600616,金枫酒业,红黄酒,3.0
15,002227.SZ,002227,奥特迅,电气设备,3.0
16,600559.SH,600559,老白干酒,白酒,3.0
17,600428.SH,600428,中远海特,水运,3.0
18,601579.SH,601579,会稽山,红黄酒,3.0
19,002245.SZ,002245,澳洋顺昌,仓储物流,3.0
20,600178.SH,600178,东安动力,汽车配件,3.0
21,000625.SZ,000625,长安汽车,汽车整车,3.0
22,600199.SH,600199,金种子酒,白酒,3.0
23,002510.SZ,002510,天汽模,汽车配件,2.0
24,300424.SZ,300424,航新科技,航空,2.0
25,600733.SH,600733,北汽蓝谷,汽车整车,2.0
26,002612.SZ,002612,朗姿股份,服饰,2.0
27,600722.SH,600722,金牛化工,化工原料,2.0
28,000573.SZ,000573,粤宏远A,区域地产,2.0
29,000615.SZ,000615,奥园美谷,化纤,2.0
30,300549.SZ,300549,优德精密,专用机械,2.0
31,600679.SH,600679,上海凤凰,文教休闲,2.0
32,300907.SZ,300907,康平科技,电气设备,2.0
33,002466.SZ,002466,天齐锂业,小金属,2.0
34,300807.SZ,300807,天迈科技,软件服务,2.0
35,002342.SZ,002342,巨力索具,机械基件,2.0
36,002331.SZ,002331,皖通科技,软件服务,2.0
37,300581.SZ,300581,晨曦航空,航空,2.0
38,600744.SH,600744,华银电力,火力发电,2.0
39,000523.SZ,000523,广州浪奇,日用化工,2.0
40,300589.SZ,300589,江龙船艇,船舶,2.0
41,688536.SH,688536,思瑞浦,半导体,2.0
42,601187.SH,601187,厦门银行,银行,2.0
43,003004.SZ,003004,声迅股份,软件服务,2.0
44,600059.SH,600059,古越龙山,红黄酒,2.0
45,300064.SZ,300064,ST金刚,矿物制品,2.0
46,601388.SH,601388,怡球资源,铝,2.0
47,601008.SH,601008,连云港,港口,2.0
48,002906.SZ,002906,华阳集团,汽车配件,2.0
49,600798.SH,600798,宁波海运,水运,2.0
50,601919.SH,601919,中远海控,水运,2.0
51,002863.SZ,002863,今飞凯达,汽车配件,2.0
52,600979.SH,600979,广安爱众,水力发电,2.0
53,603011.SH,603011,合锻智能,机床制造,2.0
