,ts_code,symbol,name,industry,COL_LASTPRICE,COL_RECENT_LIMIT_COUNT_3,COL_CONTINUOUS_LIMIT_COUNT,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,688160.SH,688160,步科股份,电器仪表,74.6,1.0,20.0,14.13,,0.0
1,000816.SZ,000816,智慧农业,农用机械,4.32,1.0,12.0,54.65,香港中央结算有限公司(陆股通),1.0
2,605007.SH,605007,五洲特纸,造纸,23.4,3.0,9.0,10.3,,0.0
3,300727.SZ,300727,润禾材料,化工原料,41.06,2.0,6.0,17.68,,0.0
4,000545.SZ,000545,金浦钛业,化工原料,4.0,3.0,5.0,42.21,,0.0
5,601702.SH,601702,华峰铝业,铝,10.0,2.0,5.0,25.74,,0.0
6,002646.SZ,002646,青青稞酒,白酒,16.72,2.0,4.0,82.72,"广发基金-农业银行-广发中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划
南方基金-农业银行-南方中证金融资产管理计划
华夏基金-农业银行-华夏中证金融资产管理计划
中央汇金资产管理有限责任公司
嘉实基金-农业银行-嘉实中证金融资产管理计划
中国银行股份有限公司-招商中证白酒指数分级证券投资基金
博时基金-农业银行-博时中证金融资产管理计划",8.0
7,003019.SZ,003019,N宸展,元器件,33.96,1.0,4.0,11.96,,0.0
8,600321.SH,600321,正源股份,其他建材,2.85,2.0,4.0,38.82,,0.0
9,002172.SZ,002172,澳洋健康,化纤,3.53,3.0,3.0,29.3,,0.0
10,000923.SZ,000923,河钢资源,普钢,21.8,1.0,3.0,138.01,"香港中央结算有限公司(陆股通)
基本养老保险基金九零三组合
中国工商银行-国联安德盛小盘精选证券投资基金
中国建设银行股份有限公司-嘉实沪深300指数研究增强型证券投资基金",4.0
11,600199.SH,600199,金种子酒,白酒,10.12,2.0,3.0,63.07,"中国银行股份有限公司-招商中证白酒指数分级证券投资基金
中央汇金资产管理有限责任公司",2.0
12,002612.SZ,002612,朗姿股份,服饰,16.23,2.0,3.0,40.46,"中国建设银行股份有限公司-博时裕益灵活配置混合型证券投资基金
广东逸信基金管理有限公司-逸信汇富1号朗姿股份私募投资基金
中国建设银行股份有限公司-华安生态优先混合型证券投资基金
中原信托有限公司-金融产品投资20160303号单一资金信托",4.0
13,600336.SH,600336,澳柯玛,家用电器,9.5,1.0,3.0,66.41,,0.0
14,600543.SH,600543,莫高股份,红黄酒,8.84,1.0,3.0,27.55,中信证券-甘肃兴陇资本管理有限公司-中信证券兴陇1号单一资产管理计划,1.0
15,601008.SH,601008,连云港,港口,4.58,2.0,3.0,50.96,"领航投资澳洲有限公司-领航新兴市场股指基金(交易所)
广东邦得资产管理有限公司-邦得价值一号私募证券投资基金",2.0
16,600559.SH,600559,老白干酒,白酒,18.45,1.0,2.0,159.83,"中国银行股份有限公司-招商中证白酒指数分级证券投资基金
北京航天产业投资基金(有限合伙)
鹏华基金-工商银行-鹏华基金增发精选1号资产管理计划
汇添富基金-工商银行-汇添富-定增盛世添富牛37号资产管理计划",4.0
17,300891.SZ,300891,惠云钛业,化工原料,25.27,1.0,2.0,24.86,,0.0
18,601127.SH,601127,小康股份,汽车配件,11.88,2.0,2.0,121.99,"华鑫国际信托有限公司-华鑫信托·396号证券投资集合资金信托计划
小康控股-红塔证券-19小康EB担保及信托财产专户
重庆两江股权投资基金管理有限公司-重庆两江新区战略性新兴产业股权投资基金合伙企业(有限合伙)",3.0
19,300569.SZ,300569,天能重工,专用机械,19.14,1.0,2.0,50.48,"上海致君资产管理有限公司-致君基石投资一号
全国社保基金四一三组合
中国农业银行股份有限公司-工银瑞信战略转型主题股票型证券投资基金
中国建设银行股份有限公司-长城量化小盘股票型证券投资基金",4.0
20,300549.SZ,300549,优德精密,专用机械,28.2,1.0,2.0,33.69,,0.0
21,603167.SH,603167,渤海轮渡,水运,11.98,1.0,2.0,52.44,"招商银行股份有限公司-上证红利交易型开放式指数证券投资基金
交通银行股份有限公司-景顺长城中证红利低波动100交易型开放式指数证券投资基金
中国建设银行股份有限公司-华安国企改革主题灵活配置混合型证券投资基金
中国银行股份有限公司-华宝标普中国A股红利机会指数证券投资基金(LOF)
中国工商银行股份有限公司-兴业上证红利低波动交易型开放式指数证券投资基金",5.0
22,300132.SZ,300132,青松股份,化工原料,25.0,1.0,2.0,113.7,"全国社保基金一零一组合
中国农业银行股份有限公司-工银瑞信消费行业股票型证券投资基金
全国社保基金四一三组合
兴业银行股份有限公司-工银瑞信文体产业股票型证券投资基金",4.0
23,300064.SZ,300064,ST金刚,矿物制品,3.86,1.0,2.0,32.24,香港中央结算有限公司(陆股通),1.0
24,688179.SH,688179,阿拉丁,化学制药,67.16,2.0,2.0,15.85,,0.0
25,000155.SZ,000155,川能动力,新型电力,7.5,2.0,2.0,96.52,中国建设银行股份有限公司-华夏中证四川国企改革交易型开放式指数证券投资基金,1.0
26,689009.SH,689009,九号公司-UWD,专用机械,77.0,1.0,2.0,43.42,,0.0
27,000523.SZ,000523,广州浪奇,日用化工,4.43,2.0,2.0,26.33,,0.0
