,ts_code,symbol,name,industry,COL_EIGEN_SLOPE,COL_LAST_PCT_CHG,COL_LASTPRICE
0,002524.SZ,002524,光正集团,医疗保健,3.78,10.0494,6.68
1,000680.SZ,000680,山推股份,工程机械,6.93,10.0209,5.27
2,000159.SZ,000159,国际实业,石油贸易,7.5,9.9681,13.79
3,000528.SZ,000528,柳工,工程机械,2.3,6.5773,8.75
4,000088.SZ,000088,盐田港,港口,1.84,4.7887,7.44
5,603111.SH,603111,康尼机电,运输设备,1.68,3.2609,5.7
6,000928.SZ,000928,中钢国际,建筑施工,1.96,2.8846,7.49
7,001872.SZ,001872,招商港口,港口,1.41,2.2901,20.1
8,002051.SZ,002051,中工国际,建筑施工,0.37,2.2882,16.54
9,600368.SH,600368,五洲交通,路桥,0.74,1.9465,4.19
10,601800.SH,601800,中国交建,建筑施工,-0.69,1.7254,14.15
11,300351.SZ,300351,永贵电器,元器件,4.15,1.6794,13.32
12,603169.SH,603169,兰石重装,专用机械,-3.29,1.4837,6.84
13,002302.SZ,002302,西部建设,水泥,3.19,1.375,16.22
14,002130.SZ,002130,沃尔核材,电气设备,-1.23,1.3136,6.17
15,601186.SH,601186,中国铁建,建筑施工,0.51,1.2669,11.99
16,000425.SZ,000425,徐工机械,工程机械,-3.01,1.1952,5.08
17,601766.SH,601766,中国中车,运输设备,1.41,0.9667,9.4
18,600970.SH,600970,中材国际,建筑施工,-3.78,0.9313,8.67
19,002941.SZ,002941,新疆交建,建筑施工,2.76,0.8457,38.16
20,601668.SH,601668,中国建筑,建筑施工,-0.84,0.7634,6.6
21,600495.SH,600495,晋西车轴,运输设备,2.23,0.5093,5.92
22,000507.SZ,000507,珠海港,港口,1.14,0.5013,8.02
23,601106.SH,601106,中国一重,工程机械,1.01,0.4975,4.04
24,601669.SH,601669,中国电建,建筑施工,-0.29,0.4967,6.07
25,601390.SH,601390,中国中铁,建筑施工,0.4,0.3989,7.55
26,601228.SH,601228,广州港,港口,-0.39,0.3929,5.11
27,601919.SH,601919,中远海控,水运,1.08,0.3339,6.01
28,600075.SH,600075,新疆天业,化工原料,1.91,0.2541,7.89
29,601611.SH,601611,中国核建,建筑施工,-0.62,0.2079,9.64
30,600581.SH,600581,八一钢铁,普钢,-2.44,0.1976,5.07
31,000777.SZ,000777,中核科技,机械基件,-0.63,0.1879,16.0
32,002307.SZ,002307,北新路桥,建筑施工,2.77,0.0,9.45
33,002438.SZ,002438,江苏神通,机械基件,-0.56,0.0,8.1
34,600528.SH,600528,中铁工业,建筑施工,1.06,-0.074,13.51
35,600425.SH,600425,青松建化,水泥,2.18,-0.1855,5.38
36,000157.SZ,000157,中联重科,工程机械,0.95,-0.1876,5.32
37,600798.SH,600798,宁波海运,水运,-2.9,-0.2053,4.86
38,600031.SH,600031,三一重工,工程机械,-2.39,-0.228,13.13
39,002205.SZ,002205,国统股份,其他建材,3.96,-0.2327,21.44
40,601880.SH,601880,大连港,港口,-2.04,-0.4032,2.47
41,601985.SH,601985,中国核电,新型电力,-1.61,-0.4732,6.31
42,002366.SZ,002366,台海核电,专用机械,-1.61,-0.494,14.1
43,601618.SH,601618,中国中冶,建筑施工,0.72,-0.5291,3.76
44,603308.SH,603308,应流股份,专用机械,-0.77,-0.8029,11.12
45,000881.SZ,000881,中广核技,综合类,-2.14,-0.8249,10.82
46,000877.SZ,000877,天山股份,水泥,1.76,-0.8449,12.91
47,601018.SH,601018,宁波港,港口,2.07,-0.9276,5.34
48,002167.SZ,002167,东方锆业,小金属,-2.67,-0.9302,8.52
49,600018.SH,600018,上港集团,港口,-2.36,-1.0601,8.4
50,601326.SH,601326,秦港股份,港口,-2.85,-1.1547,4.28
51,002207.SZ,002207,ST准油,石油开采,1.96,-1.1658,7.63
52,002040.SZ,002040,南京港,港口,-1.47,-1.4032,13.35
53,601008.SH,601008,连云港,港口,-7.39,-1.7054,6.34
54,601727.SH,601727,上海电气,电气设备,4.95,-1.8895,6.75
55,300103.SZ,300103,达刚路机,工程机械,1.68,-2.0756,13.21
56,002469.SZ,002469,三维工程,建筑施工,5.05,-2.3508,5.4
57,600875.SH,600875,东方电气,电气设备,-8.38,-2.4476,13.95
58,600545.SH,600545,卓郎智能,纺织机械,-1.52,-2.503,8.18
59,600279.SH,600279,重庆港九,港口,-1.63,-2.7687,5.97
60,000905.SZ,000905,厦门港务,港口,7.21,-4.8323,9.65
