,ts_code,name,industry,COL_MA_20,COL_MA_20_SLOPE,COL_MA_20_SLOPE_CHANGE,COL_FLOAT_HOLDERS
0,000668.SZ,荣丰控股,区域地产,12.74,3.4930950446791176,inf,
1,300016.SZ,北陆药业,中成药,9.5,0.849256900212314,inf,大业信托有限责任公司-大业信托·优悦3号单一资金信托
2,600193.SH,ST创兴,装修装饰,3.66,0.8264462809917328,inf,
3,002707.SZ,众信旅游,旅游服务,5.56,0.7246376811594235,inf,"兴业银行股份有限公司-兴全趋势投资混合型证券投资基金
兴业银行股份有限公司-兴全新视野灵活配置定期开放混合型发起式证券投资基金
上海理成资产管理有限公司-理成风景专户3号私募投资基金
兴业银行股份有限公司-兴全趋势投资混合型证券投资基金
兴业银行股份有限公司-兴全新视野灵活配置定期开放混合型发起式证券投资基金"
4,300149.SZ,量子生物,生物制药,12.93,1.1737089201877993,1398.8262910799272,香港中央结算有限公司(陆股通)
5,600827.SH,百联股份,超市连锁,8.15,1.4943960149439661,1098.5056039850822,"全国社保基金一零三组合
中央汇金资产管理有限责任公司
中国工商银行股份有限公司-中证上海国企交易型开放式指数证券投资基金
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
6,300203.SZ,聚光科技,环境保护,14.36,0.7719298245614015,999.2280701754983,"香港中央结算有限公司(陆股通)
交通银行股份有限公司-汇丰晋信低碳先锋股票型证券投资基金
中国工商银行股份有限公司-景顺长城创新成长混合型证券投资基金
中国建设银行股份有限公司-景顺长城环保优势股票型证券投资基金
中国银行股份有限公司-景顺长城优选混合型证券投资基金"
7,603060.SH,国检集团,建筑工程,21.33,0.8034026465028266,749.1965973535118,"挪威中央银行-自有资金
全国社会保障基金理事会转持一户
中国工商银行股份有限公司-中欧时代先锋股票型发起式证券投资基金
香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-中欧明睿新常态混合型证券投资基金"
8,600723.SH,首商股份,百货,5.8,1.2216404886561838,598.7783595112832,"基本养老保险基金八零五组合
中国工商银行股份有限公司-广发睿阳三年定期开放混合型证券投资基金
领航投资澳洲有限公司-领航新兴市场股指基金(交易所)
中央汇金资产管理有限责任公司"
9,002623.SZ,亚玛顿,玻璃,35.47,1.3139103113396278,555.8289468315231,"中国国际金融香港资产管理有限公司-客户资金
中央汇金资产管理有限责任公司
中国银行股份有限公司-海富通股票混合型证券投资基金
交通银行股份有限公司-浦银安盛增长动力灵活配置混合型证券投资基金"
10,002294.SZ,信立泰,化学制药,18.86,0.9635974304068595,499.0364025695808,"香港中央结算有限公司(陆股通)
北京市中国人民大学教育基金会
中信建投证券股份有限公司-富国中证科技50策略交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司"
11,600812.SH,华北制药,化学制药,9.03,1.8038331454340417,431.52950018789954,"中央汇金资产管理有限责任公司
中国建设银行股份有限公司-博时主题行业混合型证券投资基金(LOF)
博时基金-农业银行-博时中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
华夏基金-农业银行-华夏中证金融资产管理计划
银华基金-农业银行-银华中证金融资产管理计划
南方基金-农业银行-南方中证金融资产管理计划
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划
中央汇金资产管理有限责任公司
中国建设银行股份有限公司-博时主题行业混合型证券投资基金(LOF)
博时基金-农业银行-博时中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
华夏基金-农业银行-华夏中证金融资产管理计划
银华基金-农业银行-银华中证金融资产管理计划
南方基金-农业银行-南方中证金融资产管理计划
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划"
12,000793.SZ,华闻集团,出版业,3.25,1.5625,398.43749999997976,"四川信托有限公司-四川信托·星光3号单一资金信托
国广环球资产管理有限公司
前海开源基金-浦发银行-渤海国际信托-渤海信托·煦沁聚和1号集合资金信托计划
长信基金-浦发银行-长信-浦发-粤信2号资产管理计划
四川信托有限公司-四川信托·星光5号单一资金信托
方正东亚信托有限责任公司-腾翼投资1号单一资金信托
前海开源基金-浦发银行-前海开源聚和资产管理计划
云南国际信托有限公司-峻茂15号单一资金信托"
13,603906.SH,龙蟠科技,化工原料,9.89,2.2750775594622574,337.7249224405313,
14,300374.SZ,恒通科技,其他建材,9.09,1.450892857142838,331.8824404761805,"诸城晨光景泰股权投资基金有限公司
中央汇金资产管理有限责任公司"
15,002555.SZ,三七互娱,互联网,35.18,1.6469228546662773,278.35307714534406,"香港中央结算有限公司(陆股通)
汇添富基金-宁波银行-珠海融玺股权投资合伙企业(有限合伙)
上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金
汇添富基金-宁波银行-汇添富-顺荣三七定增计划2号资产管理计划"
16,300703.SZ,创源文化,文教休闲,11.89,-0.9166666666666656,267.58333333333945,"华泰证券股份有限公司-中庚价值领航混合型证券投资基金
全国社保基金六零四组合
广发证券股份有限公司-中庚小盘价值股票型证券投资基金
光大永明资管-兴业银行-光大永明资产聚财121号定向资产管理产品
中信期货-招商银行-中信期货广发择时对冲2号集合资产管理计划
中国国际金融香港资产管理有限公司-客户资金"
17,300299.SZ,富春股份,互联网,5.27,2.729044834307981,247.27095516569483,
18,002867.SZ,周大生,服饰,19.08,-0.15698587127158659,200.156985871213,"中国建设银行股份有限公司-安信价值精选股票型证券投资基金
招商银行股份有限公司-安信价值回报三年持有期混合型证券投资基金
广发基金管理有限公司-社保基金四二零组合
全国社保基金五零三组合
招商银行股份有限公司-东方阿尔法精选灵活配置混合型发起式证券投资基金
香港中央结算有限公司(陆股通)
全国社保基金一零一组合
交通银行-华夏蓝筹核心混合型证券投资基金(LOF)"
19,000011.SZ,深物业A,区域地产,8.98,2.9816513761467878,185.90723751274308,"中国东方资产管理股份有限公司
兴业证券股份有限公司-博道久航混合型证券投资基金
中国建设银行股份有限公司-长城量化小盘股票型证券投资基金"
20,300443.SZ,金雷股份,专用机械,15.25,1.1273209549071517,182.20601237841976,"中央汇金资产管理有限责任公司
中国农业银行股份有限公司-工银瑞信战略转型主题股票型证券投资基金
全国社保基金四一三组合
天津达晨创世股权投资基金合伙企业(有限合伙)
天津达晨盛世股权投资基金合伙企业(有限合伙)
陕西省国际信托股份有限公司"
21,603786.SH,科博达,汽车配件,59.64,0.1343183344526544,166.532348332149,"中国农业银行股份有限公司-国泰智能汽车股票型证券投资基金
中国建设银行股份有限公司-交银施罗德阿尔法核心混合型证券投资基金
中国工商银行-易方达价值成长混合型证券投资基金
国泰基金管理有限公司-社保基金1102组合
中国工商银行股份有限公司-交银施罗德优势行业灵活配置混合型证券投资基金
全国社保基金五零一组合
交通银行股份有限公司-国泰金鹰增长灵活配置混合型证券投资基金
中国工商银行-汇添富成长焦点混合型证券投资基金
国泰基金管理有限公司-社保基金四二一组合
中国工商银行-广发聚丰混合型证券投资基金"
22,002208.SZ,合肥城建,区域地产,7.22,2.9957203994293913,159.5042796005715,宁波梅山保税港区龙悦投资管理有限公司-佳然一号私募证券投资基金
23,300651.SZ,金陵体育,文教休闲,26.52,1.182754673788633,157.1505786595421,中国农业银行股份有限公司-鹏华医药科技股票型证券投资基金
24,601888.SH,中国国旅,旅游服务,86.29,1.769076542045056,144.13256280221668,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
安本标准投资管理(亚洲)有限公司-安本标准-中国A股股票基金
中国工商银行-上证50交易型开放式指数证券投资基金"
25,600318.SH,新力金融,多元金融,8.61,1.4134275618374437,138.58657243816137,"华泰证券资管-招商银行-华泰家园3号集合资产管理计划
浙江九章资产管理有限公司-幻方星月石私募基金
青岛祝融富田投资管理有限公司-青岛祝融富田投资管理有限公司帛汇3号私募证券投资基金"
26,300246.SZ,宝莱特,医疗保健,20.88,2.8064992614475592,134.69350073855293,"中国工商银行股份有限公司-金鹰稳健成长混合型证券投资基金
中央汇金资产管理有限责任公司
中信信托有限责任公司-中信价值管理型金融投资集合资金信托计划
中国对外经济贸易信托有限公司-外贸信托·锐进31期清水源证券投资集合资金信托计划"
27,300492.SZ,华图山鼎,建筑工程,48.5,2.2344013490725123,133.32115420648617,
28,600211.SH,西藏药业,中成药,34.33,2.9385307346326828,130.39480259869808,
29,600641.SH,万业企业,区域地产,20.74,0.7774538386783325,127.79397473276286,"国家集成电路产业投资基金股份有限公司
香港中央结算有限公司(陆股通)
申万宏源证券-四川三新创业投资有限责任公司-证券行业支持民企发展系列之申万宏源三新创投单一资产管理计划
沈阳森木投资管理有限公司-森木价值发现1号证券投资基金"
30,300063.SZ,天龙集团,互联网,4.94,3.347280334728042,125.22414823670118,
31,300160.SZ,秀强股份,玻璃,7.44,2.7624309392265234,119.4597912829961,浙江九章资产管理有限公司-九章幻方青溪3号私募基金
32,603712.SH,七一二,通信设备,27.62,1.656238498343754,112.62947578736942,"中国建设银行股份有限公司-鹏华中证国防指数分级证券投资基金
香港中央结算有限公司(陆股通)"
33,600859.SH,王府井,百货,15.49,7.7190542420027874,109.92800458152647,"北京京国瑞国企改革发展基金(有限合伙)
中央汇金资产管理有限责任公司
挪威中央银行-自有资金"
34,300729.SZ,乐歌股份,家居用品,22.82,1.7841213202497652,108.74219446922328,南京雷奥投资管理有限公司-雷奥2期证券投资基金
35,002262.SZ,恩华药业,化学制药,12.62,1.8563357546408366,107.23457333626527,"香港中央结算有限公司(陆股通)
上海宽远资产管理有限公司-宽远价值进取证券投资基金
中国建设银行股份有限公司-鹏华优选价值股票型证券投资基金"
36,601777.SH,力帆股份,摩托车,3.2,3.2258064516129004,96.7741935483867,
37,000567.SZ,海德股份,多元金融,9.47,4.065934065934074,90.67090803932933,
38,603976.SH,正川股份,医疗保健,18.29,3.100338218714782,80.23299511462012,
39,002338.SZ,奥普光电,电器仪表,16.28,5.989583333333348,67.59532232704424,中央汇金资产管理有限责任公司
40,300298.SZ,三诺生物,医疗保健,17.71,3.8100820633059973,67.24254951564323,"香港中央结算有限公司(陆股通)
广东省铁路发展基金有限责任公司
湖南省信托有限责任公司-湖南信托·三诺生物1号集合资金信托计划
招商银行股份有限公司-睿远均衡价值三年持有期混合型证券投资基金
招商银行股份有限公司-睿远成长价值混合型证券投资基金"
41,300485.SZ,赛升药业,生物制药,13.09,5.225080385852099,61.44158628081542,
42,300453.SZ,三鑫医疗,医疗保健,12.44,5.334462320067734,56.20399921839374,"中国工商银行股份有限公司-融通医疗保健行业混合型证券投资基金
中航信托股份有限公司-中航信托·天顺【2019】113号江西国资支持民营企业专项单一资金信托"
43,300280.SZ,紫天科技,专用机械,27.68,3.8649155722326523,49.86642771134999,"上海合锦投资管理有限公司-合锦稳健私募基金
上海韫然投资管理有限公司-新兴成长五期私募证券投资基金
中阅资本管理股份公司-中阅被动管理2号私募证券投资基金
中阅资本管理股份公司-中阅被动管理3号私募证券投资基金
中央汇金资产管理有限责任公司"
44,603533.SH,掌阅科技,互联网,25.07,4.371357202331394,47.802555841146784,"香港中央结算有限公司(陆股通)
中国建设银行-华夏红利混合型开放式证券投资基金"
45,300573.SZ,兴齐眼药,化学制药,96.09,3.2670607200429913,45.75254712309529,"中国建设银行股份有限公司-富国低碳新经济混合型证券投资基金
中国建设银行股份有限公司-富国精准医疗灵活配置混合型证券投资基金
中国银行股份有限公司-易方达医疗保健行业混合型证券投资基金
中国银行股份有限公司-博时医疗保健行业混合型证券投资基金
中国建设银行股份有限公司-富国新动力灵活配置混合型证券投资基金
中国工商银行股份有限公司-富国天惠精选成长混合型证券投资基金(LOF)
中国工商银行股份有限公司-华夏乐享健康灵活配置混合型证券投资基金"
46,600532.SH,宏达矿业,普钢,4.36,5.060240963855422,44.9397590361444,
47,600416.SH,*ST湘电,电气设备,10.11,4.1194644696189275,44.02868367852797,"兴业银行股份有限公司-兴全趋势投资混合型证券投资基金
交通银行股份有限公司-博时新兴成长混合型证券投资基金
全国社保基金五零三组合
兴业银行股份有限公司-兴全新视野灵活配置定期开放混合型发起式证券投资基金
中央汇金资产管理有限责任公司
深圳市和沣资产管理有限公司-和沣远景私募证券投资基金"
