,ts_code,symbol,name,industry,COL_CHG,COL_PROBABILITY,COL_CIRC_MV
0,301004.SZ,301004,N嘉益,家居用品,-3.26,152.53,7.31
1,301012.SZ,301012,C扬电,电气设备,-3.34,97.82,7.89
2,301007.SZ,301007,德迈仕,汽车配件,1.55,48.7,7.64
3,301011.SZ,301011,华立科技,文教休闲,6.9,39.02,9.09
4,301010.SZ,301010,晶雪节能,其他建材,0.45,38.56,6.35
5,300998.SZ,300998,宁波方正,汽车配件,1.94,34.38,7.52
6,301002.SZ,301002,崧盛股份,电气设备,14.65,28.51,17.85
7,601528.SH,601528,N瑞丰,银行,10.01,26.99,19.41
8,300997.SZ,300997,欢乐家,软饮料,3.46,26.97,16.66
9,001208.SZ,001208,华菱线缆,电气设备,21.02,21.3,8.54
10,001207.SZ,001207,联科科技,化工原料,33.14,18.51,12.45
11,301009.SZ,301009,可靠股份,造纸,34.24,17.42,20.13
12,300996.SZ,300996,普联软件,软件服务,1.15,12.75,11.66
13,601665.SH,601665,齐鲁银行,银行,44.95,12.0,51.26
14,300984.SZ,300984,金沃股份,机械基件,0.33,9.63,5.78
15,603529.SH,603529,爱玛科技,摩托车,57.83,9.4,41.16
16,600905.SH,600905,三峡能源,新型电力,37.45,8.28,441.29
17,301006.SZ,301006,迈拓股份,电器仪表,-1.07,8.03,10.12
18,300339.SZ,300339,润和软件,软件服务,101.27,6.81,342.53
19,605499.SH,605499,东鹏饮料,软饮料,16.69,6.35,97.62
20,301008.SZ,301008,宏昌科技,电气设备,0.97,5.37,8.37
21,605319.SH,605319,无锡振华,汽车配件,1.16,4.34,9.62
22,603876.SH,603876,鼎胜新材,铝,37.32,4.3,132.91
23,300581.SZ,300581,晨曦航空,航空,49.75,4.17,121.44
24,605259.SH,605259,绿田机械,农用机械,-3.21,4.1,8.16
25,300608.SZ,300608,思特奇,软件服务,9.09,4.01,32.26
26,601156.SH,601156,东航物流,空运,-0.82,4.0,38.24
27,600032.SH,600032,浙江新能,新型电力,12.02,3.6,26.94
28,002772.SZ,002772,众兴菌业,种植业,90.66,3.53,39.83
29,000982.SZ,000982,中银绒业,纺织,36.92,3.4,113.79
30,300077.SZ,300077,国民技术,半导体,9.38,3.22,83.94
31,000009.SZ,000009,中国宝安,综合类,29.21,3.21,460.53
32,603098.SH,603098,森特股份,装修装饰,66.9,3.14,226.62
33,300663.SZ,300663,科蓝软件,软件服务,4.1,3.12,97.52
34,002346.SZ,002346,柘中股份,电气设备,3.9,3.11,71.47
35,600171.SH,600171,上海贝岭,半导体,36.96,3.08,213.76
36,603893.SH,603893,瑞芯微,半导体,16.39,3.07,282.62
37,300671.SZ,300671,富满电子,半导体,46.78,2.96,204.44
38,603595.SH,603595,东尼电子,元器件,56.23,2.9,46.3
39,603511.SH,603511,爱慕股份,服饰,-2.36,2.85,13.22
40,600771.SH,600771,广誉远,中成药,59.44,2.81,163.64
41,000422.SZ,000422,湖北宜化,农药化肥,17.33,2.78,76.58
42,003032.SZ,003032,传智教育,文教休闲,2.05,2.77,13.02
43,300220.SZ,300220,金运激光,元器件,7.69,2.73,28.02
44,603026.SH,603026,石大胜华,化工原料,34.06,2.7,295.89
45,600696.SH,600696,岩石股份,区域地产,24.54,2.7,142.25
46,300613.SZ,300613,富瀚微,半导体,33.55,2.67,161.99
47,300500.SZ,300500,启迪设计,建筑工程,58.01,2.66,29.61
48,300409.SZ,300409,道氏技术,陶瓷,50.47,2.64,73.67
49,002617.SZ,002617,露笑科技,电气设备,20.32,2.63,178.09
50,605117.SH,605117,德业股份,家用电器,47.74,2.59,53.97
51,301005.SZ,301005,超捷股份,汽车配件,4.62,2.55,7.03
52,600375.SH,600375,汉马科技,汽车整车,64.13,2.54,62.3
53,002326.SZ,002326,永太科技,化工原料,21.31,2.53,123.96
54,605080.SH,605080,浙江自然,纺织,20.71,2.53,15.04
55,300490.SZ,300490,华自科技,电气设备,59.87,2.52,42.95
56,300350.SZ,300350,华鹏飞,仓储物流,51.3,2.5,41.63
57,300458.SZ,300458,全志科技,元器件,38.25,2.45,211.34
58,000949.SZ,000949,新乡化纤,化纤,25.0,2.42,103.72
59,002767.SZ,002767,先锋电子,电器仪表,40.36,2.4,20.48
60,300345.SZ,300345,华民股份,钢加工,4.79,2.39,25.11
61,300811.SZ,300811,铂科新材,元器件,24.58,2.36,28.27
62,002516.SZ,002516,旷达科技,纺织,28.22,2.35,50.22
63,300708.SZ,300708,聚灿光电,半导体,46.86,2.33,64.55
64,300354.SZ,300354,东华测试,电器仪表,37.98,2.33,14.94
65,300218.SZ,300218,安利股份,塑料,57.45,2.32,32.01
66,300076.SZ,300076,GQY视讯,IT设备,10.91,2.31,25.66
67,002812.SZ,002812,恩捷股份,塑料,32.43,2.24,1369.46
68,002201.SZ,002201,九鼎新材,玻璃,12.82,2.24,74.75
69,300842.SZ,300842,帝科股份,半导体,40.21,2.22,46.61
70,605299.SH,605299,舒华体育,文教休闲,51.04,2.18,10.94
71,600238.SH,600238,海南椰岛,红黄酒,7.72,2.13,122.91
72,600704.SH,600704,物产中大,商贸代理,15.4,2.12,477.87
73,300706.SZ,300706,阿石创,元器件,45.29,2.1,24.69
74,300184.SZ,300184,力源信息,元器件,21.33,2.1,60.76
75,300158.SZ,300158,振东制药,化学制药,42.91,2.07,80.53
76,600203.SH,600203,福日电子,元器件,36.18,2.07,51.03
77,300604.SZ,300604,长川科技,专用机械,14.66,2.06,135.35
78,300456.SZ,300456,赛微电子,元器件,14.18,2.06,104.56
79,603650.SH,603650,彤程新材,化工原料,23.28,2.05,288.6
80,300035.SZ,300035,中科电气,电气设备,20.63,2.05,120.81
81,300484.SZ,300484,蓝海华腾,电气设备,22.47,2.03,22.94
82,000995.SZ,000995,皇台酒业,白酒,3.73,2.03,53.33
83,600460.SH,600460,士兰微,半导体,36.37,2.02,756.01
84,300806.SZ,300806,斯迪克,塑料,21.93,2.0,50.37
85,300727.SZ,300727,润禾材料,化工原料,34.18,1.99,38.73
86,002530.SZ,002530,金财互联,软件服务,26.06,1.97,66.55
87,300505.SZ,300505,川金诺,化工原料,20.59,1.96,16.19
88,300046.SZ,300046,台基股份,半导体,45.63,1.95,69.31
89,601117.SH,601117,中国化学,建筑工程,28.51,1.94,442.49
90,002459.SZ,002459,晶澳科技,电气设备,24.51,1.93,284.86
91,002371.SZ,002371,北方华创,半导体,17.63,1.92,1237.43
92,300656.SZ,300656,民德电子,IT设备,27.11,1.91,28.43
93,300614.SZ,300614,百川畅银,环境保护,6.15,1.9,22.33
94,300430.SZ,300430,诚益通,电器仪表,42.09,1.9,32.49
95,300390.SZ,300390,天华超净,元器件,17.16,1.9,191.54
96,300977.SZ,300977,深圳瑞捷,建筑工程,50.79,1.89,12.11
97,300598.SZ,300598,诚迈科技,软件服务,5.98,1.88,135.91
98,300079.SZ,300079,数码视讯,通信设备,20.06,1.88,109.18
99,300582.SZ,300582,英飞特,半导体,26.52,1.87,47.25
100,600963.SH,600963,岳阳林纸,造纸,25.03,1.86,204.2
101,300353.SZ,300353,东土科技,通信设备,28.66,1.85,38.18
102,600060.SH,600060,海信视像,家用电器,37.4,1.84,228.33
103,300319.SZ,300319,麦捷科技,元器件,7.13,1.83,75.19
104,300460.SZ,300460,惠伦晶体,元器件,33.04,1.83,56.54
105,002881.SZ,002881,美格智能,通信设备,5.0,1.81,30.94
106,300287.SZ,300287,飞利信,软件服务,3.67,1.8,65.56
107,300820.SZ,300820,英杰电气,电气设备,45.5,1.8,16.31
108,300266.SZ,300266,兴源环境,环境保护,11.2,1.8,64.57
109,300887.SZ,300887,谱尼测试,综合类,27.45,1.78,28.64
110,300475.SZ,300475,聚隆科技,专用机械,31.53,1.77,76.5
111,002594.SZ,002594,比亚迪,汽车整车,20.2,1.77,2906.58
112,300219.SZ,300219,鸿利智汇,元器件,19.77,1.77,84.05
113,601865.SH,601865,福莱特,玻璃,31.03,1.76,174.78
114,300827.SZ,300827,上能电气,电气设备,46.14,1.76,23.07
115,300746.SZ,300746,汉嘉设计,建筑工程,33.67,1.74,27.76
116,600110.SH,600110,诺德股份,电气设备,14.34,1.74,150.84
117,300057.SZ,300057,万顺新材,广告包装,29.8,1.73,32.99
118,603717.SH,603717,天域生态,环境保护,18.76,1.73,35.06
119,300098.SZ,300098,高新兴,通信设备,5.98,1.73,80.69
120,603659.SH,603659,璞泰来,化工原料,18.04,1.72,910.46
121,002895.SZ,002895,川恒股份,化工原料,22.95,1.71,69.48
122,002136.SZ,002136,安纳达,化工原料,8.13,1.7,31.07
123,300160.SZ,300160,秀强股份,玻璃,37.11,1.7,49.53
124,300393.SZ,300393,中来股份,塑料,19.33,1.7,66.91
125,600096.SH,600096,云天化,农药化肥,10.47,1.69,193.96
126,002892.SZ,002892,科力尔,电气设备,13.94,1.69,23.39
127,601126.SH,601126,四方股份,电气设备,29.08,1.68,73.27
128,300763.SZ,300763,锦浪科技,电气设备,27.8,1.68,172.67
129,603628.SH,603628,清源股份,电气设备,36.42,1.68,29.02
130,300233.SZ,300233,金城医药,化学制药,23.28,1.68,103.72
131,600992.SH,600992,贵绳股份,钢加工,14.78,1.68,21.79
132,002759.SZ,002759,天际股份,家用电器,18.46,1.67,133.92
133,002245.SZ,002245,蔚蓝锂芯,仓储物流,32.68,1.66,189.24
134,002169.SZ,002169,智光电气,电气设备,14.42,1.66,92.69
135,601919.SH,601919,中远海控,水运,19.31,1.66,2556.5
136,605369.SH,605369,拱东医疗,医疗保健,20.35,1.65,34.05
137,300036.SZ,300036,超图软件,软件服务,4.75,1.65,85.98
138,300305.SZ,300305,裕兴股份,塑料,34.91,1.64,33.26
139,002341.SZ,002341,新纶科技,化工原料,20.0,1.63,49.37
140,603306.SH,603306,华懋科技,汽车配件,19.69,1.63,113.87
141,300593.SZ,300593,新雷能,电气设备,23.17,1.62,83.26
142,300543.SZ,300543,朗科智能,电气设备,23.36,1.61,32.81
143,002198.SZ,002198,嘉应制药,中成药,18.73,1.61,46.64
144,300283.SZ,300283,温州宏丰,电气设备,28.2,1.61,20.37
145,603538.SH,603538,美诺华,化学制药,14.45,1.6,70.71
146,603196.SH,603196,日播时尚,服饰,3.62,1.59,21.31
147,601918.SH,601918,新集能源,煤炭开采,18.39,1.59,133.41
148,002585.SZ,002585,双星新材,塑料,5.44,1.59,166.99
149,300397.SZ,300397,天和防务,通信设备,2.63,1.58,62.02
150,002218.SZ,002218,拓日新能,电气设备,36.53,1.58,70.88
151,300264.SZ,300264,佳创视讯,通信设备,8.14,1.58,24.39
152,002957.SZ,002957,科瑞技术,专用机械,25.09,1.58,39.46
