,ts_code,symbol,name,industry,COL_LASTPRICE,COL_RECENT_LIMIT_COUNT_15,COL_RECENT_LIMIT_COUNT_3,COL_CONTINUOUS_LIMIT_COUNT,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,688585.SH,688585,N上纬,化工原料,16.35,1.0,1.0,56.0,6.38,,0.0
1,300896.SZ,300896,N爱美客,医疗保健,340.1,1.0,1.0,19.0,88.45,,0.0
2,688595.SH,688595,N芯海,半导体,62.81,1.0,1.0,17.0,12.78,,0.0
3,605358.SH,605358,立昂微,半导体,20.22,12.0,3.0,15.0,8.21,,0.0
4,003000.SZ,003000,华文食品,食品,17.15,10.0,2.0,13.0,6.86,,0.0
5,688013.SH,688013,N天臣,医疗保健,40.71,1.0,1.0,12.0,6.63,,0.0
6,605198.SH,605198,德利股份,软饮料,19.37,7.0,3.0,10.0,3.87,,0.0
7,605116.SH,605116,奥锐特,化学制药,19.43,6.0,3.0,9.0,7.97,,0.0
8,003006.SZ,003006,百亚股份,造纸,15.33,6.0,3.0,9.0,6.56,,0.0
9,003003.SZ,003003,天元股份,广告包装,19.91,5.0,2.0,8.0,8.8,,0.0
10,003005.SZ,003005,竞业达,软件服务,55.5,4.0,2.0,7.0,14.71,,0.0
11,300897.SZ,300897,N山科,电器仪表,58.48,1.0,1.0,7.0,9.94,,0.0
12,003007.SZ,003007,直真科技,软件服务,36.7,3.0,2.0,6.0,7.34,,0.0
13,003010.SZ,003010,若羽臣,互联网,24.08,2.0,2.0,5.0,7.33,,0.0
14,003009.SZ,003009,中天火箭,航空,20.49,2.0,2.0,5.0,7.96,,0.0
15,002998.SZ,002998,优彩资源,化纤,9.26,2.0,2.0,5.0,7.56,,0.0
16,603565.SH,603565,中谷物流,仓储物流,28.76,1.0,1.0,4.0,19.17,,0.0
17,605111.SH,605111,N新洁能,半导体,28.67,1.0,1.0,4.0,7.25,,0.0
18,605218.SH,605218,N伟时,元器件,15.8,1.0,1.0,4.0,8.41,,0.0
19,002931.SZ,002931,锋龙股份,汽车配件,21.16,3.0,2.0,3.0,9.18,桐庐浙富桐君股权投资基金合伙企业(有限合伙),1.0
20,300443.SZ,300443,金雷股份,专用机械,30.11,1.0,1.0,2.0,48.01,"中央汇金资产管理有限责任公司
天津达晨创世股权投资基金合伙企业(有限合伙)
全国社保基金四一三组合
中国农业银行股份有限公司-工银瑞信战略转型主题股票型证券投资基金
天津达晨盛世股权投资基金合伙企业(有限合伙)",5.0
21,300178.SZ,300178,腾邦国际,旅游服务,6.53,3.0,1.0,2.0,38.15,"建信基金-兴业银行-杭州民新万投投资合伙企业(有限合伙)
基本养老保险基金九零三组合
嘉实基金-农业银行-嘉实中证金融资产管理计划",3.0
22,300589.SZ,300589,江龙船艇,船舶,26.25,2.0,1.0,2.0,24.87,全国社保基金一零七组合,1.0
23,300711.SZ,300711,广哈通信,通信设备,16.4,1.0,1.0,2.0,10.71,,0.0
24,600303.SH,600303,曙光股份,汽车整车,4.61,2.0,2.0,2.0,31.15,长信基金-宁波银行-辽宁曙光汽车集团股份有限公司,1.0
25,300722.SZ,300722,新余国科,专用机械,47.4,4.0,1.0,2.0,17.25,"上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
中国建设银行股份有限公司-富国中证军工指数分级证券投资基金
中国国际金融香港资产管理有限公司-客户资金2
中国建设银行股份有限公司-国泰中证军工交易型开放式指数证券投资基金",4.0
