,ts_code,name,industry,COL_LASTPRICE,concept,circ_mv
0,601330.SH,绿色动力,环境保护,15.74,"固废处理, 环保, 垃圾分类, ",40.24亿
1,300023.SZ,宝德股份,专用机械,9.5,"油服, 页岩气, 工业自动化, 智能制造, 壳公司, 强势人气股, ",13.72亿
2,601038.SH,一拖股份,农用机械,11.87,"央企改革, 乡村振兴, 债转股-AMC, 农机, 垃圾分类, ",70.5亿
3,300090.SZ,盛运环保,环境保护,2.67,"固废处理, 环保, 低价股, 股权转让, 壳公司, 垃圾分类, ",30.49亿
4,603686.SH,龙马环卫,环境保护,23.0,"PPP, 环保, 垃圾分类, ",68.29亿
5,002945.SZ,华林证券,证券,21.45,"券商, ",57.91亿
6,300210.SZ,森远股份,专用机械,5.32,"雄安-建材, 3D打印, 智能制造, 雄安新区, 雄安-工程基建, 壳公司, 垃圾分类, ",21.29亿
7,300105.SZ,龙源技术,电器仪表,5.91,"电改, 央企改革, 大气治理, 环保, ",30.33亿
8,300032.SZ,金龙机电,元器件,4.0,"小米概念股, 智能制造, 共享经济, 机器人, 壳公司, ",31.57亿
9,600540.SH,新赛股份,种植业,6.74,"棉花, 新疆, 农垦, 新疆国企改革, 农业种植, 股权转让, ",31.74亿
10,002237.SZ,恒邦股份,黄金,16.37,"股权转让, 黄金, ",139.42亿
11,300663.SZ,科蓝软件,软件服务,35.66,"高送转-填权, 互联网金融, 移动支付, 举牌股, 区块链, 国产软件, 京东金融概念股, 独角兽, 蚂蚁金服概念股, 强势人气股, 无人银行, ",65.86亿
12,300167.SZ,迪威迅,通信设备,6.13,"智慧城市, 国资入股, 智慧安防, 壳公司, ",18.4亿
13,601200.SH,上海环境,环境保护,13.9,"固废处理, 环保, 上海国企改革, 污水处理, 垃圾分类, ",121.49亿
14,000862.SZ,银星能源,新型电力,7.52,"煤炭, 央企改革, 风电, 光伏, 宁夏, 强势人气股, ",37.7亿
15,601388.SH,怡球资源,铝,2.52,"有色-铝, 有色金属, 低价股, ",51.04亿
16,300022.SZ,吉峰科技,农用机械,5.62,"乡村振兴, 农机, 工业大麻, ",19.26亿
17,000035.SZ,中国天楹,环境保护,5.97,"固废处理, 环保, 资产重组, 垃圾分类, ",76.48亿
18,603383.SH,顶点软件,软件服务,87.4,"数字中国, 互联网金融, 国产软件, 知识产权, 强势人气股, ",50.71亿
19,600458.SH,时代新材,塑料,10.64,"OLED, 央企改革, 风电, 燃料电池, 高铁轨交, ",85.42亿
20,600547.SH,山东黄金,黄金,44.5,"MSCI, 债转股-AMC, 山东国企改革, 人民币贬值受益, 黄金, ",645.92亿
21,600501.SH,航天晨光,汽车配件,10.08,"央企改革, 军工研究所, 军工, 军民融合, 垃圾分类, ",42.47亿
22,000861.SZ,海印股份,房产服务,3.41,"供应链金融, 股权转让, 共享经济, ",67.37亿
23,300116.SZ,坚瑞沃能,电气设备,1.87,"储能, 锂电池, 燃料电池, 新能源汽车, 低价股, ",24.2亿
24,300768.SZ,迪普科技,软件服务,41.47,"次新股, 网络安全, 国产操作系统, ",16.59亿
25,300354.SZ,东华测试,电器仪表,12.79,"华为产业链, 大飞机, 智能仪表, ",9.65亿
26,000408.SZ,藏格控股,农药化肥,8.97,"有色-镁, 新进指数成份股, 社保重仓, 有色金属, 化肥, 高质押率, 锂电池, 新能源汽车, 有色-铜, 资产重组, ",40.06亿
27,300218.SZ,安利股份,塑料,8.29,"体育产业, ",17.93亿
28,600475.SH,华光股份,专用机械,11.73,"固废处理, 信托, 债转股-AMC, 环保, 地热, 垃圾分类, ",16.48亿
29,600365.SH,通葡股份,红黄药酒,5.57,"资产重组, ",22.28亿
30,002329.SZ,皇氏集团,乳制品,4.95,"二胎, 教育, 食品, 乳业（奶粉）, 万达系, 广西, 影视, 知识产权, 动漫, ",25.74亿
31,600217.SH,中再资环,环境保护,7.38,"固废处理, 环保, 污水处理, 资产重组, 垃圾分类, ",97.34亿
32,000680.SZ,山推股份,工程机械,4.46,"一带一路, 机械, 山东国企改革, 垃圾分类, ",47.14亿
33,300460.SZ,惠伦晶体,元器件,11.0,"被动元件, 股权转让, 智慧安防, ",18.51亿
34,002155.SZ,湖南黄金,黄金,10.94,"有色-锑, 有色金属, 湖南国企改革, 有色-钨, 黄金, ",131.49亿
35,300033.SZ,同花顺,软件服务,102.95,"高价股, MSCI, 创业板人气股, 互联网金融, 大数据, 人工智能, 国产软件, 彩票, ",272.1亿
36,300190.SZ,维尔利,环境保护,7.94,"固废处理, 回购, 业绩预增, 环保, 污水处理, 垃圾分类, ",56.71亿
37,000622.SZ,恒立实业,汽车配件,6.09,"汽车零部件, 壳公司, 强势人气股, ",25.9亿
38,000826.SZ,启迪桑德,环境保护,12.52,"MSCI, 固废处理, 雄安-园林环保, 定增破发, 锂电池, PPP, 环保, 雄安新区, 新能源汽车, 高校系, 垃圾分类, ",148.44亿
39,000967.SZ,盈峰环境,环境保护,7.79,"固废处理, 核电, 回购, 特色小镇, 高质押率, 环保, 污水处理, 资产重组, 垃圾分类, ",89.38亿
40,600759.SH,洲际油气,石油开采,4.0,"油服, 油气改革, 石油化工, 海南自由贸易港, 燃料电池, 互联网金融, 自贸区, 自由贸易港, 资产重组, 海南, ",90.33亿
41,600212.SH,江泉实业,综合类,4.51,"壳公司, ",23.08亿
42,600146.SH,商赢环球,服饰,14.97,"纺织服装, 高质押率, 互联网金融, 区块链, 跨境电商, 宁夏, 强势人气股, ",29.94亿
43,002034.SZ,旺能环境,环境保护,18.14,"固废处理, 环保, ",46.99亿
44,603817.SH,海峡环保,环境保护,7.75,"PPP, 环保, 污水处理, ",13.95亿
