,ts_code,symbol,name,industry,COL_HISTORY_BREAK,COL_LIMIT_COUNT,COL_LAST_CHG,COL_MIN_MAX_GAP,COL_RANK_SCORE,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,300972.SZ,300972,C万辰,种植业,True,1.0,-9.1941,10.12505042355789,27.623961195219113,8.58,,0.0
1,300976.SZ,300976,C达瑞,元器件,True,1.0,-12.7013,14.549241297232962,2.577453987730062,25.71,,0.0
2,300302.SZ,300302,同有科技,软件服务,True,1.0,19.9129,36.21755253399257,0.5498135187713313,35.02,"中国工商银行股份有限公司-嘉实主题新动力混合型证券投资基金
中国银行股份有限公司-嘉实逆向策略股票型证券投资基金",2.0
3,002036.SZ,002036,联创电子,元器件,True,1.0,-6.7826,18.4346035015448,0.5450510502793297,95.76,香港中央结算有限公司(陆股通),1.0
4,601238.SH,601238,广汽集团,汽车整车,True,1.0,-5.524,20.568070519098924,0.4866231857142857,792.25,"香港中央结算有限公司(陆股通)
招商银行股份有限公司-兴全合润分级混合型证券投资基金",2.0
5,605086.SH,605086,龙高股份,矿物制品,True,3.0,10.0147,21.00431965442764,0.47679240102827775,7.89,,0.0
6,000158.SZ,000158,常山北明,纺织,True,1.0,9.9251,21.78423236514522,0.4556093523809526,86.7,"香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金",2.0
7,300973.SZ,300973,C立高,食品,True,1.0,0.1802,7.961165048543695,0.4391945121951217,40.14,,0.0
8,002273.SZ,002273,水晶光电,元器件,True,1.0,0.7968,22.815533980582515,0.43791217021276607,143.97,"香港中央结算有限公司(陆股通)
中国邮政储蓄银行股份有限公司-中欧中小盘股票型证券投资基金(LOF)
中央汇金资产管理有限责任公司
中国工商银行股份有限公司-中欧创新成长灵活配置混合型证券投资基金
全国社保基金一一零组合
中国银行股份有限公司-华夏中证5G通信主题交易型开放式指数证券投资基金",6.0
9,002664.SZ,002664,长鹰信质,汽车配件,True,1.0,3.9858,25.085616438356162,0.3995716040955632,55.03,"童虎(北京)基金管理有限公司-童虎-私募学院菁英8号基金
招商银行股份有限公司-景顺长城成长领航混合型证券投资基金
上海迎水投资管理有限公司-迎水龙凤呈祥24号私募证券投资基金",3.0
10,601579.SH,601579,会稽山,红黄酒,True,1.0,-0.0882,25.581395348837212,0.3863628181818181,58.69,"浙商金汇信托股份有限公司-浙金·汇利36号证券投资集合资金信托计划
上海大丰资产管理有限公司",2.0
11,603898.SH,603898,好莱客,家居用品,True,0.0,1.6826,18.033854166666675,0.3752109747292417,56.56,"中国建设银行股份有限公司-中欧创业板两年定期开放混合型证券投资基金
招商银行股份有限公司-中欧嘉和三年持有期混合型证券投资基金
建投拓安(安徽)股权投资管理有限公司-中德制造业(安徽)投资基金(有限合伙)
中国建设银行股份有限公司-中欧养老产业混合型证券投资基金",4.0
12,300219.SZ,300219,鸿利智汇,元器件,True,0.0,0.0951,20.342857142857127,0.36115379213483173,65.41,,0.0
13,603390.SH,603390,通达电气,汽车配件,True,2.0,-5.8874,28.7912087912088,0.34895721374045796,13.82,,0.0
14,002229.SZ,002229,鸿博股份,广告包装,True,1.0,-2.1127,29.09090909090908,0.3464140625000002,34.53,,0.0
15,002590.SZ,002590,万安科技,汽车配件,True,1.0,-2.4328,30.6020066889632,0.3267759562841531,32.07,宁波梅山保税港区智石资产管理有限公司-智石私募证券投资基金,1.0
16,300691.SZ,300691,联合光电,元器件,True,0.0,-4.6647,26.102941176470583,0.32076078873239444,23.91,"君联和盛(上海)股权投资基金合伙企业(有限合伙)
安信证券资管-谢晋国-安信资管创赢3号单一资产管理计划",2.0
17,002063.SZ,002063,远光软件,软件服务,True,1.0,9.9656,31.147540983606547,0.3199482105263159,93.21,"香港中央结算有限公司(陆股通)
全国社保基金六零四组合
中央汇金资产管理有限责任公司",3.0
18,603197.SH,603197,保隆科技,汽车配件,True,0.0,-5.6043,29.571303587051624,0.31445688461538457,45.08,"招商银行股份有限公司-景顺长城成长领航混合型证券投资基金
中国银行股份有限公司-景顺长城优选混合型证券投资基金
中国建设银行股份有限公司-景顺长城环保优势股票型证券投资基金",3.0
19,002435.SZ,002435,长江健康,化学制药,True,1.0,9.9174,31.68316831683169,0.31301793749999995,70.18,"西藏信托有限公司-西藏信托-莱沃50号集合资金信托计划
华安资产管理(香港)有限公司-客户资金专户1号(交易所)",2.0
20,300472.SZ,300472,新元科技,专用机械,True,0.0,8.7087,28.066037735849036,0.31029317647058846,19.55,"鹏华资产-浦发银行-鹏华资产乐善2号资产管理计划
四川信托有限公司-睿进5号证券投资集合资金信托计划",2.0
21,300098.SZ,300098,高新兴,通信设备,True,1.0,-1.25,64.94845360824742,0.30793650793650795,59.31,"香港中央结算有限公司(陆股通)
深圳招银电信股权投资基金管理有限公司-深圳招银电信新趋势股权投资基金合伙企业(有限合伙)
中国银行股份有限公司-华夏中证5G通信主题交易型开放式指数证券投资基金",3.0
22,600178.SH,600178,东安动力,汽车配件,True,1.0,10.0275,32.835820895522374,0.30538295454545467,35.53,"中国建设银行-华夏红利混合型开放式证券投资基金
广东泓骐私募证券投资基金管理有限公司-泓骐稳进1号私募证券投资基金",2.0
23,300339.SZ,300339,润和软件,软件服务,True,1.0,-4.5078,37.24747474747474,0.30533613559322037,77.19,"南京国资混改基金有限公司
服务贸易创新发展引导基金(有限合伙)
香港中央结算有限公司(陆股通)",3.0
24,601279.SH,601279,英利汽车,汽车配件,True,4.0,9.9723,33.22147651006713,0.3028462626262625,6.53,,0.0
25,002852.SZ,002852,道道全,食品,True,1.0,10.0353,33.30479452054795,0.30131697686375314,31.69,,0.0
26,002111.SZ,002111,威海广泰,航空,True,0.0,8.8764,29.63210702341137,0.299553453724605,63.98,"广发证券股份有限公司-中庚小盘价值股票型证券投资基金
中信期货-光大信托·浦汇集合资金信托计划-中信期货价值精粹1号单一资产管理计划",2.0
27,300910.SZ,300910,瑞丰新材,化工原料,True,1.0,10.9846,37.65499921519384,0.2917169095456441,31.34,,0.0
28,601512.SH,601512,中新集团,园区开发,True,0.0,3.3195,11.534154535274377,0.2877974271844655,79.5,"香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金",2.0
29,603825.SH,603825,华扬联众,互联网,True,1.0,-2.5583,35.83011583011584,0.27927065732758616,39.17,"东方富海(芜湖)股权投资基金(有限合伙)
东方富海(芜湖)二号股权投资基金(有限合伙)",2.0
30,002758.SZ,002758,浙农股份,医药商业,True,0.0,2.0408,7.317073170731714,0.27890933333333306,21.49,浙江大熊投资管理有限公司-伽利略壹号私募投资基金,1.0
31,603009.SH,603009,北特科技,汽车配件,True,0.0,-0.3425,15.643564356435636,0.2739593037974685,18.21,"宁波梅山保税港区凌顶投资管理有限公司-凌顶出奇一号私募证券投资基金
富诚海富资管-海通证券-证券行业支持民企发展系列之富诚海富通海富五号集合资产管理计划",2.0
32,603466.SH,603466,风语筑,文教休闲,True,0.0,1.4654,20.19989479221462,0.27373904947916666,68.79,"中国光大银行股份有限公司-汇安多因子混合型证券投资基金
香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-富国文体健康股票型证券投资基金",3.0
33,300656.SZ,300656,民德电子,IT设备,True,0.0,-5.2595,28.85996409335727,0.27204469051321933,19.4,,0.0
34,600149.SH,600149,廊坊发展,综合类,True,1.0,10.0791,38.21339950372209,0.26375826623376625,23.3,,0.0
35,603955.SH,603955,大千生态,环境保护,True,1.0,4.8701,37.916310845431234,0.2637387387387389,20.11,南京红枫资产管理中心(有限合伙),1.0
36,603348.SH,603348,文灿股份,汽车配件,True,1.0,-1.1947,38.289601554907705,0.2614704670050759,28.16,"中国农业银行股份有限公司-光大保德信行业轮动混合型证券投资基金
中国农业银行股份有限公司-工银瑞信战略转型主题股票型证券投资基金",2.0
