,ts_code,name,industry,COL_LASTPRICE,COL_DAILY_AGGRESSIVE_ACCUMULATION,COL_FLOAT_HOLDERS
0,000700.SZ,模塑科技,汽车配件,12.29,50.02,
1,300336.SZ,新文化,影视音像,7.63,40.04,
2,002074.SZ,国轩高科,电气设备,24.95,37.97,"全国社保基金一一八组合
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
3,603005.SH,晶方科技,半导体,80.9,33.04,"国家集成电路产业投资基金股份有限公司
中央汇金资产管理有限责任公司"
4,688012.SH,中微公司,专用机械,183.38,32.41,"深圳德威资本投资管理有限公司-德威资本优盛私募基金
中国银行股份有限公司-宝盈核心优势灵活配置混合型证券投资基金
民生通惠资产-工商银行-民生通惠通汇4号资产管理产品
中国工商银行股份有限公司-诺安新经济股票型证券投资基金"
5,300603.SZ,立昂技术,通信设备,31.91,30.0,
6,000818.SZ,航锦科技,化工原料,28.4,27.27,"国民信托有限公司-国民信托四方5号证券投资集合资金信托计划
香港中央结算有限公司(陆股通)"
7,603283.SH,赛腾股份,专用机械,44.81,25.86,
8,300502.SZ,新易盛,通信设备,51.9,25.46,"中国农业银行股份有限公司-银华内需精选混合型证券投资基金
中国工商银行股份有限公司-财通成长优选混合型证券投资基金
中国工商银行股份有限公司-财通价值动量混合型证券投资基金
建信信托有限责任公司-建信信托-金源家族信托单一信托2号"
9,603069.SH,海汽集团,公路,13.6,24.11,全国社会保障基金理事会转持二户
10,002605.SZ,姚记科技,文教休闲,38.2,20.0,全国社保基金六零四组合
11,603825.SH,华扬联众,互联网,27.02,20.0,"东方富海(芜湖)股权投资基金(有限合伙)
东方富海(芜湖)二号股权投资基金(有限合伙)
上海通怡投资管理有限公司-通怡金牛2号私募证券投资基金"
12,300460.SZ,惠伦晶体,元器件,22.53,20.0,中央汇金资产管理有限责任公司
13,002156.SZ,通富微电,半导体,24.68,19.98,"国家集成电路产业投资基金股份有限公司
南通招商江海产业发展基金合伙企业(有限合伙)
香港中央结算有限公司(陆股通)
上海浦东发展银行股份有限公司-广发小盘成长混合型证券投资基金(LOF)
全国社保基金一一四组合"
14,300397.SZ,天和防务,通信设备,40.89,19.2,
15,688018.SH,乐鑫科技,半导体,223.89,18.75,"中国工商银行股份有限公司-广发轮动配置混合型证券投资基金
中国农业银行股份有限公司-广发科创主题3年封闭运作灵活配置混合型证券投资基金"
16,300448.SZ,浩云科技,软件服务,12.57,18.43,"长信基金-浦发银行-云南国际信托-云信智兴2017-2013号单一资金信托
中央汇金资产管理有限责任公司"
17,603208.SH,江山欧派,家居用品,67.07,17.8,"交通银行股份有限公司-农银汇理行业成长混合型证券投资基金
中国工商银行股份有限公司-中欧潜力价值灵活配置混合型证券投资基金
中国工商银行股份有限公司-汇添富民营活力混合型证券投资基金
中国建设银行-华夏红利混合型开放式证券投资基金
中国农业银行股份有限公司-汇添富逆向投资混合型证券投资基金
紫金信托有限责任公司
中国建设银行股份有限公司-融通新能源灵活配置混合型证券投资基金
中国工商银行-融通蓝筹成长证券投资基金
中国银行股份有限公司-东方红睿华沪港深灵活配置混合型证券投资基金(LOF)"
18,300731.SZ,科创新源,橡胶,35.52,17.55,"中国建设银行股份有限公司-南方信息创新混合型证券投资基金
中国建设银行股份有限公司-南方信息创新混合型证券投资基金"
19,603608.SH,天创时尚,服饰,10.3,17.43,
20,300750.SZ,宁德时代,电气设备,130.57,17.06,"上海尚颀投资管理合伙企业(有限合伙)-常州颀德股权投资基金中心(有限合伙)
先进制造产业投资基金(有限合伙)"
21,603158.SH,腾龙股份,汽车配件,21.44,16.94,中国建设银行-华富竞争力优选混合型证券投资基金
22,300433.SZ,蓝思科技,元器件,20.68,16.87,"香港蓝思-中信证券-19蓝思EB担保及信托财产专户
香港中央结算有限公司(陆股通)
兴业银行股份有限公司-兴全趋势投资混合型证券投资基金
中国工商银行股份有限公司-易方达创业板交易型开放式指数证券投资基金
华润深国投信托有限公司-锐进2期展博投资集合资金信托计划
中央汇金资产管理有限责任公司"
23,002409.SZ,雅克科技,化工原料,33.38,16.7,"华泰瑞联基金管理有限公司-江苏华泰瑞联并购基金(有限合伙)
农银无锡股权投资基金企业(有限合伙)"
24,603688.SH,石英股份,矿物制品,23.2,15.91,"中国工商银行股份有限公司-嘉实周期优选混合型证券投资基金
上海趣时资产管理有限公司-趣时分红增长1号证券投资基金
广发银行股份有限公司-国泰聚信价值优势灵活配置混合型证券投资基金
招商银行股份有限公司-中银稳健双利债券型证券投资基金"
25,300256.SZ,星星科技,元器件,7.11,15.85,中央汇金资产管理有限责任公司
26,600745.SH,闻泰科技,通信设备,125.0,15.78,全国社保基金一零一组合
27,603986.SH,兆易创新,半导体,283.0,15.78,"国家集成电路产业投资基金股份有限公司
陕西省国际信托股份有限公司-陕国投·财富28号单一资金信托
香港中央结算有限公司(陆股通)
全国社保基金四零一组合
中国工商银行股份有限公司-华安媒体互联网混合型证券投资基金"
28,300703.SZ,创源文化,文教休闲,13.31,15.67,
29,600327.SH,大东方,汽车服务,4.38,15.64,"全国社保基金五零三组合
上海国际集团资产管理有限公司"
30,002837.SZ,英维克,专用机械,28.88,15.38,"中国建设银行股份有限公司-信达澳银新能源产业股票型证券投资基金
统一证券投资信托股份有限公司-统一强汉基金
中国工商银行股份有限公司-泓德远见回报混合型证券投资基金
广州农村商业银行股份有限公司-金鹰信息产业股票型证券投资基金"
31,002635.SZ,安洁科技,IT设备,24.6,15.35,"泰达宏利基金-浦发银行-粤财信托-粤财信托·浦发绚丽5号结构化集合资金信托计划
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)"
32,300088.SZ,长信科技,元器件,12.67,15.33,"香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-易方达创业板交易型开放式指数证券投资基金
鹏华资产管理-浦发银行-鹏华资产大拇指泰然1号资产管理计划
中央汇金资产管理有限责任公司
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
33,300785.SZ,值得买,互联网,160.23,15.19,"中国工商银行股份有限公司-富国创新科技混合型证券投资基金
全国社保基金六零二组合
中国建设银行股份有限公司-融通互联网传媒灵活配置混合型证券投资基金"
34,300496.SZ,中科创达,软件服务,58.1,15.01,"全国社保基金一一零组合
香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-易方达新兴成长灵活配置混合型证券投资基金
中国工商银行股份有限公司-易方达创业板交易型开放式指数证券投资基金
全国社保基金六零一组合"
35,300223.SZ,北京君正,半导体,101.78,15.01,"中央汇金资产管理有限责任公司
中国工商银行股份有限公司-诺安成长混合型证券投资基金
全国社保基金六零二组合"
36,300001.SZ,特锐德,电气设备,25.03,14.03,"德锐投资-银河证券-19德锐EB可交换债券担保及信托专户
全国社保基金四零三组合"
37,603596.SH,伯特利,汽车配件,28.72,13.62,"安徽高新同华创业投资基金(有限合伙)
安徽高新金通安益二期创业投资基金(有限合伙)
安徽高新毅达皖江产业发展创业投资基金(有限合伙)"
38,300655.SZ,晶瑞股份,化工原料,39.27,12.07,上海聚源聚芯集成电路产业股权投资基金中心(有限合伙)
39,300558.SZ,贝达药业,化学制药,73.29,12.03,"香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-博时精选混合型证券投资基金
中国工商银行股份有限公司-易方达创业板交易型开放式指数证券投资基金
中国建设银行股份有限公司-农银汇理医疗保健主题股票型证券投资基金
上海高毅资产管理合伙企业(有限合伙)-高毅庆瑞6号瑞行基金
全国社保基金四零四组合"
40,300416.SZ,苏试试验,电器仪表,37.41,11.87,"中国工商银行股份有限公司-泓德远见回报混合型证券投资基金
江苏省现代服务业发展创业投资基金(有限合伙)
中央汇金资产管理有限责任公司
招商银行股份有限公司-泓德三年封闭运作丰泽混合型证券投资基金"
41,002705.SZ,新宝股份,家用电器,21.04,11.65,"招商银行股份有限公司-鹏华新兴产业混合型证券投资基金
全国社保基金四零四组合
泰达宏利基金-浦发银行-粤财信托-粤财信托·浦发绚丽5号结构化集合资金信托计划
鹏华基金-建设银行-中国人寿-中国人寿委托鹏华基金公司混合型组合
中央汇金资产管理有限责任公司
基本养老保险基金一二零三组合
中国银行股份有限公司-华夏经济转型股票型证券投资基金
香港中央结算有限公司(陆股通)"
42,300548.SZ,博创科技,元器件,77.4,11.5,"中国工商银行股份有限公司-广发双擎升级混合型证券投资基金
上海浦东发展银行股份有限公司-广发小盘成长混合型证券投资基金(LOF)
中国工商银行股份有限公司-广发创新升级灵活配置混合型证券投资基金
上海韫然投资管理有限公司-新兴成长五期私募证券投资基金"
43,300346.SZ,南大光电,元器件,22.07,11.15,"上海睿扬投资管理有限公司-睿扬专享3号私募证券投资基金
上海朴道瑞富投资管理中心(有限合伙)-朴道二期基金"
44,300457.SZ,赢合科技,专用机械,39.35,11.05,"中意资产-招商银行-中意资产-招商银行-定增精选6号资产管理产品
财通基金-招商银行-财通基金-国协一期基金1号资产管理计划
全国社保基金一零四组合
财通基金-工商银行-投乐定增18号资产管理计划
上海浦东发展银行股份有限公司-广发小盘成长混合型证券投资基金(LOF)"
45,002241.SZ,歌尔股份,元器件,23.61,10.92,"香港中央结算有限公司(陆股通)
中国对外经济贸易信托有限公司-淡水泉精选1期
挪威中央银行-自有资金
中央汇金资产管理有限责任公司
中国工商银行股份有限公司-华安媒体互联网混合型证券投资基金
全国社保基金一一六组合
香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-华安媒体互联网混合型证券投资基金
中国对外经济贸易信托有限公司-淡水泉精选1期
挪威中央银行-自有资金
中央汇金资产管理有限责任公司
全国社保基金一一六组合"
46,002555.SZ,三七互娱,互联网,32.41,10.57,"香港中央结算有限公司(陆股通)
上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金
汇添富基金-宁波银行-珠海融玺股权投资合伙企业(有限合伙)
汇添富基金-宁波银行-汇添富-顺荣三七定增计划2号资产管理计划
汇添富基金-宁波银行-汇添富-顺荣三七定增计划1号资产管理计划"
47,300207.SZ,欣旺达,元器件,24.3,10.56,"北信瑞丰基金-招商银行-北信瑞丰基金丰悦45号资产管理计划
上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金
北信瑞丰基金-招商银行-北信瑞丰基金-爱奇新能源资产管理计划
广发基金管理有限公司-社保基金四二零组合
招商银行股份有限公司-光大保德信优势配置混合型证券投资基金
中国工商银行股份有限公司-易方达创业板交易型开放式指数证券投资基金
陕西省国际信托股份有限公司-陕国投·欣旺达员工持股集合资金信托计划"
48,600186.SH,*ST莲花,食品,2.76,10.24,
49,000955.SZ,欣龙控股,纺织,7.31,10.07,财达证券-招商银行-证券行业支持民企发展系列之财达证券1号集合资产管理计划
50,002320.SZ,海峡股份,水运,14.45,10.04,香港中央结算有限公司(陆股通)
51,603839.SH,安正时尚,服饰,14.96,10.03,"中国工商银行股份有限公司-融通中国风1号灵活配置混合型证券投资基金
广发证券股份有限公司-中庚小盘价值股票型证券投资基金
交通银行股份有限公司-长信量化先锋混合型证券投资基金
平安银行股份有限公司-中庚价值灵动灵活配置混合型证券投资基金
易方达资产-广发银行-易方达资产多策略1号资产管理计划
华泰证券股份有限公司-中庚价值领航混合型证券投资基金"
52,603022.SH,新通联,广告包装,15.03,10.03,
53,002709.SZ,天赐材料,化工原料,25.15,10.02,"中国工商银行股份有限公司-华安媒体互联网混合型证券投资基金
全国社保基金一一八组合
中国农业银行股份有限公司-华安智能生活混合型证券投资基金
中央汇金资产管理有限责任公司"
54,603378.SH,亚士创能,染料涂料,24.63,10.02,辽宁海通新能源低碳产业股权投资基金有限公司
55,601066.SH,中信建投,证券,33.9,10.02,"香港中央结算有限公司(陆股通)
领航投资澳洲有限公司-领航新兴市场股指基金(交易所)
四川信托有限公司-四川信托-价值成长2号证券投资单一资金信托
中国建设银行股份有限公司-国泰中证全指证券公司交易型开放式指数证券投资基金"
56,300623.SZ,捷捷微电,半导体,39.93,10.01,"中国建设银行股份有限公司-摩根士丹利华鑫卓越成长混合型证券投资基金
中国建设银行股份有限公司-信达澳银新能源产业股票型证券投资基金
中国银行股份有限公司-国泰CES半导体行业交易型开放式指数证券投资基金"
57,300465.SZ,高伟达,软件服务,13.87,10.01,"中央汇金资产管理有限责任公司
桐乡琛宝投资管理有限公司-琛宝创玺四号私募证券投资基金"
58,603888.SH,新华网,互联网,27.85,10.0,"鹏华资产-浦发银行-鹏华资产金润24号资产管理计划
全国社保基金四一三组合
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)"
59,603232.SH,格尔软件,软件服务,41.05,10.0,"中国建设银行股份有限公司-交银施罗德阿尔法核心混合型证券投资基金
中国工商银行股份有限公司-交银施罗德持续成长主题混合型证券投资基金
中国工商银行股份有限公司-交银施罗德优势行业灵活配置混合型证券投资基金
中国工商银行股份有限公司-中欧时代先锋股票型发起式证券投资基金
中国建设银行股份有限公司-南方科技创新混合型证券投资基金"
