code,name,outstanding,p_change_range,normalizing_std,p_change_till_now,normalizing_std_till_now,stop_mark
002411,延安必康,3.12,-44.195,0.222,0.0,0.0,
002485,希努尔,5.44,-40.961,0.315,0.0,0.0,
600131,岷江水电,4.08,-40.476,0.211,0.0,0.0,
002502,骅威文化,6.21,-40.154,0.203,0.0,0.0,
002512,达华智能,6.93,-36.225,0.186,0.0,0.0,
000666,经纬纺机,4.74,-34.957,0.089,0.0,0.0,
002193,如意集团,2.3,-29.706,0.14,0.0,0.0,
002459,天业通联,3.87,-28.292,0.088,0.0,0.0,
002147,新光圆成,5.37,-25.216,0.074,0.0,0.0,
002301,齐心集团,6.4,-24.608,0.102,0.0,0.0,
600462,九有股份,5.34,-24.494,0.108,0.0,0.0,
002931,锋龙股份,0.22,-23.047,0.101,0.0,0.0,
002258,利尔化学,5.23,-20.626,0.087,0.0,0.0,
002098,浔兴股份,3.1,-19.921,0.092,0.0,0.0,
000669,金鸿控股,6.7,-19.242,0.084,0.0,0.0,
002353,杰瑞股份,6.73,-18.967,0.073,0.0,0.0,
000852,石化机械,5.98,-18.576,0.087,0.0,0.0,
600796,钱江生化,3.01,-17.593,0.089,0.0,0.0,
002110,三钢闽光,9.91,-16.822,0.075,0.0,0.0,
600290,华仪电气,5.27,-16.651,0.097,0.0,0.0,
002359,北讯集团,7.08,-16.593,0.06,0.0,0.0,
600689,上海三毛,1.52,-16.511,0.082,0.0,0.0,
002795,永和智控,0.64,-16.035,0.07,0.0,0.0,
002692,睿康股份,7.15,-15.91,0.081,0.0,0.0,
002940,昂利康,0.23,-15.76,0.086,0.0,0.0,
