,ts_code,name,industry,COL_LASTPRICE,concept,circ_mv
0,300748.SZ,金力永磁,元器件,59.7,"稀土磁材, ",24.84亿
1,603739.SH,蔚蓝生物,农业综合,38.87,"动物保健, 燃料乙醇, ",15.03亿
2,300330.SZ,华虹计通,软件服务,13.07,"物联网, 移动支付, 无人商店, 智慧城市, 高铁轨交, ",21.92亿
3,600463.SH,空港股份,园区开发,11.14,"机场, 北京城市规划, 军工, 军民融合, 房地产, 雄安新区, 雄安-工程基建, 京津冀, 科创板概念股, ",33.42亿
4,002725.SZ,跃岭股份,汽车配件,12.6,"5G, 汽车零部件, 半导体, 独角兽, ",22.25亿
5,603701.SH,德宏股份,汽车配件,20.44,"汽车零部件, 稀土磁材, ",29.23亿
6,002902.SZ,铭普光磁,元器件,32.64,"5G, 光通信, 华为产业链, 高送转, ",23.59亿
7,000586.SZ,汇源通信,通信设备,14.59,"5G, 光通信, 举牌股, 智慧安防, 壳公司, ",28.22亿
8,002503.SZ,搜于特,服饰,3.38,"教育, 回购, 纺织服装, 低价股, 股权转让, 科创板概念股, ",67.42亿
9,002199.SZ,东晶电子,元器件,16.6,"被动元件, 电竞, 复牌股, 游戏, 壳公司, ",40.41亿
10,603220.SH,贝通信,通信设备,32.95,"5G, 强势人气股, ",27.82亿
11,300290.SZ,荣科科技,软件服务,12.66,"兜底式增持, 大数据, 云计算, 高送转, 互联网医疗, 智慧城市, 国产软件, 股权转让, 医疗信息化, 独角兽, ",40.76亿
12,601068.SH,中铝国际,建筑施工,7.41,"央企改革, 大基建, PPP, ",21.93亿
13,300095.SZ,华伍股份,机械基件,7.02,"大飞机, 风电, 军工, 军民融合, 股权转让, 高铁轨交, 国资入股, 壳公司, ",19.33亿
14,600617.SH,国新能源,供气供热,6.5,"油气改革, 天然气, 山西国企改革, 雄安-公共服务, 雄安新区, ",63.37亿
15,002428.SZ,云南锗业,小金属,8.46,"有色金属, 光伏, LED, ",54.51亿
16,600198.SH,大唐电信,通信设备,15.53,"5G, 阿里巴巴概念股, 国家队重仓, 央企改革, 物联网, 无人驾驶, 移动支付, 半导体, 智慧城市, 电竞, 国产芯片, 资产重组, ST摘帽, 人脸识别, ",136.74亿
17,603727.SH,博迈科,石油开采,18.65,"油服, 海工装备, 回购, 页岩气, 天然气, ",17.69亿
18,603068.SH,博通集成,半导体,57.0,"次新股, 半导体, 国产芯片, ",19.77亿
19,300671.SZ,富满电子,半导体,29.85,"半导体, 国产芯片, LED, ",10.59亿
20,002842.SZ,翔鹭钨业,小金属,23.44,"社保重仓, 有色金属, 业绩预增, 有色-钨, 高送转, ",16.84亿
21,002828.SZ,贝肯能源,石油开采,14.25,"油服, 油气改革, 可燃冰, 页岩气, 天然气, 新疆, ",14.09亿
22,600206.SH,有研新材,半导体,12.26,"OLED, 央企改革, 业绩预增, 稀土磁材, 雄安-建材, 雄安新区, 半导体, LED, 科创板概念股, ",102.83亿
23,603619.SH,中曼石油,石油开采,18.4,"油服, 海工装备, 油气改革, 可燃冰, 天然气, ",26.37亿
24,002943.SZ,宇晶股份,机床制造,36.4,"工业自动化, 智能制造, ",9.1亿
25,600523.SH,贵航股份,汽车配件,14.93,"央企改革, 军工研究所, 大飞机, 军工, 汽车零部件, ",60.32亿
26,603105.SH,芯能科技,电气设备,13.45,"光伏, ",11.84亿
27,300674.SZ,宇信科技,软件服务,35.05,"密集调研, 互联网金融, 云计算, 创投, ",14.02亿
28,002866.SZ,传艺科技,电脑设备,13.81,"PCB板, ",11.13亿
29,300331.SZ,苏大维格,元器件,19.5,"3D打印, 智能制造, 半导体, VR&AR, ",25.95亿
30,000970.SZ,中科三环,元器件,12.95,"特斯拉, 超级高铁, 中科院系, 稀土磁材, ",137.94亿
31,000876.SZ,新希望,饲料,20.6,"MSCI, 东盟博览会, 金改, 社保重仓, 饲料, 养猪, 独角兽, 蚂蚁金服概念股, ",865.85亿
32,300526.SZ,中潜股份,专用机械,16.04,"纺织服装, 智能制造, 机器人, 体育产业, ",9.64亿
33,603650.SH,彤程新材,化工原料,23.89,"新进指数成份股, 石墨烯, 橡胶, ",14.05亿
34,002436.SZ,兴森科技,元器件,6.44,"PCB板, 华为产业链, 互联网金融, 半导体, 国资入股, ",81.26亿
35,300260.SZ,新莱应材,机械基件,13.37,,16.97亿
36,002161.SZ,远望谷,通信设备,8.47,"回购, 物联网, 智慧物流, 智能制造, 移动支付, 无人商店, 智慧城市, 高铁轨交, 资产重组, 创投, 电子车牌, ",58.77亿
37,000758.SZ,中色股份,铅锌,6.13,"有色-铝, 有色-锌, 东盟博览会, 央企改革, 有色金属, 大基建, 稀土磁材, ",120.71亿
38,300427.SZ,红相股份,电气设备,18.15,"电改, 业绩预增, 军工, 军民融合, 区块链, 股权转让, ",44.74亿
39,002378.SZ,章源钨业,小金属,7.43,"有色金属, 稀土磁材, 有色-钨, 工业自动化, 智能制造, ",68.6亿
40,300706.SZ,阿石创,元器件,26.89,"半导体, ",15.13亿
41,002395.SZ,双象股份,塑料,20.35,"煤化工, 足球, 体育产业, ",36.39亿
42,002729.SZ,好利来,元器件,37.0,,24.67亿
43,002079.SZ,苏州固锝,半导体,8.16,"业绩预增, 军工, 军民融合, 物联网, 半导体, 苹果产业链, 国产芯片, 共享经济, 资产重组, ",59.26亿
44,000612.SZ,焦作万方,铝,6.2,"有色-铝, 油服, 有色金属, 稀土磁材, 股权争夺, ",73.75亿
45,002023.SZ,海特高新,航空,13.9,"5G, 大飞机, 通用航空, 空铁WiFi, 业绩预增, 军工, 军民融合, 半导体, 国产芯片, ",91.64亿
46,000852.SZ,石化机械,化工机械,9.37,"油服, 海工装备, 油气改革, 可燃冰, 央企改革, 页岩气, 天然气, 雄安-公共服务, 雄安新区, 地热, ",56.05亿
47,002618.SZ,丹邦科技,元器件,16.23,"OLED, PCB板, 石墨烯, ",88.93亿
48,300653.SZ,正海生物,医疗保健,67.89,"高送转-预期, 医疗器械, ",29.38亿
49,600667.SH,太极实业,半导体,7.7,"涤纶, 光伏, 半导体, 国产芯片, ",91.73亿
50,300707.SZ,威唐工业,专用机械,15.51,"特斯拉, 回购, 汽车零部件, 工业自动化, 智能制造, ",11.97亿
51,600892.SH,大晟文化,影视音像,5.8,"高质押率, 游戏, 手游, 影视, 创投, ",31.3亿
52,002455.SZ,百川股份,化工原料,6.78,"石墨电极, 定增破发, 锂电池, 新能源汽车, 石墨烯, ",23.18亿
53,300631.SZ,久吾高科,环境保护,17.66,"高送转-预期, 社保重仓, 锂电池, 环保, 新能源汽车, 污水处理, 燃料乙醇, ",12.24亿
54,002935.SZ,天奥电子,元器件,54.1,"高送转-预期, 军工, 军民融合, 北斗导航, 高送转, ",14.43亿
55,600996.SH,贵广网络,影视音像,9.94,"社保重仓, 物联网, 大数据, 云计算, 广电, ",29.62亿
56,600288.SH,大恒科技,软件服务,12.24,"太赫兹, 智能制造, 无人商店, 期货概念, 机器视觉, ",53.46亿
57,600316.SH,洪都航空,航空,16.07,"央企改革, 军工研究所, 大飞机, 通用航空, 业绩预增, 军工, 无人机, ",115.24亿
58,600745.SH,闻泰科技,通信设备,35.95,"5G, 华为产业链, 社保重仓, 无人驾驶, 半导体, VR&AR, 资产重组, 手势识别, ",229.1亿
59,600635.SH,大众公用,供气供热,7.21,"天然气, 创投, ",174.4亿
60,002338.SZ,奥普光电,电器仪表,15.69,"中科院系, 军工, 军民融合, 智能制造, 机器视觉, ",
61,600736.SH,苏州高新,园区开发,8.6,"特色小镇, 房地产, 独角兽, 科创板概念股, 创投, ",99.01亿
62,000657.SZ,中钨高新,小金属,7.44,"央企改革, 有色金属, 有色-钨, 创投, ",25.58亿
63,603006.SH,联明股份,汽车配件,14.1,"汽车零部件, 科创板概念股, ",14.09亿
64,600520.SH,文一科技,机械基件,15.2,"智能制造, 举牌股, 半导体, 股权争夺, 机器人, LED, 壳公司, ",24.08亿
65,300623.SZ,捷捷微电,半导体,21.55,"高送转-填权, 半导体, 国产芯片, ",22.75亿
66,300667.SZ,必创科技,电器仪表,30.44,"军工, 军民融合, 物联网, 强势人气股, ",15.15亿
67,600679.SH,上海凤凰,文教休闲,15.33,"上海国企改革, 共享经济, ",35.35亿
68,300054.SZ,鼎龙股份,化工原料,9.5,"回购, 半导体, 国产芯片, ",65.42亿
69,300592.SZ,华凯创意,软件服务,12.02,"装修装饰, 人脸识别, ",10.42亿
70,603936.SH,博敏电子,元器件,18.49,"PCB板, 业绩预增, ",30.94亿
71,603706.SH,东方环宇,供气供热,23.95,"天然气, 新疆, ",9.58亿
72,002789.SZ,建艺集团,装修装饰,18.6,"装修装饰, ",25.68亿
73,002169.SZ,智光电气,电气设备,6.11,"储能, 工业互联网, 半导体, 国产芯片, ",45.97亿
74,000962.SZ,东方钽业,小金属,8.59,"央企改革, 有色金属, 有色-钛, 宁夏, ",37.87亿
75,002822.SZ,中装建设,装修装饰,6.12,"雄安-建材, 雄安新区, 装修装饰, ",18.73亿
76,601606.SH,长城军工,专用机械,16.57,"安徽国企改革, 军工, 军民融合, ",24.52亿
77,002782.SZ,可立克,电气设备,13.64,"新能源整车, 新能源汽车, 独角兽, 充电桩, 科创板概念股, ",58.11亿
78,300746.SZ,汉嘉设计,建筑施工,18.35,"天然气, 住房租赁, 资产重组, 装修装饰, ",13.01亿
