,ts_code,name,industry,COL_LASTPRICE,concept,circ_mv
0,600127.SH,金健米业,农业综合,5.29,"乡村振兴, 食品, 湖南国企改革, 乳业（奶粉）, ",33.95亿
1,000713.SZ,丰乐种业,种植业,10.27,"农药, 安徽国企改革, 转基因, 乡村振兴, 业绩预增, 农业种植, 人造肉, ",30.69亿
2,300405.SZ,科隆股份,化工原料,18.51,"石油化工, 高送转, 股权转让, 国资入股, ",24.54亿
3,002041.SZ,登海种业,种植业,8.11,"转基因, 乡村振兴, 农业种植, 人造肉, ",70.87亿
4,300488.SZ,恒锋工具,机械基件,33.58,"高送转, ",10.32亿
5,603777.SH,来伊份,食品,16.16,"大消费, 回购, 新零售, 食品, 休闲食品, 进口博览会, 人造肉, ",17.88亿
6,603299.SH,苏盐井神,化工原料,7.27,"调味品, 食品, 定增破发, 资产重组, ",40.67亿
7,002910.SZ,庄园牧场,乳制品,16.47,"食品, 乳业（奶粉）, ",12.21亿
8,603222.SH,济民制药,化学制药,33.77,"民营医院, 海南自由贸易港, 医疗器械, 自贸区, 自由贸易港, ",108.06亿
9,000716.SZ,黑芝麻,食品,5.88,"食品, 休闲食品, 锂电池, 新能源汽车, 广西, ",36.45亿
10,600587.SH,新华医疗,医疗保健,15.93,"民营医院, 山东国企改革, 医疗器械, ",64.27亿
11,002708.SZ,光洋股份,汽车配件,10.03,"汽车零部件, 股权转让, 壳公司, 创投, ",37.34亿
12,000885.SZ,城发环境,公路,10.65,"高速公路, 固废处理, 河南自贸区, PPP, 环保, 自贸区, ",52.86亿
13,002763.SZ,汇洁股份,服饰,10.02,"纺织服装, 化妆品, ",18.32亿
14,000963.SZ,华东医药,化学制药,35.42,"MSCI, 健康中国, 医药商业, 医药, 中药, 创新药, 化学药, 医疗器械, ",516.49亿
15,603233.SH,大参林,医药商业,50.15,"健康中国, 新进指数成份股, 医药商业, 医药, ",32.17亿
16,603718.SH,海利生物,生物制药,15.02,"医药, 疫苗, 基因测序, 医疗器械, 举牌股, 动物保健, 体外诊断, ",96.73亿
17,300069.SZ,金利华电,电气设备,15.55,"特高压, 燃料电池, 影视, ",14.37亿
18,601116.SH,三江购物,超市连锁,15.06,"阿里巴巴概念股, 新零售, ",61.86亿
19,600626.SH,申达股份,纺织,7.22,"汽车零部件, 上海国企改革, 进口博览会, ",51.28亿
20,600132.SH,重庆啤酒,啤酒,36.8,"啤酒, ",178.1亿
