,ts_code,symbol,name,industry,COL_IS_MEDICAL,COL_LASTPRICE,COL_DAILY_BREAK,COL_RECENT_AGGRESSIVE,COL_UP_RANGE,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,688180.SH,688180,君实生物,生物制药,True,126.3,True,True,0.0,,0.0
1,688566.SH,688566,吉贝尔,化学制药,True,44.44,True,False,0.02,,0.0
2,002693.SZ,002693,双成药业,化学制药,True,5.12,True,False,0.02,,0.0
3,002898.SZ,002898,赛隆药业,化学制药,True,12.35,True,False,0.03,,0.0
4,002728.SZ,002728,特一药业,中成药,True,14.44,True,False,0.04,,0.0
5,600896.SH,600896,览海医疗,医疗保健,True,4.53,True,False,0.05,,0.0
6,000766.SZ,000766,通化金马,化学制药,True,5.0,True,False,0.05,,0.0
7,000705.SZ,000705,浙江震元,医药商业,True,7.3,True,False,0.05,深圳市南方鑫泰投资发展有限公司-南方鑫泰-私募学院菁英145号基金,1.0
8,002370.SZ,002370,亚太药业,化学制药,True,4.89,True,False,0.05,上海华富利得资产-民生银行-富鼎6号专项资产管理计划,1.0
9,002900.SZ,002900,哈三联,化学制药,True,11.65,True,False,0.06,"中合供销一期(上海)股权投资基金合伙企业(有限合伙)
中瑞国信资产管理有限公司",2.0
10,002793.SZ,002793,罗欣药业,化学制药,True,13.18,True,False,0.06,,0.0
11,600867.SH,600867,通化东宝,生物制药,True,15.89,True,False,0.06,"汇添富基金-建设银行-中国人寿-中国人寿委托汇添富基金混合型组合
国家第一养老金信托公司-自有资金
汇添富基金管理股份有限公司-社保基金1103组合
香港中央结算有限公司(陆股通)
招商银行股份有限公司-睿远成长价值混合型证券投资基金",5.0
12,600479.SH,600479,千金药业,中成药,True,9.5,True,False,0.06,"中国工商银行股份有限公司-东方红新动力灵活配置混合型证券投资基金
长安基金-光大银行-长安平安富贵千金净雅资产管理计划",2.0
13,603676.SH,603676,卫信康,化学制药,True,11.08,True,False,0.07,银河资本-郭旭-银河资本-新兴一号单一资产管理计划,1.0
14,300630.SZ,300630,普利制药,化学制药,True,48.8,True,False,0.07,"中国工商银行股份有限公司-中欧医疗健康混合型证券投资基金
上海盘京投资管理中心(有限合伙)-盛信2期私募证券投资基金",2.0
15,000919.SZ,000919,金陵药业,化学制药,True,6.95,True,False,0.07,中央汇金资产管理有限责任公司,1.0
16,300254.SZ,300254,仟源医药,化学制药,True,7.02,True,False,0.07,中央汇金资产管理有限责任公司,1.0
17,600572.SH,600572,康恩贝,中成药,True,5.77,True,False,0.07,"渤海国际信托股份有限公司-渤海信托·恒利丰253号集合资金信托计划
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
金元顺安基金-杭州银行-华润信托-华润信托·汇祥增利53号单一资金信托",5.0
18,300147.SZ,300147,香雪制药,中成药,True,9.78,True,False,0.08,"华夏基金-农业银行-华夏中证金融资产管理计划
中央汇金资产管理有限责任公司",2.0
19,300436.SZ,300436,广生堂,化学制药,True,33.54,True,False,0.08,"奥华集团-华福证券-19奥华E2担保及信托财产专户
奥华集团-华福证券-19奥华E1担保及信托财产专户",2.0
20,002826.SZ,002826,易明医药,中成药,True,11.49,True,False,0.08,,0.0
21,000403.SZ,000403,双林生物,生物制药,True,70.04,True,False,0.08,"基本养老保险基金三零九组合
中国信达资产管理股份有限公司
交通银行股份有限公司-易方达科讯混合型证券投资基金",3.0
22,603998.SH,603998,方盛制药,中成药,True,6.81,True,False,0.08,,0.0
23,000597.SZ,000597,东北制药,化学制药,True,5.44,True,False,0.08,"中国华融资产管理股份有限公司
香港中央结算有限公司(陆股通)",2.0
24,002275.SZ,002275,桂林三金,中成药,True,14.35,True,False,0.08,"全国社保基金六零四组合
中央汇金资产管理有限责任公司",2.0
25,300247.SZ,300247,融捷健康,医疗保健,True,2.63,True,False,0.08,安徽高新毅达皖江产业发展创业投资基金(有限合伙),1.0
26,601607.SH,601607,上海医药,医药商业,True,19.36,True,False,0.08,"中央汇金资产管理有限责任公司
全国社保基金六零四组合
香港中央结算有限公司(陆股通)
银华基金-农业银行-银华中证金融资产管理计划
全国社保基金四一二组合",5.0
27,600530.SH,600530,*ST交昂,医疗保健,True,3.01,True,False,0.09,,0.0
28,000790.SZ,000790,华神科技,中成药,True,5.15,True,False,0.09,,0.0
29,600332.SH,600332,白云山,中成药,True,33.47,True,False,0.09,"香港中央结算有限公司(陆股通)
华夏基金-农业银行-华夏中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
中央汇金资产管理有限责任公司",4.0
30,600062.SH,600062,华润双鹤,化学制药,True,13.7,True,False,0.09,"中国农业银行股份有限公司-华夏中证央企结构调整交易型开放式指数证券投资基金
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
招商银行股份有限公司-博时中证央企结构调整交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
吕梁金地资产管理有限公司",6.0
31,002817.SZ,002817,黄山胶囊,化学制药,True,14.44,True,False,0.09,,0.0
32,603716.SH,603716,塞力斯,医药商业,True,15.62,True,False,0.09,"财通基金-招商银行-财通基金-长昕1号资产管理计划
深圳市华润资本股权投资有限公司-华润医药(汕头)产业投资基金合伙企业(有限合伙)
中国银行股份有限公司-广发中证养老产业指数型发起式证券投资基金
上海高能投资管理有限公司-高能汇实专项私募股权投资基金1号",4.0
33,002162.SZ,002162,悦心健康,医疗保健,True,3.23,True,False,0.09,中央汇金资产管理有限责任公司,1.0
34,300534.SZ,300534,陇神戎发,中成药,True,6.5,True,False,0.1,"甘肃生物产业创业投资基金有限公司
兰州天域资产管理有限公司
甘肃省循环经济产业投资基金合伙企业(有限合伙)",3.0
35,600851.SH,600851,海欣股份,化学制药,True,7.99,True,False,0.1,"重庆国际信托股份有限公司-兴国1号集合资金信托计划
中央汇金资产管理有限责任公司
深圳市惠和投资基金管理有限公司-深圳市惠和基金惠和2号证券投资基金
重庆国际信托股份有限公司-兴国2号集合资金信托",4.0
36,600161.SH,600161,天坛生物,生物制药,True,36.45,True,False,0.1,"中国银行股份有限公司-易方达中小盘混合型证券投资基金
香港中央结算有限公司(陆股通)
中国银行股份有限公司-易方达蓝筹精选混合型证券投资基金
中央汇金资产管理有限责任公司",4.0
37,300204.SZ,300204,舒泰神,生物制药,True,11.8,True,False,0.1,"中国建设银行股份有限公司-博时裕益灵活配置混合型证券投资基金
华泰证券资管-招商银行-华泰聚力16号集合资产管理计划
北京华高永利资产管理有限公司-华高永利2号私募证券投资基金",3.0
38,002349.SZ,002349,精华制药,中成药,True,5.48,True,False,0.1,,0.0
39,300006.SZ,300006,莱美药业,化学制药,True,5.41,True,False,0.1,中国对外经济贸易信托有限公司-外贸信托-汇沣8号结构化证券投资集合资金信托计划,1.0
40,600422.SH,600422,昆药集团,中成药,True,10.5,True,False,0.11,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司",2.0
41,600420.SH,600420,现代制药,化学制药,True,9.74,True,False,0.11,,0.0
42,600771.SH,600771,广誉远,中成药,True,14.86,True,True,0.11,"国寿安保基金-建设银行-人寿保险-中国人寿保险(集团)公司委托国寿安保基金混合型组合
兴业国际信托有限公司-兴享进取明达1号证券投资集合资金信托计划
华能贵诚信托有限公司-华能信托·悦晟3号单一资金信托",3.0
43,000756.SZ,000756,新华制药,化学制药,True,10.81,True,False,0.12,"中国工商银行股份有限公司-华安逆向策略混合型证券投资基金
中国建设银行股份有限公司-华安沪港深外延增长灵活配置混合型证券投资基金
中国建设银行股份有限公司-长城消费增值混合型证券投资基金
中国工商银行股份有限公司-诺安灵活配置混合型证券投资基金
中国工商银行-浦银安盛价值成长混合型证券投资基金
交通银行股份有限公司-浦银安盛增长动力灵活配置混合型证券投资基金
香港中央结算有限公司(陆股通)",7.0
44,002940.SZ,002940,昂利康,化学制药,True,54.78,True,True,0.12,"广发银行股份有限公司-国泰聚信价值优势灵活配置混合型证券投资基金
中国农业银行股份有限公司-国泰金牛创新成长混合型证券投资基金
深圳前海行健资本管理有限公司-前海行健玄策二号私募证券投资基金
中国工商银行股份有限公司-国泰鑫睿混合型证券投资基金
中国银行股份有限公司-国泰鑫利一年持有期混合型证券投资基金",5.0
45,603939.SH,603939,益丰药房,医药商业,True,85.27,True,False,0.12,"全国社保基金一一六组合
招商银行股份有限公司-汇添富医疗服务灵活配置混合型证券投资基金
全国社保基金一一五组合
香港中央结算有限公司(陆股通)
中国工商银行-广发稳健增长证券投资基金",5.0
46,002675.SZ,002675,东诚药业,化学制药,True,20.7,True,False,0.12,"香港中央结算有限公司(陆股通)
全国社保基金六零二组合
交通银行股份有限公司-国泰金鹰增长灵活配置混合型证券投资基金",3.0
47,600381.SH,600381,青海春天,医疗保健,True,5.12,True,False,0.12,,0.0
48,002435.SZ,002435,长江健康,化学制药,True,4.08,True,True,0.13,"西藏信托有限公司-西藏信托-莱沃50号集合资金信托计划
华安资产管理(香港)有限公司-客户资金专户1号(交易所)",2.0
49,600518.SH,600518,ST康美,中成药,True,2.7,True,False,0.13,"五矿国际信托有限公司-五矿信托-优质精选上市公司投资单一资金信托
华夏基金-农业银行-华夏中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划",3.0
50,002287.SZ,002287,奇正藏药,中成药,True,21.38,True,False,0.13,"上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金
中央汇金资产管理有限责任公司",2.0
51,600763.SH,600763,通策医疗,医疗保健,True,159.9,True,False,0.13,"中国农业银行股份有限公司-嘉实新兴产业股票型证券投资基金
交通银行股份有限公司-博时新兴成长混合型证券投资基金
中国建设银行股份有限公司-银华富裕主题混合型证券投资基金
中国建设银行股份有限公司-汇添富创新医药主题混合型证券投资基金
全国社保基金四零六组合
深圳市新智达投资管理有限公司-新智达成长一号基金
中国建设银行股份有限公司-兴全社会责任混合型证券投资基金
香港中央结算有限公司(陆股通)",8.0
52,300015.SZ,300015,爱尔眼科,医疗保健,True,44.2,True,False,0.13,"安本标准投资管理(亚洲)有限公司-安本标准-中国A股股票基金
中国银行股份有限公司-易方达中小盘混合型证券投资基金
中央汇金资产管理有限责任公司
高瓴资本管理有限公司-HCM中国基金
香港中央结算有限公司(陆股通)",5.0
53,300146.SZ,300146,汤臣倍健,医疗保健,True,20.79,True,False,0.13,"香港中央结算有限公司(陆股通)
易方达创业板交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司
前海开源再融资主题精选股票型证券投资基金",4.0
54,300199.SZ,300199,翰宇药业,化学制药,True,6.28,True,False,0.14,"中国华融资产管理股份有限公司
深圳市投控资本有限公司-深圳投控共赢股权投资基金合伙企业(有限合伙)
红土创新基金-广发证券-中国华融资产管理股份有限公司
中央汇金资产管理有限责任公司",4.0
55,600750.SH,600750,江中药业,中成药,True,12.66,True,False,0.14,"香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-大成景阳领先混合型证券投资基金
中央汇金资产管理有限责任公司
基本养老保险基金一五零一一组合",4.0
56,300267.SZ,300267,尔康制药,化学制药,True,4.5,True,True,0.15,,0.0
57,002788.SZ,002788,鹭燕医药,医药商业,True,9.16,True,False,0.15,"平安银行股份有限公司-中庚价值灵动灵活配置混合型证券投资基金
中国建设银行股份有限公司-长城量化小盘股票型证券投资基金
广发证券股份有限公司-中庚小盘价值股票型证券投资基金
华泰证券股份有限公司-中庚价值领航混合型证券投资基金
中信期货-招商银行-中信期货广发择时对冲2号集合资产管理计划",5.0
58,300404.SZ,300404,博济医药,医疗保健,True,16.74,True,False,0.15,富兴投资基金(广州)有限公司-富兴璀璨6号私募证券投资基金,1.0
59,688389.SH,688389,普门科技,医疗保健,True,31.68,True,False,0.15,中国建设银行股份有限公司-南方医药保健灵活配置混合型证券投资基金,1.0
60,002411.SZ,002411,延安必康,化学制药,True,7.46,True,False,0.16,,0.0
61,603896.SH,603896,寿仙谷,中成药,True,32.51,True,False,0.16,,0.0
62,688202.SH,688202,美迪西,医疗保健,True,128.01,True,True,0.16,"中国建设银行股份有限公司-长城医疗保健混合型证券投资基金
中国工商银行股份有限公司-融通健康产业灵活配置混合型证券投资基金
中国建设银行股份有限公司-华宝医药生物优选混合型证券投资基金
中国银行股份有限公司-博时医疗保健行业混合型证券投资基金
中国建设银行股份有限公司-南方医药保健灵活配置混合型证券投资基金
中国工商银行股份有限公司-博时科创主题3年封闭运作灵活配置混合型证券投资基金
中国建设银行股份有限公司-工银瑞信前沿医疗股票型证券投资基金
博时基金-国新投资有限公司-博时基金-国新2号单一资产管理计划",8.0
63,002001.SZ,002001,新和成,化学制药,True,29.58,True,False,0.16,"财通基金-浦发银行-粤财信托-粤财信托·陕投富盈5号单一资金信托计划
挪威中央银行-自有资金
上海重阳战略投资有限公司-重阳战略汇智基金
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
招商银行股份有限公司-睿远成长价值混合型证券投资基金",6.0
64,002038.SZ,002038,双鹭药业,生物制药,True,12.98,True,False,0.16,"华夏基金-农业银行-华夏中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
中欧基金-农业银行-中欧中证金融资产管理计划",5.0
65,000028.SZ,000028,国药一致,医药商业,True,46.28,True,False,0.17,"全国社保基金一一八组合
富达基金(香港)有限公司-客户资金
中国银行股份有限公司-嘉实医疗保健股票型证券投资基金
中央汇金资产管理有限责任公司
基本养老保险基金一五零六一组合
香港中央结算有限公司(陆股通)",6.0
66,002727.SZ,002727,一心堂,医药商业,True,34.4,True,False,0.17,"中国工商银行-广发聚丰混合型证券投资基金
中国工商银行股份有限公司-景顺长城精选蓝筹混合型证券投资基金
香港中央结算有限公司(陆股通)
招商银行股份有限公司-景顺长城品质成长混合型证券投资基金
中国农业银行股份有限公司-景顺长城核心竞争力混合型证券投资基金
中国工商银行股份有限公司-景顺长城沪港深精选股票型证券投资基金",6.0
67,002262.SZ,002262,恩华药业,化学制药,True,16.16,True,False,0.17,"香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-鹏华优选价值股票型证券投资基金
上海宽远资产管理有限公司-宽远价值进取证券投资基金",3.0
68,002399.SZ,002399,海普瑞,化学制药,True,25.25,True,False,0.18,"香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-华夏医疗健康混合型发起式证券投资基金
招商银行股份有限公司-睿远成长价值混合型证券投资基金
中国工商银行股份有限公司-华夏乐享健康灵活配置混合型证券投资基金",4.0
69,603351.SH,603351,威尔药业,化学制药,True,27.05,True,False,0.18,"中国工商银行股份有限公司-国泰鑫睿混合型证券投资基金
招商银行股份有限公司-国泰聚优价值灵活配置混合型证券投资基金
江苏人才创新创业投资二期基金(有限合伙)",3.0
