,ts_code,symbol,name,industry,COL_CONTINUOUS_LIMIT,COL_LAST_PCT_CHG,COL_LASTPRICE
0,300762.SZ,300762,上海瀚讯,通信设备,13.0,10.0027,80.94
1,300766.SZ,300766,每日互动,互联网,6.0,9.9868,33.37
2,600146.SH,600146,商赢环球,服饰,6.0,9.9867,16.52
3,002532.SZ,002532,新界泵业,农用机械,5.0,10.0225,9.77
4,002958.SZ,002958,青农商行,银行,5.0,10.0599,9.19
5,603681.SH,603681,永冠新材,化工原料,5.0,10.0095,23.19
6,300527.SZ,300527,中国应急,专用机械,4.0,10.0287,15.36
7,300099.SZ,300099,精准信息,电器仪表,4.0,9.9455,8.07
8,002177.SZ,002177,御银股份,电脑设备,4.0,9.9349,6.75
9,000599.SZ,000599,青岛双星,汽车配件,3.0,10.0746,5.9
10,600155.SH,600155,华创阳安,证券,3.0,9.9785,15.32
11,002952.SZ,002952,亚世光电,元器件,3.0,10.0092,59.68
12,000927.SZ,000927,一汽夏利,汽车整车,3.0,10.0656,5.03
13,002663.SZ,002663,普邦股份,建筑施工,3.0,10.0244,4.5
14,300194.SZ,300194,福安药业,化学制药,3.0,9.9119,4.99
15,000503.SZ,000503,国新健康,医疗保健,3.0,9.9961,27.95
16,600648.SH,600648,外高桥,园区开发,2.0,10.0051,21.55
17,300767.SZ,300767,震安科技,橡胶,2.0,10.0033,33.43
18,002761.SZ,002761,多喜爱,纺织,2.0,9.9834,19.83
19,300468.SZ,300468,四方精创,软件服务,2.0,9.9851,22.14
20,300359.SZ,300359,全通教育,文教休闲,2.0,9.9496,8.73
21,300415.SZ,300415,伊之密,专用机械,2.0,9.9626,8.83
22,002869.SZ,002869,金溢科技,通信设备,2.0,10.0,25.3
23,300018.SZ,300018,中元股份,电气设备,2.0,9.9836,6.72
24,600517.SH,600517,置信电气,电气设备,2.0,10.0189,5.82
25,300174.SZ,300174,元力股份,化工原料,2.0,9.9788,20.72
26,600458.SH,600458,时代新材,塑料,2.0,9.9701,11.03
27,002513.SZ,002513,蓝丰生化,农药化肥,2.0,10.0132,8.35
28,002453.SZ,002453,华软科技,化工原料,2.0,10.026,8.45
29,002467.SZ,002467,二六三,电信运营,2.0,10.0418,7.89
30,300598.SZ,300598,诚迈科技,软件服务,2.0,9.9973,41.37
31,000595.SZ,000595,宝塔实业,机械基件,2.0,9.9237,4.32
32,000766.SZ,000766,通化金马,中成药,2.0,10.0513,10.73
33,603577.SH,603577,汇金通,钢加工,2.0,9.9777,14.77
34,600093.SH,600093,易见股份,仓储物流,2.0,10.0187,17.68
35,002012.SZ,002012,凯恩股份,造纸,2.0,10.0173,6.37
36,603232.SH,603232,格尔软件,软件服务,2.0,9.9115,50.9
37,002130.SZ,002130,沃尔核材,电气设备,2.0,10.0173,6.37
38,002210.SZ,002210,飞马国际,仓储物流,2.0,9.9738,4.19
39,300266.SZ,300266,兴源环境,环境保护,2.0,10.0,5.28
40,002235.SZ,002235,安妮股份,互联网,2.0,10.0216,10.21
41,601975.SH,601975,长航油运,水运,2.0,10.0,3.85
42,002370.SZ,002370,亚太药业,化学制药,2.0,9.9673,20.19
43,300597.SZ,300597,吉大通信,通信设备,2.0,9.9832,19.61
44,300561.SZ,300561,汇金科技,软件服务,2.0,10.018,18.34
45,002440.SZ,002440,闰土股份,染料涂料,2.0,10.0319,17.22
46,002447.SZ,002447,晨鑫科技,互联网,2.0,10.0218,5.05
47,600352.SH,600352,浙江龙盛,染料涂料,2.0,9.9894,20.81
48,600259.SH,600259,广晟有色,小金属,1.0,9.9887,39.09
49,600230.SH,600230,沧州大化,农药化肥,1.0,10.0049,22.65
50,600131.SH,600131,岷江水电,水力发电,1.0,10.0,21.34
51,600129.SH,600129,太极集团,中成药,1.0,9.9738,12.57
52,600343.SH,600343,航天动力,航空,1.0,9.9825,12.56
53,600163.SH,600163,中闽能源,新型电力,1.0,9.901,4.44
54,000004.SZ,000004,国农科技,生物制药,1.0,10.0,21.67
55,600516.SH,600516,方大炭素,矿物制品,1.0,10.0171,25.7
56,600871.SH,600871,石化油服,石油开采,1.0,10.0402,2.74
57,603956.SH,603956,威派格,专用机械,1.0,10.0076,29.02
58,603712.SH,603712,七一二,通信设备,1.0,10.0262,20.96
59,603533.SH,603533,掌阅科技,互联网,1.0,10.0046,23.86
60,603268.SH,603268,松发股份,陶瓷,1.0,10.026,21.18
61,603131.SH,603131,上海沪工,专用机械,1.0,9.973,28.56
62,601890.SH,601890,亚星锚链,船舶,1.0,10.0413,8.0
63,600962.SH,600962,国投中鲁,软饮料,1.0,9.9796,10.8
64,600862.SH,600862,中航高科,航空,1.0,9.9806,11.35
65,600523.SH,600523,贵航股份,汽车配件,1.0,10.0163,13.51
66,600855.SH,600855,航天长峰,专用机械,1.0,9.9747,17.42
67,600719.SH,600719,大连热电,供气供热,1.0,10.0707,6.23
68,600705.SH,600705,中航资本,多元金融,1.0,10.0813,6.77
69,600066.SH,600066,宇通客车,汽车整车,1.0,9.9785,15.32
70,600624.SH,600624,复旦复华,综合类,1.0,9.984,13.77
71,600615.SH,600615,丰华股份,小金属,1.0,9.97,14.67
72,600590.SH,600590,泰豪科技,电气设备,1.0,9.9867,8.26
73,600640.SH,600640,号百控股,影视音像,1.0,10.0328,16.78
74,300342.SZ,300342,天银机电,元器件,1.0,10.0211,10.43
75,300678.SZ,300678,中科信息,软件服务,1.0,10.0149,29.44
76,300627.SZ,300627,华测导航,通信设备,1.0,10.0236,23.27
77,002552.SZ,002552,宝鼎科技,机械基件,1.0,9.9744,8.6
78,002530.SZ,002530,金财互联,专用机械,1.0,10.0422,13.04
79,002506.SZ,002506,协鑫集成,电气设备,1.0,10.0548,6.02
80,002431.SZ,002431,棕榈股份,建筑施工,1.0,9.9792,5.29
81,002386.SZ,002386,天原集团,化工原料,1.0,9.9863,8.04
82,002374.SZ,002374,丽鹏股份,建筑施工,1.0,9.973,4.08
83,002312.SZ,002312,三泰控股,电脑设备,1.0,9.9034,4.55
84,002256.SZ,002256,兆新股份,染料涂料,1.0,10.0,4.18
85,002094.SZ,002094,青岛金王,日用化工,1.0,9.9388,7.19
86,002010.SZ,002010,传化智联,仓储物流,1.0,10.0,9.9
87,000981.SZ,000981,银亿股份,汽车配件,1.0,10.0686,4.81
88,000958.SZ,000958,东方能源,火力发电,1.0,10.0,5.39
89,000882.SZ,000882,华联股份,百货,1.0,10.0334,3.29
90,000608.SZ,000608,阳光股份,区域地产,1.0,10.0719,7.65
91,000561.SZ,000561,烽火电子,通信设备,1.0,10.0257,8.56
92,002581.SZ,002581,未名医药,生物制药,1.0,10.049,8.98
93,002665.SZ,002665,首航节能,电气设备,1.0,10.0,4.51
94,002711.SZ,002711,欧浦智网,仓储物流,1.0,9.9773,4.85
95,000159.SZ,000159,国际实业,石油贸易,1.0,10.0483,11.39
96,300579.SZ,300579,数字认证,软件服务,1.0,9.9922,56.36
97,300552.SZ,300552,万集科技,软件服务,1.0,10.0,22.55
98,300549.SZ,300549,优德精密,专用机械,1.0,10.0339,16.23
99,300537.SZ,300537,广信材料,染料涂料,1.0,10.0398,13.81
100,300471.SZ,300471,厚普股份,专用机械,1.0,10.0177,12.41
101,300378.SZ,300378,鼎捷软件,软件服务,1.0,10.0068,16.16
102,300225.SZ,300225,金力泰,染料涂料,1.0,10.0,6.82
103,002740.SZ,002740,爱迪尔,服饰,1.0,9.9747,8.71
104,300188.SZ,300188,美亚柏科,软件服务,1.0,9.9942,18.93
105,300162.SZ,300162,雷曼股份,元器件,1.0,10.0629,7.0
106,300108.SZ,300108,吉药控股,中成药,1.0,9.9174,9.31
107,300008.SZ,300008,天海防务,船舶,1.0,9.9768,4.74
108,002919.SZ,002919,名臣健康,日用化工,1.0,10.0086,25.5
109,002858.SZ,002858,力盛赛车,文教休闲,1.0,10.0288,19.09
110,603980.SH,603980,吉华集团,染料涂料,1.0,9.9419,18.91
