,ts_code,name,industry,COL_PCT_CHG,COL_LASTPRICE,COL_DAILY_AGGRESSIVE_ACCUMULATION,COL_FLOAT_HOLDERS
0,002603.SZ,以岭药业,中成药,10.0145,37.9,40.03,
1,002400.SZ,省广集团,广告包装,9.9307,4.76,39.83,
3,603003.SH,龙宇燃油,石油贸易,10.0,9.46,30.08,"九泰基金-中信证券-陆家嘴信托-陆家嘴信托-鸿泰5号集合资金信托计划
平安大华基金-平安银行-北京恒宇天泽投资管理有限公司"
4,600396.SH,金山股份,火力发电,9.8859,2.89,30.07,
6,600107.SH,美尔雅,服饰,10.0,12.54,30.02,
9,600268.SH,国电南自,电气设备,9.9741,8.49,29.98,"招商银行股份有限公司-博时中证央企结构调整交易型开放式指数证券投资基金
中国农业银行股份有限公司-华夏中证央企结构调整交易型开放式指数证券投资基金"
12,300676.SZ,华大基因,医疗保健,10.0051,107.2,28.4,
13,300026.SZ,红日药业,中成药,9.9327,6.53,26.93,
14,002824.SZ,和胜股份,铝,10.027,20.41,26.69,
17,300463.SZ,迈克生物,医疗保健,9.9938,35.22,25.35,
24,002437.SZ,誉衡药业,化学制药,10.061,3.61,20.13,
25,300368.SZ,汇金股份,IT设备,10.0124,8.9,20.08,中央汇金资产管理有限责任公司
26,002160.SZ,常铝股份,铝,9.9602,5.52,20.05,
27,002537.SZ,海联金汇,汽车整车,10.0,7.04,20.04,
29,300039.SZ,上海凯宝,中成药,10.0671,6.56,20.03,
30,002041.SZ,登海种业,种植业,10.0166,13.29,20.03,
32,002847.SZ,盐津铺子,食品,10.0083,66.06,20.01,"中国工商银行-广发聚丰混合型证券投资基金
中国光大银行股份有限公司-兴全商业模式优选混合型证券投资基金(LOF)
中国工商银行-汇添富优势精选混合型证券投资基金
中国建设银行股份有限公司-兴全多维价值混合型证券投资基金
汇添富基金管理股份有限公司-社保基金17021组合
中国农业银行股份有限公司-财通多策略福享混合型证券投资基金
招商银行股份有限公司-兴全轻资产投资混合型证券投资基金(LOF)
中国工商银行股份有限公司-财通多策略升级混合型证券投资基金"
34,002825.SZ,纳尔股份,化工原料,9.9809,17.3,20.01,
36,002030.SZ,达安基因,生物制药,10.0098,22.53,20.0,
37,300202.SZ,聚龙股份,专用机械,9.9901,11.12,20.0,
43,300465.SZ,高伟达,软件服务,9.9859,15.64,19.96,
45,000767.SZ,漳泽电力,火力发电,9.8712,2.56,19.78,
47,002074.SZ,国轩高科,电气设备,10.0054,20.45,18.88,
49,300063.SZ,天龙集团,互联网,10.101,5.45,18.08,
50,601179.SH,中国西电,电气设备,10.0,7.37,18.06,
52,002843.SZ,泰嘉股份,钢加工,10.0427,10.3,17.28,
62,002932.SZ,明德生物,医疗保健,10.0023,47.62,16.19,
77,688068.SH,热景生物,医疗保健,13.5344,55.7,13.53,
112,002121.SZ,科陆电子,电器仪表,10.1156,3.81,10.12,
116,002469.SZ,三维工程,建筑工程,10.0917,4.8,10.09,中央汇金资产管理有限责任公司
118,300510.SZ,金冠股份,电气设备,10.0877,5.02,10.09,
120,002498.SZ,汉缆股份,电气设备,10.084,3.93,10.08,
123,600744.SH,华银电力,火力发电,10.084,2.62,10.08,
127,300058.SZ,蓝色光标,广告包装,10.0671,6.56,10.07,
133,002464.SZ,众应互联,互联网,10.0539,6.13,10.05,
136,300318.SZ,博晖创新,医疗保健,10.0379,5.81,10.04,
144,002808.SZ,恒久科技,元器件,10.0251,8.78,10.03,
146,002104.SZ,恒宝股份,元器件,10.0299,7.35,10.03,
149,300042.SZ,朗科科技,IT设备,10.0264,16.68,10.03,
150,002152.SZ,广电运通,IT设备,10.0317,10.42,10.03,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
全国社保基金四零二组合"
151,600312.SH,平高电气,电气设备,10.022,9.99,10.02,
152,603825.SH,华扬联众,互联网,10.0189,23.28,10.02,
154,300141.SZ,和顺电气,电气设备,10.023,9.55,10.02,
155,002205.SZ,国统股份,其他建材,10.0209,15.81,10.02,
159,002127.SZ,南极电商,互联网,10.0168,13.07,10.02,
165,300386.SZ,飞天诚信,软件服务,10.013,16.92,10.01,
166,603183.SH,建研院,建筑工程,10.011,10.0,10.01,
170,300623.SZ,捷捷微电,半导体,10.0061,36.06,10.01,
180,002836.SZ,新宏泽,广告包装,10.0,10.78,10.0,
184,300576.SZ,容大感光,染料涂料,9.9973,40.49,10.0,
185,600769.SH,祥龙电业,建筑工程,10.0,5.83,10.0,
186,300677.SZ,英科医疗,医疗保健,9.9981,56.55,10.0,
189,600577.SH,精达股份,电气设备,10.0,3.19,10.0,"兴业国际信托有限公司-兴业信托·精达股份1号员工持股集合资金信托计划
香港中央结算有限公司(陆股通)"
191,300579.SZ,数字认证,软件服务,10.0,45.1,10.0,"全国社会保障基金理事会转持一户
广东天贝合资产管理有限公司-天贝合狼朗号私募证券投资基金
广东天贝合资产管理有限公司-天贝合拾贝2号私募证券投资基金"
194,300468.SZ,四方精创,软件服务,10.0,38.28,10.0,中央汇金资产管理有限责任公司
199,600226.SH,瀚叶股份,互联网,10.0,2.64,10.0,
201,300151.SZ,昌红科技,机械基件,10.0,8.91,10.0,
204,002075.SZ,沙钢股份,特种钢,10.0,13.2,10.0,香港中央结算有限公司(陆股通)
206,300427.SZ,红相股份,电气设备,9.9891,20.26,9.99,
208,603887.SH,城地股份,建筑工程,9.9927,30.27,9.99,上海大藏资产管理有限公司-上海大藏万安私募投资基金
213,300010.SZ,立思辰,软件服务,9.9867,16.52,9.99,
221,002530.SZ,金财互联,软件服务,9.981,11.57,9.98,
