,ts_code,name,industry,COL_LASTPRICE,COL_DAILY_AGGRESSIVE_ACCUMULATION,COL_FLOAT_HOLDERS
0,000700.SZ,模塑科技,汽车配件,6.52,45.28,
1,300391.SZ,康跃科技,机械基件,10.7,40.06,"北京闻名投资基金管理有限公司-闻名福沃汽车产业私募股权投资基金
国通信托有限责任公司
建信基金-浦发银行-云南信托-云南信托汇义12号集合资金信托计划
深圳红树湾资产管理有限公司-红树湾科技产业升级投资基金
中央汇金资产管理有限责任公司"
2,300063.SZ,天龙集团,互联网,4.88,39.88,
3,002605.SZ,姚记科技,文教休闲,33.5,36.65,全国社保基金六零四组合
4,300087.SZ,荃银高科,种植业,17.49,30.01,
5,600455.SH,博通股份,文教休闲,39.02,29.99,
6,300465.SZ,高伟达,软件服务,14.7,29.24,"中央汇金资产管理有限责任公司
桐乡琛宝投资管理有限公司-琛宝创玺四号私募证券投资基金"
7,002623.SZ,亚玛顿,玻璃,35.28,27.4,中央汇金资产管理有限责任公司
8,002688.SZ,金河生物,化学制药,8.34,26.79,"上银基金-浦发银行-上银基金财富51号资产管理计划
交通银行股份有限公司-长信量化先锋混合型证券投资基金
中国银行股份有限公司-华宝标普中国A股红利机会指数证券投资基金(LOF)"
9,603305.SH,旭升股份,汽车配件,53.17,26.68,"中国建设银行股份有限公司-富国中证新能源汽车指数分级证券投资基金
香港中央结算有限公司(陆股通)
交通银行股份有限公司-工银瑞信双利债券型证券投资基金
汇添富基金管理股份有限公司-社保基金四二三组合"
10,688012.SH,中微公司,专用机械,134.0,26.27,"深圳德威资本投资管理有限公司-德威资本优盛私募基金
中国银行股份有限公司-宝盈核心优势灵活配置混合型证券投资基金
民生通惠资产-工商银行-民生通惠通汇4号资产管理产品
中国工商银行股份有限公司-诺安新经济股票型证券投资基金"
11,300472.SZ,新元科技,专用机械,16.9,25.81,鹏华资产-浦发银行-鹏华资产乐善2号资产管理计划
