,ts_code,symbol,name,industry,COL_LASTPRICE,COL_RECENT_LIMIT_COUNT_3,COL_CONTINUOUS_LIMIT_COUNT,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,003026.SZ,003026,中晶科技,半导体,82.49,2.0,18.0,20.58,,0.0
1,003031.SZ,003031,中瓷电子,元器件,35.42,3.0,9.0,9.45,,0.0
2,003030.SZ,003030,祖名股份,食品,29.11,3.0,7.0,9.08,,0.0
3,605277.SH,605277,新亚电子,电气设备,26.59,2.0,6.0,8.87,,0.0
4,600655.SH,600655,豫园股份,百货,13.91,2.0,6.0,223.26,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)",2.0
5,000718.SZ,000718,苏宁环球,区域地产,4.82,2.0,4.0,110.34,"安徽省铁路发展基金股份有限公司
香港中央结算有限公司(陆股通)",2.0
6,003033.SZ,003033,N征和,机械基件,33.52,1.0,4.0,6.85,,0.0
7,600793.SH,600793,宜宾纸业,造纸,12.0,3.0,4.0,21.23,,0.0
8,000570.SZ,000570,苏常柴A,机械基件,7.13,3.0,3.0,29.33,"中国建设银行股份有限公司-信达澳银新能源产业股票型证券投资基金
中国建设银行股份有限公司-信达澳银先进智造股票型证券投资基金
中信银行股份有限公司-建信中证500指数增强型证券投资基金",3.0
9,002164.SZ,002164,宁波东力,电气设备,8.0,2.0,3.0,34.89,,0.0
10,600844.SH,600844,丹化科技,化工原料,4.24,2.0,2.0,34.88,财通基金-工商银行-富春定增1021号资产管理计划,1.0
11,601908.SH,601908,京运通,新型电力,13.06,1.0,2.0,260.29,"上海甄投资产管理有限公司-甄投创鑫28号私募证券投资基金
安徽省铁路发展基金股份有限公司
中央汇金资产管理有限责任公司
安徽中安资本投资基金有限公司",4.0
12,002375.SZ,002375,亚厦股份,装修装饰,8.12,2.0,2.0,108.08,"中国建设银行股份有限公司-博时主题行业混合型证券投资基金(LOF)
中国光大银行股份有限公司-国投瑞银创新动力混合型证券投资基金
中国银行股份有限公司-国投瑞银精选收益灵活配置混合型证券投资基金
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)",5.0
13,002580.SZ,002580,圣阳股份,电气设备,7.27,2.0,2.0,22.74,,0.0
14,603565.SH,603565,中谷物流,仓储物流,28.45,2.0,2.0,18.97,福建晋江红昌资产管理有限公司-红昌海丝2号私募证券投资基金,1.0
15,002017.SZ,002017,东信和平,通信设备,10.47,2.0,2.0,46.61,"中央汇金资产管理有限责任公司
中国银行股份有限公司-国泰CES半导体芯片行业交易型开放式指数证券投资基金",2.0
16,000767.SZ,000767,晋控电力,火力发电,4.79,1.0,2.0,139.5,"华安未来资产-工商银行-中航信托-天顺(2016)322号华安未来定增投资单一资金信托
泰达宏利基金-招商银行-华创证券有限责任公司
中投知本汇(北京)资产管理有限公司-晋商1号私募投资基金
国开泰富基金-光大银行-华鑫国际信托-华鑫信托·专户投资2号单一资金信托
中投知本汇(北京)资产管理有限公司-晋商2号私募投资基金
国电投华泽(天津)资产管理有限公司",6.0
17,002466.SZ,002466,天齐锂业,小金属,52.56,2.0,2.0,774.44,"中国银行股份有限公司-华夏中证新能源汽车交易型开放式指数证券投资基金
中国工商银行-汇添富均衡增长混合型证券投资基金
中国建设银行股份有限公司-富国中证新能源汽车指数分级证券投资基金
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)",5.0
18,600223.SH,600223,鲁商发展,区域地产,9.91,2.0,2.0,99.98,"中国农业银行股份有限公司-交银施罗德成长混合型证券投资基金
香港中央结算有限公司(陆股通)",2.0
19,000668.SZ,000668,荣丰控股,区域地产,16.38,2.0,2.0,24.03,,0.0
20,688026.SH,688026,洁特生物,塑料,55.56,2.0,2.0,13.2,,0.0
21,002291.SZ,002291,星期六,服饰,18.43,2.0,2.0,113.47,"上海阿杏投资管理有限公司-阿杏东方私募证券投资基金
国泰基金管理有限公司-社保基金四二一组合
中小企业发展基金(江苏有限合伙)
中国工商银行股份有限公司-宝盈人工智能主题股票型证券投资基金",4.0
22,600439.SH,600439,瑞贝卡,服饰,2.36,1.0,1.0,26.71,"深圳市博益安盈资产管理有限公司-博益安盈弘金3号私募证券投资基金
香港中央结算有限公司(陆股通)
陕西省国际信托股份有限公司-陕国投·鑫鑫向荣26号证券投资集合资金信托计划
陕西省国际信托股份有限公司-陕国投·鑫鑫向荣27号证券投资集合资金信托计划",4.0
23,600237.SH,600237,铜峰电子,元器件,4.81,1.0,1.0,27.15,铜陵市铜鑫先进结构材料产业纾困发展基金合伙企业(有限合伙),1.0
24,600131.SH,600131,国网信通,通信设备,15.03,1.0,1.0,81.19,"北京新华国泰水利资产管理有限公司
兴证证券资管-阿坝州国有资产投资管理有限公司-兴证资管阿尔法科睿17号单一资产管理计划
中国农业银行股份有限公司-交银施罗德瑞思三年封闭运作混合型证券投资基金
兴证证券资管-阿坝州投资发展公司-兴证资管阿尔法科睿3号单一资产管理计划
香港中央结算有限公司(陆股通)",5.0
25,600189.SH,600189,泉阳泉,软饮料,16.04,1.0,1.0,90.27,"中国华融资产管理股份有限公司
吉林省吉盛资产管理有限责任公司",2.0
26,600187.SH,600187,国中水务,水务,2.5,1.0,1.0,41.35,"中央汇金资产管理有限责任公司
上海方圆达创投资合伙企业(有限合伙)-方圆-东方11号私募投资基金",2.0
