,ts_code,name,industry,COL_LASTPRICE,concept,circ_mv
0,603258.SH,电魂网络,互联网,24.45,"阿里巴巴概念股, 腾讯概念股, 游戏, 手游, ",28.49亿
1,603169.SH,兰石重装,专用机械,9.46,"一带一路, 核电, 定增破发, ",98.73亿
2,300605.SZ,恒锋信息,软件服务,25.25,"养老产业, 数字中国, 高送转, 智慧城市, 国产软件, 智慧安防, ",12.25亿
3,600844.SH,丹化科技,化工原料,4.74,"有色-锌, 有色金属, 资产重组, ",39.0亿
4,603388.SH,元成股份,建筑施工,13.41,"园林, PPP, ",11.41亿
5,002107.SZ,沃华医药,中成药,9.28,"医药, 中药, ",32.32亿
6,300579.SZ,数字认证,软件服务,28.31,"雄安-智慧城市, 网络安全, 高送转-填权, 雄安新区, 区块链, 国产软件, 彩票, 知识产权, ",18.71亿
7,300189.SZ,神农科技,种植业,4.92,"海南自由贸易港, 自贸区, 农业种植, 自由贸易港, 海南, ",43.43亿
8,002041.SZ,登海种业,种植业,11.11,"转基因, 乡村振兴, 农业种植, 人造肉, ",97.09亿
9,601038.SH,一拖股份,农用机械,6.7,"央企改革, 乡村振兴, 债转股-AMC, 农机, ",39.79亿
10,600490.SH,鹏欣资源,铜,5.36,"回购, 有色金属, 有色-镍, 有色-钴, 万达系, 有色-铜, 黄金, ",79.94亿
11,600819.SH,耀皮玻璃,玻璃,5.6,"业绩预增, 上海国企改革, 玻璃, ",41.86亿
12,600061.SH,国投资本,证券,14.4,"MSCI, 券商, 央企改革, 雄安-金融, 雄安新区, ",601.03亿
13,603787.SH,新日股份,摩托车,15.62,"共享经济, ",11.07亿
14,300494.SZ,盛天网络,互联网,12.07,"互联网金融, 电竞, 游戏, 手游, 创投, ",27.35亿
15,300339.SZ,润和软件,软件服务,13.85,"阿里巴巴概念股, 华为产业链, 无人驾驶, 云计算, 人工智能, 区块链, 国产软件, 国资入股, 独角兽, 蚂蚁金服概念股, 无人银行, ",102.92亿
16,000037.SZ,深南电A,火力发电,12.28,"火电, 电改, ",41.62亿
17,002636.SZ,金安国纪,元器件,10.0,"玻纤, ",24.64亿
18,300384.SZ,三联虹普,纺织机械,17.15,"锦纶（尼龙）, 工业自动化, 智能制造, 互联网金融, 大数据, ",31.19亿
19,300542.SZ,新晨科技,软件服务,15.03,"华为产业链, 军工, 军民融合, 高送转-填权, 区块链, 国产软件, ",12.73亿
20,600311.SH,荣华实业,黄金,4.97,"壳公司, 黄金, ",33.08亿
21,300730.SZ,科创信息,软件服务,21.9,"智能制造, 大数据, 工业互联网, 国产软件, 机器视觉, ",16.55亿
22,600259.SH,广晟有色,小金属,46.7,"有色金属, 债转股-AMC, 稀土磁材, 有色-钨, ",122.41亿
23,000545.SZ,金浦钛业,化工原料,4.29,"涤纶, 供应链金融, 钛白粉, 资产重组, ",41.16亿
24,600459.SH,贵研铂业,小金属,19.09,"特斯拉, 燃料电池, ",83.56亿
25,000812.SZ,陕西金叶,广告包装,4.31,"教育, 信托, 包装印刷, ",28.89亿
26,000629.SZ,攀钢钒钛,小金属,3.75,"央企改革, 有色金属, 业绩预增, 有色-钒, 钛白粉, 有色-钛, ST摘帽, ",178.77亿
27,300592.SZ,华凯创意,软件服务,12.02,"装修装饰, 人脸识别, ",
28,300588.SZ,熙菱信息,软件服务,13.0,"华为产业链, 新疆, 网络安全, 人工智能, 智慧城市, 国产软件, 智慧安防, 独角兽, ",10.23亿
29,300328.SZ,宜安科技,铝,9.98,"有色-铝, 特斯拉, 华为产业链, 有色金属, 汽车零部件, 医疗器械, 国资入股, ",45.94亿
30,300142.SZ,沃森生物,生物制药,26.94,"MSCI, 新进指数成份股, 医药, 创新药, 疫苗, 创业板人气股, ",370.98亿
31,600234.SH,*ST山水,文教休闲,8.19,"股权争夺, ST股, 壳公司, ",16.58亿
32,300301.SZ,长方集团,半导体,5.21,"教育, LED, ",31.38亿
33,002123.SZ,梦网集团,互联网,13.25,"密集调研, 物联网, 直播/短视频, 云计算, 区块链, 国资入股, 独角兽, ",82.55亿
34,300482.SZ,万孚生物,生物制药,38.0,"回购, 芬太尼概念, 基因测序, 医疗器械, 体外诊断, 工业大麻, ",91.05亿
35,603156.SH,养元饮品,软饮料,37.33,"新进指数成份股, 大消费, 饮料, ",238.71亿
36,300608.SZ,思特奇,软件服务,25.95,"大数据, 云计算, 高送转, 人工智能, 区块链, 国产软件, ",17.97亿
37,601608.SH,中信重工,专用机械,4.25,"业绩预增, 工业自动化, 智能制造, 工业互联网, 机器人, 强势人气股, ",184.43亿
38,600313.SH,农发种业,种植业,4.51,"央企改革, 转基因, 乡村振兴, 农垦, 土地流转, 农业种植, ",45.97亿
39,002427.SZ,*ST尤夫,化纤,15.52,"涤纶, 军工, 军民融合, 锂电池, 燃料电池, 新能源汽车, 举牌股, 股权转让, 国资入股, ST股, ",59.7亿
40,603908.SH,牧高笛,纺织,27.63,"纺织服装, 体育产业, ",6.37亿
41,002310.SZ,东方园林,建筑施工,5.95,"社保重仓, 旅游, 园林, 雄安-园林环保, 特色小镇, PPP, 环保, 雄安新区, 污水处理, 股权转让, 国资入股, ",96.89亿
42,300198.SZ,纳川股份,塑料,4.26,"核电, 地下管廊, 海绵城市, 锂电池, PPP, 新能源汽车, 股权转让, 共享经济, ",35.7亿
43,000803.SZ,金宇车城,电气设备,17.36,"风电, 光伏, ST摘帽, ",22.17亿
44,601881.SH,中国银河,证券,10.86,"券商, ",133.42亿
45,300435.SZ,中泰股份,机械基件,15.56,"天然气, 煤化工, 燃料电池, 资产重组, ",18.44亿
46,000632.SZ,三木集团,综合类,5.58,"福建自贸区, 房地产, 举牌股, 自贸区, ",25.97亿
