,ts_code,symbol,name,industry,COL_LASTPRICE,COL_DAILY_BREAK,COL_DAILY_BREAK_OFFSET1,COL_FLOAT_HOLDERS
0,002445.SZ,002445,*ST中南,影视音像,1.73,True,False,北京中融鼎新投资管理有限公司-中融鼎新-鼎融嘉盈6号投资基金
1,000806.SZ,000806,*ST银河,生物制药,1.76,True,False,
2,601518.SH,601518,吉林高速,路桥,2.3,True,True,
3,600275.SH,600275,ST昌鱼,农业综合,2.45,True,False,
4,600220.SH,600220,江苏阳光,纺织,2.68,True,True,"中央汇金资产管理有限责任公司
博时基金-农业银行-博时中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划"
5,601588.SH,601588,北辰实业,区域地产,2.78,True,False,"香港中央结算有限公司(陆股通)
基本养老保险基金一二零四组合"
6,600792.SH,600792,云煤能源,焦炭加工,2.81,True,True,"中国银行股份有限公司-招商中证煤炭等权指数分级证券投资基金
领航投资澳洲有限公司-领航新兴市场股指基金(交易所)
中央汇金资产管理有限责任公司"
7,000592.SZ,000592,平潭发展,林业,2.83,True,True,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
深圳平安大华汇通财富-平安银行-中融国际信托-中融-盈源11号证券投资集合资金信托计划"
8,000753.SZ,000753,漳州发展,汽车服务,2.92,True,True,领航投资澳洲有限公司-领航新兴市场股指基金(交易所)
9,002431.SZ,002431,棕榈股份,建筑工程,3.02,True,True,中央汇金资产管理有限责任公司
10,003816.SZ,003816,中国广核,新型电力,3.08,True,True,
11,002069.SZ,002069,獐子岛,渔业,3.16,True,False,北京吉融元通资产管理有限公司-和岛一号证券投资基金
12,000861.SZ,000861,海印股份,房产服务,3.17,True,True,香港中央结算有限公司(陆股通)
13,002154.SZ,002154,报喜鸟,服饰,3.26,True,True,中央汇金资产管理有限责任公司
14,002141.SZ,002141,贤丰控股,元器件,3.28,True,True,"深圳市前海建泓时代资产管理有限公司-建泓盈富二号投资基金
中国对外经济贸易信托有限公司-外贸信托-广荣2号结构化证券投资集合资金信托计划"
15,600870.SH,600870,ST厦华,家用电器,3.43,True,True,
16,002517.SZ,002517,恺英网络,互联网,3.47,True,False,"深圳市华泰瑞麟一号股权投资基金合伙企业(有限合伙)
深圳市华泰瑞麟一号股权投资基金合伙企业(有限合伙)"
17,300337.SZ,300337,银邦股份,铝,3.51,True,True,
18,000679.SZ,000679,*ST友谊,百货,3.72,True,True,
19,300005.SZ,300005,探路者,服饰,3.88,True,False,
20,600824.SH,600824,益民集团,百货,3.88,True,True,"香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-中证上海国企交易型开放式指数证券投资基金"
21,000807.SZ,000807,云铝股份,铝,4.07,True,True,"全国社保基金四一二组合
华泰资产管理有限公司-策略投资产品
香港中央结算有限公司(陆股通)
基本养老保险基金九零二组合
易方达基金-工商银行-易方达基金臻选2号资产管理计划
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
中国工商银行股份有限公司-富国沪深300增强证券投资基金"
22,002392.SZ,002392,北京利尔,其他建材,4.07,True,True,
23,000797.SZ,000797,中国武夷,全国地产,4.13,True,True,"华润深国投信托有限公司-华润信托·昀沣9号集合资金信托计划
中国对外经济贸易信托有限公司-淡水泉精选1期
平安信托有限责任公司-投资精英之淡水泉"
24,300278.SZ,300278,华昌达,专用机械,4.13,True,True,"陕西省国际信托股份有限公司-陕国投·永利33号证券投资集合资金信托计划
厦门国际信托有限公司-厦门信托-汇金1615号集合资金信托"
25,600811.SH,600811,东方集团,综合类,4.22,True,True,"昆仑信托有限责任公司-昆仑信托·东方集团定增一号集合资金信托计划
深圳市大华信安资产管理企业(有限合伙)-大华承运私募证券投资基金
中央汇金资产管理有限责任公司
中融金谷投资(北京)有限公司-中融金谷价值精选二号私募证券投资基金"
26,002228.SZ,002228,合兴包装,广告包装,4.25,True,False,兴证证券资管-浦发银行-兴证资管鑫众15号集合资产管理计划
27,000959.SZ,000959,首钢股份,普钢,4.32,True,True,"北京纳木纳尼资产管理有限公司
香港中央结算有限公司(陆股通)"
