,ts_code,symbol,name,industry,COL_HISTORY_BREAK,COL_MONTHLY_CHG,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,000004.SZ,000004,国华网安,互联网,False,-0.3045,16.25,"中国农业银行股份有限公司-交银施罗德成长混合型证券投资基金
中科汇通(厦门)股权投资基金有限公司",2.0
1,000007.SZ,000007,全新好,酒店餐饮,False,-0.1757,9.7,,0.0
2,000008.SZ,000008,神州高铁,运输设备,False,-0.1394,68.76,"鹏华资产-浦发银行-鹏华资产金润28号资产管理计划
鹏华资产-浦发银行-鹏华资产方圆6号资产管理计划
香港中央结算有限公司(陆股通)",3.0
3,000006.SZ,000006,深振业A,区域地产,False,-0.13570000000000002,69.03,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
深圳市前海火蓝资产管理有限公司-火蓝三人行1号私募证券投资基金",3.0
4,000009.SZ,000009,中国宝安,综合类,False,-0.1113,193.94,"全国社保基金五零三组合
全国社保基金四零三组合
广东粤财信托有限公司-粤财信托·腾鑫1号证券投资集合资金信托计划
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金",5.0
5,000011.SZ,000011,深物业A,区域地产,False,-0.06040000000000001,57.28,"中国银行股份有限公司-泰达宏利高研发创新6个月持有期混合型证券投资基金
中国工商银行股份有限公司-富国天惠精选成长混合型证券投资基金(LOF)
中国东方资产管理股份有限公司
中国工商银行股份有限公司-富国成长优选三年定期开放灵活配置混合型证券投资基金",4.0
6,000005.SZ,000005,世纪星源,环境保护,False,-0.024300000000000002,23.59,"长安国际信托股份有限公司
上海泽添资产管理中心(有限合伙)-泽熙投资基金1号私募投资基金",2.0
7,000010.SZ,000010,美丽生态,建筑工程,False,0.0626,19.89,"深圳市德远投资有限公司-德远梧桐山9号私募基金
上海衍金投资管理有限公司-衍金共生2号私募证券投资基金",2.0
8,000002.SZ,000002,万科A,全国地产,False,0.1027,2796.75,"招商财富-招商银行-德赢1号专项资产管理计划
香港中央结算有限公司(陆股通)
国信证券-工商银行-国信金鹏分级1号集合资产管理计划
中央汇金资产管理有限责任公司",4.0
9,000001.SZ,000001,平安银行,银行,False,0.4405,4277.03,"中国建设银行股份有限公司-华安聚优精选混合型证券投资基金
香港中央结算有限公司(陆股通)
全国社保基金一一七组合
中央汇金资产管理有限责任公司",4.0
