,ts_code,symbol,name,industry,COL_CONTINUOUS_LIMIT,COL_LAST_PCT_CHG,COL_LASTPRICE,concept
0,300573.SZ,300573,兴齐眼药,化学制药,10.0,10.0068,64.86,"医药, 化学药, 眼科, "
1,300768.SZ,300768,迪普科技,软件服务,10.0,10.0131,41.97,
2,002054.SZ,002054,德美化工,化工原料,5.0,10.0094,11.65,"半导体, 国资入股, 壳公司, 创投, "
3,300771.SZ,300771,智莱科技,电脑设备,4.0,10.0052,63.77,
4,000815.SZ,000815,美利云,造纸,3.0,10.0193,11.42,"大数据, 云计算, 造纸, 宁夏, "
5,002467.SZ,002467,二六三,电信运营,3.0,10.0281,11.74,"教育, 业绩预增, 物联网, 谷歌概念股, 直播/短视频, 云计算, 高送转, 人工智能, "
6,600794.SH,600794,保税科技,仓储物流,2.0,10.0346,6.36,"军工, 军民融合, 快递物流, "
7,300405.SZ,300405,科隆股份,化工原料,2.0,10.0469,11.72,"石油化工, "
8,600198.SH,600198,大唐电信,通信设备,2.0,10.0183,18.01,"5G, 阿里巴巴概念股, 国家队重仓, 央企改革, 物联网, 无人驾驶, 移动支付, 半导体, 智慧城市, 电竞, 国产芯片, 资产重组, ST股, 人脸识别, "
9,300051.SZ,300051,三五互联,互联网,2.0,10.0372,8.88,"数字中国, 云计算, 区块链, 国产软件, 腾讯概念股, 游戏, 手游, 动漫, "
10,002793.SZ,002793,东音股份,专用机械,2.0,9.9705,14.89,
11,600751.SH,600751,海航科技,水运,2.0,9.9034,4.55,"破净股, 京津冀, 自贸区, 天津自贸区, 资产重组, 独角兽, "
12,601865.SH,601865,福莱特,玻璃,2.0,10.0275,16.02,"次新股, 光伏, "
13,600864.SH,600864,哈投股份,证券,1.0,9.9765,9.37,"券商, 参股券商, "
14,600162.SH,600162,香江控股,全国地产,1.0,9.9237,2.88,"粤港澳大湾区, 房地产, 低价股, "
15,300659.SZ,300659,中孚信息,软件服务,1.0,10.0,37.62,"网络安全, 国产软件, 资产重组, "
16,603887.SH,603887,城地股份,建筑施工,1.0,10.0114,19.34,"云计算, 资产重组, "
17,603882.SH,603882,金域医学,医疗保健,1.0,9.9932,32.36,"华为产业链, 海南自由贸易港, 基因测序, 自贸区, 自由贸易港, 体外诊断, "
18,603777.SH,603777,来伊份,食品,1.0,10.0167,13.18,"大消费, 回购, 新零售, 食品, 休闲食品, 进口博览会, "
19,603637.SH,603637,镇海股份,建筑施工,1.0,9.9782,20.17,"大气治理, 环保, 举牌股, 股权争夺, "
20,300773.SZ,300773,拉卡拉,软件服务,1.0,9.9958,52.71,
21,600175.SH,600175,美都能源,综合类,1.0,9.9057,4.66,"油气改革, 破净股, 天然气, 石油化工, 高质押率, 锂电池, 互联网金融, 新能源汽车, 低价股, 石墨烯, 充电桩, "
22,601789.SH,601789,宁波建工,建筑施工,1.0,10.0671,4.92,"装配式建筑, 环杭州湾大湾区, 云计算, "
23,603317.SH,603317,天味食品,食品,1.0,9.9972,39.39,
24,600368.SH,600368,五洲交通,路桥,1.0,10.0271,4.06,"高速公路, 一带一路, 东盟博览会, 广西, "
25,600410.SH,600410,华胜天成,软件服务,1.0,9.9776,9.81,"阿里巴巴概念股, 国家队重仓, 回购, 军工, 军民融合, 物联网, 智慧物流, 网络安全, 智能制造, 大数据, 云计算, 人工智能, 工业互联网, 智慧城市, 国产软件, 国产芯片, 科创板概念股, 透明工厂, "
26,600682.SH,600682,南京新百,百货,1.0,9.9854,15.09,"健康中国, 养老产业, 定增破发, 高质押率, 医药, 创新药, 精准医疗, "
27,300609.SZ,300609,汇纳科技,互联网,1.0,9.9976,46.32,"高送转-预期, 大数据, 无人商店, "
28,000590.SZ,000590,启迪古汉,中成药,1.0,10.0069,15.83,"保健品, 食品, 医药, 中药, 雄安新区, 高校系, 资产重组, "
29,300442.SZ,300442,普丽盛,轻工机械,1.0,10.0,15.84,"工业自动化, 智能制造, "
30,300561.SZ,300561,汇金科技,软件服务,1.0,9.9812,17.52,"物联网, 互联网金融, 人工智能, 区块链, 国产软件, 资产重组, 无人银行, "
31,002761.SZ,002761,多喜爱,纺织,1.0,10.0246,22.39,"纺织服装, 高质押率, 举牌股, 高送转, 人工智能, 股权转让, 年报季报, "
32,002148.SZ,002148,北纬科技,互联网,1.0,9.9469,8.29,"回购, 物联网, 游戏, 手游, 创投, "
33,002158.SZ,002158,汉钟精机,工程机械,1.0,10.0,12.32,"雄安-公共服务, 燃料电池, 冷链, 雄安新区, 地热, "
34,002214.SZ,002214,大立科技,电器仪表,1.0,9.9532,9.39,"军工, 军民融合, 智能制造, 智慧安防, 机器人, 壳公司, "
35,002316.SZ,002316,亚联发展,软件服务,1.0,10.0104,10.55,"华为产业链, 新零售, 互联网金融, 移动支付, 大数据, 智慧城市, 独角兽, 电子车牌, "
36,002417.SZ,002417,深南股份,多元金融,1.0,10.0228,9.66,"供应链金融, 互联网金融, 大数据, 云计算, "
37,002418.SZ,002418,康盛股份,机械基件,1.0,9.9836,6.72,"新能源整车, 汽车整车, 白色家电, 家电, 燃料电池, 新能源汽车, 石墨烯, 资产重组, "
38,002656.SZ,002656,摩登大道,服饰,1.0,10.0152,7.25,"纺织服装, 定增破发, 高质押率, 股权转让, VR&AR, 资产重组, "
39,002723.SZ,002723,金莱特,家用电器,1.0,10.0153,14.39,"小家电, 家电, 资产重组, "
40,300042.SZ,300042,朗科科技,电脑设备,1.0,10.0,13.86,"高质押率, 高送转, 知识产权, "
41,300526.SZ,300526,中潜股份,专用机械,1.0,10.0085,12.97,"纺织服装, 智能制造, 机器人, 体育产业, "
42,300050.SZ,300050,世纪鼎利,软件服务,1.0,9.9591,8.06,"5G, 阿里巴巴概念股, 教育, 物联网, 定增破发, 大数据, 无人商店, 股权转让, "
43,300146.SZ,300146,汤臣倍健,食品,1.0,9.9949,21.46,"高股息, 大消费, 社保重仓, 饮料, 粤港澳大湾区, 保健品, 食品, 基因测序, 人工智能, 资产重组, "
44,300202.SZ,300202,聚龙股份,专用机械,1.0,10.0473,9.31,"国家队重仓, 社保重仓, 物联网, 高质押率, 智能制造, 互联网金融, 区块链, 无人商店, 机器视觉, 资产重组, 人脸识别, "
45,300249.SZ,300249,依米康,软件服务,1.0,10.0134,8.24,"阿里巴巴概念股, 物联网, 大气治理, 环保, 智能制造, 云计算, 智慧城市, 机器人, "
46,300292.SZ,300292,吴通控股,软件服务,1.0,10.066,6.67,"5G, 光通信, 华为产业链, 物联网, 滴滴出行概念股, 独角兽, "
47,300310.SZ,300310,宜通世纪,通信设备,1.0,10.0,7.92,"混改, 华为产业链, 物联网, 定增破发, 互联网医疗, 工业互联网, "
48,300344.SZ,300344,太空智造,其他建材,1.0,9.9863,8.04,"装配式建筑, 雄安-建材, 雄安新区, "
49,300366.SZ,300366,创意信息,软件服务,1.0,10.0216,10.21,"5G, 华为产业链, 大数据, 智慧城市, 国产软件, "
50,603906.SH,603906,龙蟠科技,化工原料,1.0,10.0239,13.83,"社保重仓, 石油化工, "
