,ts_code,symbol,name,industry,COL_EIGEN_SLOPE,COL_LAST_PCT_CHG,COL_LASTPRICE
0,002668.SZ,002668,奥马电器,家用电器,3.72,10.0775,7.1
1,300072.SZ,300072,三聚环保,环境保护,5.13,10.0352,12.5
2,300682.SZ,300682,朗新科技,软件服务,4.99,7.6742,27.5
3,300268.SZ,300268,佳沃股份,农业综合,1.54,5.861,17.52
4,300099.SZ,300099,精准信息,电器仪表,3.92,4.845,10.82
5,300542.SZ,300542,新晨科技,软件服务,-4.86,4.2821,20.7
6,600146.SH,600146,商赢环球,服饰,-7.04,3.5286,14.67
7,300130.SZ,300130,新国都,电脑设备,2.79,3.3978,17.65
8,600271.SH,600271,航天信息,电脑设备,-1.93,2.0582,28.76
9,300297.SZ,300297,蓝盾股份,软件服务,-7.6,1.5524,7.85
10,000066.SZ,000066,中国长城,电脑设备,1.44,1.5275,9.97
11,002177.SZ,002177,御银股份,电脑设备,1.46,1.5152,6.7
12,300104.SZ,300104,乐视网,互联网,-5.65,1.2,2.53
13,300561.SZ,300561,汇金科技,软件服务,5.39,1.0814,19.63
14,603000.SH,603000,人民网,互联网,-7.04,1.0773,26.27
15,300676.SZ,300676,华大基因,医疗保健,-4.41,1.0646,70.25
16,300051.SZ,300051,三五互联,互联网,1.22,0.9284,7.61
17,600093.SH,600093,易见股份,仓储物流,-1.19,0.7024,15.77
18,002530.SZ,002530,金财互联,专用机械,0.99,0.6349,12.68
19,300002.SZ,300002,神州泰岳,软件服务,1.44,0.4008,5.01
20,002649.SZ,002649,博彦科技,软件服务,-9.9,0.1969,10.18
21,300579.SZ,300579,数字认证,软件服务,-7.85,0.1894,52.9
22,002268.SZ,002268,卫士通,软件服务,-3.74,0.1255,31.92
23,601800.SH,601800,中国交建,建筑施工,-0.69,-0.0718,13.91
24,300465.SZ,300465,高伟达,软件服务,-1.76,-0.2041,9.78
25,601318.SH,601318,中国平安,保险,1.67,-0.2131,84.3
26,002024.SZ,002024,苏宁易购,电器连锁,-3.25,-0.2149,13.93
27,300478.SZ,300478,杭州高新,橡胶,1.73,-0.3503,17.07
28,002139.SZ,002139,拓邦股份,元器件,5.36,-0.4471,6.68
29,603106.SH,603106,恒银金融,电脑设备,2.94,-0.5155,13.51
30,002123.SZ,002123,梦网集团,互联网,-0.5,-0.5356,13.0
31,300383.SZ,300383,光环新网,电信运营,2.6,-0.7058,18.29
32,300089.SZ,300089,文化长城,陶瓷,-1.24,-0.7174,6.92
33,600839.SH,600839,四川长虹,家用电器,1.55,-0.8242,3.61
34,002670.SZ,002670,国盛金控,证券,-0.87,-0.8246,13.23
35,300562.SZ,300562,乐心医疗,医疗保健,-1.37,-0.9029,13.17
36,300468.SZ,300468,四方精创,软件服务,-1.19,-0.9375,19.02
37,000961.SZ,000961,中南建设,建筑施工,-2.38,-1.0045,8.87
38,300608.SZ,300608,思特奇,软件服务,-2.87,-1.1524,26.59
39,300166.SZ,300166,东方国信,软件服务,-1.1,-1.1596,14.49
40,300287.SZ,300287,飞利信,软件服务,2.78,-1.1605,5.11
41,002152.SZ,002152,广电运通,电脑设备,1.69,-1.2552,7.08
42,000889.SZ,000889,中嘉博创,通信设备,2.81,-1.2851,12.29
43,300379.SZ,300379,东方通,软件服务,-1.78,-1.2948,22.87
44,002663.SZ,002663,普邦股份,建筑施工,2.16,-1.3158,3.75
45,002610.SZ,002610,爱康科技,电气设备,-3.14,-1.3158,2.25
46,002657.SZ,002657,中科金财,软件服务,-2.87,-1.3171,20.23
47,002642.SZ,002642,荣之联,软件服务,-3.55,-1.3216,6.72
48,300352.SZ,300352,北信源,软件服务,2.62,-1.3699,5.76
49,601619.SH,601619,嘉泽新能,新型电力,1.81,-1.3889,5.68
50,300219.SZ,300219,鸿利智汇,元器件,2.98,-1.4943,8.57
51,002537.SZ,002537,海联金汇,汽车整车,-4.84,-1.5025,11.8
52,600633.SH,600633,浙数文化,互联网,-2.44,-1.5209,10.36
53,000606.SZ,000606,顺利办,互联网,5.87,-1.5287,7.73
54,300168.SZ,300168,万达信息,软件服务,1.16,-1.5625,16.38
55,300541.SZ,300541,先进数通,软件服务,-3.44,-1.6304,18.1
56,300431.SZ,300431,暴风集团,互联网,2.97,-1.633,10.24
57,002103.SZ,002103,广博股份,文教休闲,-5.2,-1.6453,5.38
58,300052.SZ,300052,中青宝,互联网,2.5,-1.6722,11.76
59,002797.SZ,002797,第一创业,证券,-1.76,-1.6796,7.61
60,300350.SZ,300350,华鹏飞,仓储物流,2.45,-1.7327,7.94
61,600598.SH,600598,北大荒,种植业,1.08,-1.7341,10.2
62,002117.SZ,002117,东港股份,广告包装,-0.49,-1.751,20.2
63,000971.SZ,000971,ST高升,互联网,2.61,-1.7544,3.92
64,600208.SH,600208,新湖中宝,全国地产,-2.06,-1.7766,3.87
65,600588.SH,600588,用友网络,软件服务,3.08,-1.8089,32.57
66,601360.SH,601360,三六零,互联网,1.21,-1.8331,25.17
67,300612.SZ,300612,宣亚国际,广告包装,-2.15,-1.8333,22.49
68,300386.SZ,300386,飞天诚信,软件服务,-1.28,-1.8634,14.22
69,002509.SZ,002509,天广中茂,专用机械,5.67,-1.8692,3.15
