,ts_code,symbol,name,industry,COL_CHG,COL_PROBABILITY,COL_CIRC_MV
0,301013.SZ,301013,N利和兴,专用机械,6.49,151.93,12.27
1,301004.SZ,301004,C嘉益,家居用品,2.86,75.54,7.09
2,301012.SZ,301012,扬电科技,电气设备,-2.36,68.09,6.92
3,301007.SZ,301007,德迈仕,汽车配件,1.33,39.65,7.48
4,301019.SZ,301019,C色母,塑料,-2.53,31.09,10.8
5,301011.SZ,301011,华立科技,文教休闲,1.68,30.73,8.65
6,300998.SZ,300998,宁波方正,汽车配件,-3.28,30.61,7.03
7,301010.SZ,301010,晶雪节能,其他建材,-3.05,29.57,6.11
8,301002.SZ,301002,崧盛股份,电气设备,17.84,25.32,18.35
9,300997.SZ,300997,欢乐家,软饮料,-1.52,24.03,15.85
10,601528.SH,601528,瑞丰银行,银行,33.19,18.51,23.5
11,001208.SZ,001208,华菱线缆,电气设备,46.4,16.77,10.33
12,001207.SZ,001207,联科科技,化工原料,61.12,15.68,15.07
13,301009.SZ,301009,可靠股份,造纸,30.29,13.64,19.54
14,300996.SZ,300996,普联软件,软件服务,2.94,11.48,11.82
15,601665.SH,601665,齐鲁银行,银行,20.47,7.37,42.6
16,300984.SZ,300984,金沃股份,机械基件,0.64,7.29,5.67
17,600905.SH,600905,三峡能源,新型电力,16.7,7.13,441.99
18,603529.SH,603529,爱玛科技,摩托车,19.74,7.13,37.78
19,301006.SZ,301006,迈拓股份,电器仪表,1.19,7.06,10.08
20,605499.SH,605499,东鹏饮料,软饮料,6.72,5.52,100.35
21,300339.SZ,300339,润和软件,软件服务,47.83,5.45,334.51
22,300671.SZ,300671,富满电子,半导体,81.85,4.57,269.8
23,301008.SZ,301008,宏昌科技,电气设备,1.37,4.43,8.24
24,300581.SZ,300581,晨曦航空,航空,39.26,4.05,119.09
25,603876.SH,603876,鼎胜新材,铝,35.47,3.77,134.64
26,300393.SZ,300393,中来股份,塑料,71.91,3.66,96.38
27,002772.SZ,002772,众兴菌业,种植业,87.06,3.63,40.81
28,605319.SH,605319,无锡振华,汽车配件,-2.23,3.43,8.97
