,ts_code,name,industry,COL_LASTPRICE,concept,circ_mv
0,000713.SZ,丰乐种业,种植业,16.51,"农药, 安徽国企改革, 转基因, 乡村振兴, 业绩预增, 农业种植, 人造肉, ",49.34亿
1,000795.SZ,英洛华,矿物制品,6.53,"业绩预增, 稀土磁材, 智能制造, 机器人, ",57.88亿
2,002164.SZ,宁波东力,电气设备,6.37,"风电, 定增破发, ",27.78亿
3,600366.SH,宁波韵升,电器仪表,8.53,"特斯拉, 回购, 稀土磁材, 苹果产业链, 创投, ",84.37亿
4,002057.SZ,中钢天源,元器件,16.44,"硅锰, 央企改革, 债转股-AMC, 稀土磁材, 锂电池, 燃料电池, 新能源汽车, 高送转, ",52.55亿
5,600313.SH,农发种业,种植业,4.26,"央企改革, 转基因, 乡村振兴, 农垦, 土地流转, 农业种植, ",43.43亿
6,300167.SZ,迪威迅,通信设备,7.43,"智慧城市, 国资入股, 智慧安防, ",22.31亿
7,000831.SZ,五矿稀土,小金属,14.46,"央企改革, 业绩预增, 稀土磁材, ",141.84亿
8,002404.SZ,嘉欣丝绸,纺织,7.63,"供应链金融, 纺织服装, 环杭州湾大湾区, 人民币贬值受益, 举牌股, ",35.03亿
9,300345.SZ,红宇新材,钢加工,7.64,"军工, 军民融合, 工业自动化, 3D打印, 智能制造, ",28.16亿
10,002905.SZ,金逸影视,影视音像,24.53,"影视, ",16.48亿
11,300401.SZ,花园生物,食品,15.62,"医药, 化学药, 维生素, ",71.7亿
12,300282.SZ,三盛教育,文教休闲,18.12,"教育, 高送转, ",41.21亿
13,603159.SH,上海亚虹,专用机械,25.09,,6.27亿
14,600894.SH,广日股份,运输设备,8.0,"国家队重仓, 破净股, 工业自动化, 智慧停车, 智能制造, 机器人, ",68.8亿
15,603320.SH,迪贝电气,机械基件,26.04,,8.46亿
16,000863.SZ,三湘印象,区域地产,5.75,"旅游, 回购, 房地产, 创投, ",52.75亿
17,002203.SZ,海亮股份,铜,11.03,"有色金属, 有色-钴, 工业自动化, 智能制造, 有色-铜, ",180.21亿
18,603028.SH,赛福天,钢加工,11.29,"壳公司, ",24.93亿
19,603318.SH,派思股份,专用机械,26.59,"天然气, 物联网, 股权转让, 国资入股, 资产重组, ",106.94亿
20,002727.SZ,一心堂,医药商业,30.27,"医药商业, 医药, 医疗信息化, ",88.47亿
21,300285.SZ,国瓷材料,陶瓷,16.79,"有色-锆, 被动元件, 有色金属, 业绩预增, 高送转-填权, 医疗器械, 年报季报, ",115.63亿
22,002759.SZ,天际股份,家用电器,12.13,"业绩预增, 小家电, 高质押率, 家电, 锂电池, 新能源汽车, ",22.82亿
23,002311.SZ,海大集团,饲料,31.42,"MSCI, 新进指数成份股, 社保重仓, 饲料, 养猪, 供应链金融, ",488.11亿
24,300347.SZ,泰格医药,医疗保健,68.0,"MSCI, 新进指数成份股, 医药, 创新药, 高送转, ",236.92亿
25,603517.SH,绝味食品,食品,47.61,"大消费, 社保重仓, 食品, 休闲食品, ",77.94亿
26,603658.SH,安图生物,医疗保健,65.63,"医疗器械, 体外诊断, ",89.61亿
27,002884.SZ,凌霄泵业,专用机械,30.29,"回购, 高送转, ",19.66亿
28,603939.SH,益丰药房,医药商业,63.45,"医药商业, 医药, 中药, 资产重组, 年报季报, ",230.13亿
29,603883.SH,老百姓,医药商业,61.16,"MSCI, 医药商业, 医药, ",163.3亿
30,000568.SZ,泸州老窖,白酒,74.1,"MSCI, 白酒, ",1081.94亿
