,trade_date,ts_code,name,close,pct_change,net_amount,amount_rate,float_values,reason,buy_sell_rate,amount_in_values
0,20200605,601827.SH,N三峰,9.85,44.0058,12195879.0,103.19,0.0,当日无价格涨跌幅限制的A股，出现异常波动停牌的,30.33,0.0
1,20200605,601827.SH,N三峰,9.85,44.0058,12195879.0,103.19,0.0,无价格涨跌幅限制的证券,30.33,0.0
2,20200605,300835.SZ,龙磁科技,67.91,9.9935,12670380.0,94.94,991817100.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,27.83,0.01
3,20200605,300837.SZ,浙矿股份,25.3,43.9954,1335771.0,108.17,0.0,无价格涨跌幅限制的证券,11.23,0.0
4,20200605,300836.SZ,佰奥智能,69.57,6.4575,46143538.0,13.28,731570581.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,3.37,0.06
5,20200605,603353.SH,和顺石油,37.41,9.9971,167840746.0,32.44,1032109600.0,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,3.22,0.16
6,20200605,300836.SZ,佰奥智能,69.57,6.4575,42938418.0,12.84,731570581.0,连续三个交易日内，日均换手率与前五个交易日的日均换手率的比值达到30倍，且换手率累计达20%的证券,3.15,0.06
7,20200605,300836.SZ,佰奥智能,69.57,6.4575,42938418.0,12.84,731570581.0,日换手率达到20%的前五只证券,3.15,0.06
8,20200605,603906.SH,龙蟠科技,11.92,9.9631,49540489.0,31.81,2989209600.0,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,2.84,0.02
9,20200605,300113.SZ,顺网科技,21.88,10.005,111668525.0,37.24,9592697719.0,日涨幅偏离值达到7%的前五只证券,2.0,0.01
10,20200605,600415.SH,小商品城,5.57,10.0791,34445437.0,67.57,25038785209.0,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前三只证券,1.88,0.0
11,20200605,000897.SZ,津滨发展,2.55,9.9138,4160174.0,134.98,3752007550.0,日涨幅偏离值达到7%的前五只证券,1.86,0.0
12,20200605,002256.SZ,*ST兆新,1.01,5.2083,63075842.0,75.71,1269684117.0,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券,1.7,0.05
13,20200605,000426.SZ,兴业矿业,7.25,8.3707,50878552.0,37.03,9634337661.0,日涨幅偏离值达到7%的前五只证券,1.33,0.01
14,20200605,002981.SZ,朝阳科技,46.57,9.9906,21837208.0,15.95,1047120000.0,日涨幅偏离值达到7%的前五只证券,0.75,0.02
15,20200605,002981.SZ,朝阳科技,46.57,9.9906,21837208.0,15.95,1047120000.0,日换手率达到20%的前五只证券,0.75,0.02
16,20200605,300390.SZ,天华超净,12.41,10.0177,36295928.0,22.38,3842805320.0,日涨幅偏离值达到7%的前五只证券,0.7,0.01
17,20200605,002105.SZ,信隆健康,6.17,9.9822,19667852.0,18.19,1879350000.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.69,0.01
18,20200605,002356.SZ,*ST赫美,1.4,5.2632,5446825.0,56.64,609904040.0,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券,0.68,0.01
19,20200605,000504.SZ,*ST生物,8.59,5.0122,4255537.0,41.27,2420144235.0,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券,0.63,0.0
20,20200605,200468.SZ,宁通信B,2.21,9.9503,118318.0,161.79,167565780.0,日涨幅偏离值达到7%的前五只证券,0.62,0.0
21,20200605,603950.SH,长源东谷,29.6,6.5131,33135855.0,15.81,1518205515.0,有价格涨跌幅限制的日换手率达到20%的前三只证券,0.61,0.02
22,20200605,002943.SZ,宇晶股份,24.01,9.9863,11755611.0,32.67,1144734840.0,日涨幅偏离值达到7%的前五只证券,0.61,0.01
23,20200605,600478.SH,科力远,4.36,10.101,11628887.0,23.87,6352360751.0,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前三只证券,0.59,0.0
24,20200605,300002.SZ,神州泰岳,6.93,10.0,48822824.0,26.9,10463271612.0,日涨幅偏离值达到7%的前五只证券,0.55,0.0
25,20200605,300537.SZ,广信材料,20.85,9.4488,28651661.0,17.73,2204970033.0,日换手率达到20%的前五只证券,0.47,0.01
26,20200605,300242.SZ,佳云科技,8.61,9.9617,48500794.0,15.13,4195014102.0,日涨幅偏离值达到7%的前五只证券,0.44,0.01
27,20200605,300242.SZ,佳云科技,8.61,9.9617,48500794.0,15.13,4195014102.0,日换手率达到20%的前五只证券,0.44,0.01
28,20200605,300097.SZ,智云股份,14.76,9.9851,20607803.0,19.18,2654239276.0,日涨幅偏离值达到7%的前五只证券,0.41,0.01
29,20200605,002448.SZ,中原内配,5.82,10.0189,20749593.0,35.36,2420695824.0,日涨幅偏离值达到7%的前五只证券,0.41,0.01
30,20200605,000612.SZ,焦作万方,5.86,5.3957,14653092.0,11.93,6896220863.0,日振幅值达到15%的前五只证券,0.4,0.0
31,20200605,000721.SZ,西安饮食,5.8,10.0569,15580802.0,15.31,2087496346.0,日涨幅偏离值达到7%的前五只证券,0.36,0.01
32,20200605,000721.SZ,西安饮食,5.8,10.0569,15580802.0,15.31,2087496346.0,日换手率达到20%的前五只证券,0.36,0.01
33,20200605,300242.SZ,佳云科技,8.61,9.9617,55671659.0,18.63,4195014102.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.34,0.01
34,20200605,300816.SZ,艾可蓝,86.52,10.0064,32922462.0,18.21,1430000000.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.3,0.02
35,20200605,002986.SZ,宇新股份,59.6,-4.6095,6494913.0,11.87,1795339000.0,日换手率达到20%的前五只证券,0.29,0.0
36,20200605,300680.SZ,隆盛科技,20.77,6.8416,15370093.0,19.24,1467900562.0,日换手率达到20%的前五只证券,0.28,0.01
37,20200605,300537.SZ,广信材料,20.85,9.4488,24194137.0,13.29,2204970033.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.26,0.01
38,20200605,000557.SZ,西部创业,4.77,9.9078,11554875.0,26.5,6181564679.0,日涨幅偏离值达到7%的前五只证券,0.16,0.0
39,20200605,300220.SZ,金运激光,53.0,-8.6522,6483268.0,48.22,7167429211.0,日振幅值达到15%的前五只证券,0.08,0.0
