,ts_code,symbol,name,industry,COL_CHG,COL_LAST_CHG,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,003040.SZ,003040,楚天龙,元器件,61.12820512820514,10.014,12.32,,0.0
1,003039.SZ,003039,顺控发展,水务,61.08512628624882,10.0085,32.03,,0.0
2,603988.SH,603988,中电电机,电气设备,61.057692307692314,10.0164,47.28,,0.0
3,603759.SH,603759,海天股份,水务,61.02850061957867,9.9873,20.27,,0.0
4,002269.SZ,002269,美邦服饰,服饰,60.621761658031105,9.9291,77.89,,0.0
5,000065.SZ,000065,北方国际,建筑工程,58.0872011251758,7.9731,75.66,,0.0
6,688630.SH,688630,芯碁微装,专用机械,51.9047619047619,51.9048,16.45,,0.0
7,603080.SH,603080,新疆火炬,供气供热,50.49099836333879,9.988,26.02,,0.0
8,003036.SZ,003036,泰坦股份,纺织机械,49.37759336099585,10.0244,9.72,,0.0
9,003001.SZ,003001,中岩大地,建筑工程,46.44444444444444,9.9905,11.21,,0.0
10,002162.SZ,002162,悦心健康,医疗保健,46.189376443418006,10.087,54.02,中央汇金资产管理有限责任公司,1.0
11,688661.SH,688661,和林微纳,元器件,44.41087613293049,14.1902,7.78,,0.0
12,300458.SZ,300458,全志科技,元器件,40.583837664649344,3.377,102.85,"中国建设银行股份有限公司-华夏国证半导体芯片交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司
国泰君安证券股份有限公司-国联安中证全指半导体产品与设备交易型开放式指数证券投资基金",3.0
13,002900.SZ,002900,哈三联,化学制药,39.76897689768979,10.0,28.93,,0.0
14,600509.SH,600509,天富能源,火力发电,35.64013840830449,9.9579,90.27,,0.0
15,600780.SH,600780,通宝能源,火力发电,33.68146214099217,-2.1033,58.7,"易方达基金-农业银行-易方达中证金融资产管理计划
银华基金-农业银行-银华中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
北京默名资产管理有限公司-默名融智阳光12期基金
南方基金-农业银行-南方中证金融资产管理计划
华夏基金-农业银行-华夏中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划
博时基金-农业银行-博时中证金融资产管理计划
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划
中央汇金资产管理有限责任公司
大成基金-农业银行-大成中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划",12.0
16,002542.SZ,002542,中化岩土,建筑工程,33.33333333333333,10.0917,52.37,,0.0
