,ts_code,symbol,name,industry,COL_LASTPRICE,COL_FITNESS
0,600288.SH,600288,大恒科技,软件服务,12.52,393.34
1,300161.SZ,300161,华中数控,机床制造,15.91,376.42
2,300613.SZ,300613,富瀚微,半导体,95.36,306.96
3,600756.SH,600756,浪潮软件,软件服务,25.64,257.75
4,603278.SH,603278,大业股份,钢加工,13.04,254.17
5,300183.SZ,300183,东软载波,软件服务,15.01,242.57
6,002338.SZ,002338,奥普光电,电器仪表,15.69,234.58
7,002006.SZ,002006,精功科技,专用机械,5.8,218.95
8,002075.SZ,002075,沙钢股份,特种钢,9.13,217.75
9,600338.SH,600338,西藏珠峰,铅锌,36.66,207.57
10,600696.SH,600696,ST岩石,区域地产,7.9,203.2
11,603701.SH,603701,德宏股份,汽车配件,18.58,193.38
12,300401.SZ,300401,花园生物,食品,16.33,192.71
13,601901.SH,601901,方正证券,证券,7.26,190.55
14,002869.SZ,002869,金溢科技,通信设备,28.59,186.39
15,603110.SH,603110,东方材料,染料涂料,15.12,177.94
16,300282.SZ,300282,三盛教育,文教休闲,18.4,176.97
17,000062.SZ,000062,深圳华强,批发业,14.39,171.82
18,002042.SZ,002042,华孚时尚,纺织,7.45,167.68
19,002646.SZ,002646,青青稞酒,白酒,13.99,162.55
20,000758.SZ,000758,中色股份,铅锌,6.19,159.76
21,300404.SZ,300404,博济医药,医疗保健,24.55,157.55
22,000612.SZ,000612,焦作万方,铝,6.3,151.33
23,600770.SH,600770,综艺股份,综合类,6.86,145.93
24,300246.SZ,300246,宝莱特,医疗保健,15.39,143.27
25,603929.SH,603929,亚翔集成,装修装饰,18.92,142.72
26,002156.SZ,002156,通富微电,半导体,9.43,138.83
27,000970.SZ,000970,中科三环,元器件,11.77,136.12
28,600360.SH,600360,华微电子,半导体,6.54,133.03
29,002222.SZ,002222,福晶科技,元器件,12.81,128.91
30,300287.SZ,300287,飞利信,软件服务,4.68,128.08
31,300192.SZ,300192,科斯伍德,文教休闲,9.86,125.51
32,600797.SH,600797,浙大网新,软件服务,10.35,124.9
33,002515.SZ,002515,金字火腿,食品,6.1,118.8
34,300399.SZ,300399,京天利,互联网,13.66,116.22
35,300490.SZ,300490,华自科技,电气设备,12.8,114.11
36,300374.SZ,300374,恒通科技,其他建材,10.52,113.66
37,603078.SH,603078,江化微,化工原料,28.05,112.62
38,300709.SZ,300709,精研科技,元器件,45.7,112.27
39,002465.SZ,002465,海格通信,通信设备,9.87,112.23
40,603909.SH,603909,合诚股份,建筑施工,29.9,111.95
41,600058.SH,600058,五矿发展,商贸代理,9.97,110.59
42,600546.SH,600546,山煤国际,煤炭开采,5.45,105.4
43,002169.SZ,002169,智光电气,电气设备,5.99,104.88
44,600745.SH,600745,闻泰科技,通信设备,33.98,101.2
45,300245.SZ,300245,天玑科技,软件服务,10.48,100.94
46,002387.SZ,002387,维信诺,元器件,12.34,99.36
47,600392.SH,600392,盛和资源,小金属,11.66,99.21
48,002378.SZ,002378,章源钨业,小金属,7.18,98.88
49,300301.SZ,300301,长方集团,半导体,4.69,98.45
50,002240.SZ,002240,威华股份,家居用品,9.24,95.23
51,300474.SZ,300474,景嘉微,元器件,43.49,95.06
52,001896.SZ,001896,豫能控股,火力发电,4.6,94.62
53,603499.SH,603499,翔港科技,广告包装,34.77,94.43
54,600330.SH,600330,天通股份,元器件,8.14,93.16
55,002161.SZ,002161,远望谷,通信设备,8.28,92.6
56,600592.SH,600592,龙溪股份,机械基件,11.75,92.35
57,002773.SZ,002773,康弘药业,中成药,48.64,91.98
58,600502.SH,600502,安徽水利,建筑施工,4.76,91.57
59,300463.SZ,300463,迈克生物,医疗保健,22.12,89.74
60,600531.SH,600531,豫光金铅,铅锌,4.99,89.43
61,300540.SZ,300540,深冷股份,专用机械,19.26,88.94
62,002383.SZ,002383,合众思壮,通信设备,12.05,85.68
63,300655.SZ,300655,晶瑞股份,化工原料,16.38,85.39
64,600549.SH,600549,厦门钨业,小金属,15.39,85.38
65,600416.SH,600416,湘电股份,电气设备,6.89,84.95
66,000066.SZ,000066,中国长城,电脑设备,9.74,84.33
67,002232.SZ,002232,启明信息,软件服务,10.0,83.41
68,000988.SZ,000988,华工科技,电器仪表,14.68,82.76
69,600536.SH,600536,中国软件,软件服务,58.91,81.9
70,601028.SH,601028,玉龙股份,钢加工,5.55,81.47
71,600111.SH,600111,北方稀土,小金属,12.96,80.91
72,600183.SH,600183,生益科技,元器件,13.92,80.53
73,603787.SH,603787,新日股份,摩托车,12.85,80.46
74,300180.SZ,300180,华峰超纤,化纤,14.0,80.3
75,000021.SZ,000021,深科技,电脑设备,8.67,79.93
76,002056.SZ,002056,横店东磁,元器件,7.58,79.78
77,603186.SH,603186,华正新材,元器件,26.43,78.96
78,002882.SZ,002882,金龙羽,电气设备,12.88,78.81
79,300659.SZ,300659,中孚信息,软件服务,37.49,77.98
80,300127.SZ,300127,银河磁体,元器件,17.03,77.9
81,002426.SZ,002426,胜利精密,元器件,2.86,77.31
82,600206.SH,600206,有研新材,半导体,13.08,77.17
83,300708.SZ,300708,聚灿光电,半导体,13.82,76.71
84,601066.SH,601066,中信建投,证券,23.52,76.26
85,002073.SZ,002073,软控股份,软件服务,6.0,76.07
86,300647.SZ,300647,超频三,元器件,15.01,75.52
87,300018.SZ,300018,中元股份,电气设备,6.26,75.5
88,600421.SH,600421,*ST仰帆,机械基件,12.47,75.16
89,300661.SZ,300661,圣邦股份,元器件,99.27,74.82
90,002104.SZ,002104,恒宝股份,元器件,6.99,74.64
91,000962.SZ,000962,东方钽业,小金属,8.66,74.48
92,000792.SZ,000792,*ST盐湖,化工原料,7.59,74.12
93,300397.SZ,300397,天和防务,通信设备,21.55,72.7
94,603707.SH,603707,健友股份,化学制药,33.98,72.7
95,600035.SH,600035,楚天高速,路桥,3.62,72.11
96,002836.SZ,002836,新宏泽,广告包装,14.9,72.02
97,002939.SZ,002939,长城证券,证券,13.0,71.74
98,002512.SZ,002512,达华智能,元器件,4.96,70.03
99,002842.SZ,002842,翔鹭钨业,小金属,23.03,70.02
100,300310.SZ,300310,宜通世纪,通信设备,6.97,69.16
101,300653.SZ,300653,正海生物,医疗保健,61.72,68.62
102,002368.SZ,002368,太极股份,软件服务,32.68,68.34
103,600158.SH,600158,中体产业,文教休闲,11.05,67.47
104,002856.SZ,002856,美芝股份,装修装饰,22.5,67.44
105,600155.SH,600155,华创阳安,证券,14.77,67.23
106,002919.SZ,002919,名臣健康,日用化工,26.5,66.02
107,600792.SH,600792,云煤能源,焦炭加工,4.0,65.77
108,300345.SZ,300345,红宇新材,钢加工,7.24,65.36
109,300327.SZ,300327,中颖电子,半导体,22.81,65.19
110,600059.SH,600059,古越龙山,红黄药酒,9.46,64.61
111,002151.SZ,002151,北斗星通,通信设备,25.53,64.44
112,000657.SZ,000657,中钨高新,小金属,7.46,64.39
113,300592.SZ,300592,华凯创意,软件服务,11.56,64.35
114,002280.SZ,002280,联络互动,软件服务,4.06,63.65
115,300034.SZ,300034,钢研高纳,小金属,13.87,63.29
116,300236.SZ,300236,上海新阳,半导体,35.57,63.13
117,000420.SZ,000420,吉林化纤,化纤,2.94,63.1
118,000863.SZ,000863,三湘印象,区域地产,5.46,62.92
119,300165.SZ,300165,天瑞仪器,电器仪表,5.71,62.79
120,300283.SZ,300283,温州宏丰,电气设备,5.11,62.35
121,300666.SZ,300666,江丰电子,元器件,40.6,62.0
122,300330.SZ,300330,华虹计通,软件服务,11.88,61.77
123,300761.SZ,300761,立华股份,农业综合,65.45,61.51
124,603977.SH,603977,国泰集团,化工原料,8.38,60.9
125,600850.SH,600850,华东电脑,软件服务,22.65,60.77
126,300493.SZ,300493,润欣科技,通信设备,8.46,60.65
127,600624.SH,600624,复旦复华,综合类,12.99,60.56
128,000655.SZ,000655,金岭矿业,普钢,5.81,60.2
129,002812.SZ,002812,恩捷股份,广告包装,54.43,60.2
130,600599.SH,600599,熊猫金控,多元金融,14.58,59.93
131,000948.SZ,000948,南天信息,软件服务,11.52,59.64
132,002261.SZ,002261,拓维信息,互联网,5.86,59.3
133,300027.SZ,300027,华谊兄弟,影视音像,5.35,59.16
134,300025.SZ,300025,华星创业,通信设备,6.42,58.85
135,300169.SZ,300169,天晟新材,塑料,9.01,58.16
136,300101.SZ,300101,振芯科技,通信设备,11.5,57.83
137,000550.SZ,000550,江铃汽车,汽车整车,27.63,57.78
138,300706.SZ,300706,阿石创,元器件,25.59,57.59
139,600776.SH,600776,东方通信,通信设备,23.9,57.06
140,002902.SZ,002902,铭普光磁,元器件,29.67,57.05
141,300623.SZ,300623,捷捷微电,半导体,21.96,57.04
142,300339.SZ,300339,润和软件,软件服务,12.08,56.81
143,002768.SZ,002768,国恩股份,塑料,26.27,56.07
144,300152.SZ,300152,科融环境,环境保护,5.62,55.49
145,002703.SZ,002703,浙江世宝,汽车配件,6.82,54.96
146,300624.SZ,300624,万兴科技,软件服务,53.52,54.69
147,000007.SZ,000007,全新好,酒店餐饮,7.13,53.89
148,002153.SZ,002153,石基信息,软件服务,32.38,53.76
149,601162.SH,601162,天风证券,证券,9.15,53.27
150,002167.SZ,002167,东方锆业,小金属,7.39,53.0
151,300046.SZ,300046,台基股份,半导体,18.21,52.56
152,002638.SZ,002638,勤上股份,文教休闲,2.94,52.46
153,300419.SZ,300419,浩丰科技,软件服务,6.81,51.58
154,600128.SH,600128,弘业股份,商贸代理,8.25,51.47
155,603936.SH,603936,博敏电子,元器件,18.44,51.34
156,002299.SZ,002299,圣农发展,农业综合,29.21,51.25
157,600892.SH,600892,大晟文化,影视音像,5.8,51.21
158,002395.SZ,002395,双象股份,塑料,20.08,50.74
159,603377.SH,603377,东方时尚,汽车服务,17.08,50.72
160,300173.SZ,300173,智慧松德,轻工机械,5.42,50.67
161,300565.SZ,300565,科信技术,通信设备,13.94,50.66
162,002428.SZ,002428,云南锗业,小金属,7.69,50.63
163,300532.SZ,300532,今天国际,软件服务,15.15,50.17
164,002866.SZ,002866,传艺科技,电脑设备,12.55,50.14
165,002564.SZ,002564,天沃科技,化工机械,5.86,49.98
166,300674.SZ,300674,宇信科技,软件服务,33.99,49.85
167,300636.SZ,300636,同和药业,化学制药,19.4,49.83
168,300036.SZ,300036,超图软件,软件服务,16.1,49.62
169,000993.SZ,000993,闽东电力,水力发电,8.39,49.24
170,002858.SZ,002858,力盛赛车,文教休闲,18.96,48.95
171,600815.SH,600815,*ST厦工,工程机械,3.2,48.76
172,603189.SH,603189,网达软件,软件服务,16.65,48.76
173,300035.SZ,300035,中科电气,电气设备,5.96,48.52
174,000831.SZ,000831,五矿稀土,小金属,16.51,48.48
175,300672.SZ,300672,国科微,半导体,50.53,48.43
176,300195.SZ,300195,长荣股份,轻工机械,9.23,48.42
177,002886.SZ,002886,沃特股份,塑料,21.59,47.96
178,600604.SH,600604,市北高新,园区开发,14.57,47.9
179,002017.SZ,002017,东信和平,通信设备,13.85,47.68
180,300210.SZ,300210,森远股份,专用机械,4.35,47.58
181,603005.SH,603005,晶方科技,半导体,18.78,47.35
182,300053.SZ,300053,欧比特,半导体,11.61,46.92
183,300325.SZ,300325,德威新材,塑料,6.35,46.84
184,603712.SH,603712,七一二,通信设备,21.6,46.72
185,002953.SZ,002953,日丰股份,电气设备,34.86,46.26
186,002177.SZ,002177,御银股份,电脑设备,6.23,46.12
187,300373.SZ,300373,扬杰科技,半导体,16.04,46.07
188,600720.SH,600720,祁连山,水泥,8.5,45.94
189,603668.SH,603668,天马科技,饲料,12.09,45.91
190,000761.SZ,000761,本钢板材,普钢,4.53,45.36
191,300045.SZ,300045,华力创通,电脑设备,9.74,45.31
192,002667.SZ,002667,鞍重股份,工程机械,8.49,45.26
193,600530.SH,600530,交大昂立,医疗保健,6.93,45.15
194,002455.SZ,002455,百川股份,化工原料,6.7,45.0
195,300370.SZ,300370,安控科技,电器仪表,4.41,44.87
196,600667.SH,600667,太极实业,半导体,7.51,44.74
197,600730.SH,600730,中国高科,综合类,6.47,44.65
198,600195.SH,600195,中牧股份,饲料,12.65,44.39
199,002757.SZ,002757,南兴装备,家居用品,40.87,44.07
200,600171.SH,600171,上海贝岭,半导体,14.6,43.84
201,603519.SH,603519,立霸股份,家用电器,16.89,43.76
202,600460.SH,600460,士兰微,半导体,17.18,43.69
203,002579.SZ,002579,中京电子,元器件,10.06,43.63
204,600163.SH,600163,中闽能源,新型电力,4.41,43.35
205,002798.SZ,002798,帝欧家居,家居用品,20.98,43.04
206,300482.SZ,300482,万孚生物,生物制药,35.69,42.91
207,002819.SZ,002819,东方中科,电器仪表,23.55,42.7
208,002932.SZ,002932,明德生物,医疗保健,43.98,42.26
209,600961.SH,600961,株冶集团,铅锌,9.0,42.25
210,000555.SZ,000555,神州信息,软件服务,11.74,42.22
211,603506.SH,603506,南都物业,房产服务,26.61,42.07
212,600835.SH,600835,上海机电,运输设备,16.6,42.05
213,002468.SZ,002468,申通快递,仓储物流,24.42,41.99
214,002690.SZ,002690,美亚光电,专用机械,29.55,41.91
215,000652.SZ,000652,泰达股份,批发业,4.12,41.73
216,600281.SH,600281,太化股份,化工原料,5.19,41.7
217,002112.SZ,002112,三变科技,电气设备,8.52,41.67
218,002185.SZ,002185,华天科技,半导体,5.6,41.66
219,600331.SH,600331,宏达股份,铅锌,3.49,41.37
