,ts_code,symbol,name,industry,COL_LASTPRICE,COL_FITNESS
0,002607.SZ,002607,中公教育,文教休闲,14.11,8464.93
1,000157.SZ,000157,中联重科,工程机械,5.99,5146.88
2,600252.SH,600252,中恒集团,中成药,2.93,4371.46
3,600196.SH,600196,复星医药,化学制药,25.86,2515.07
4,002734.SZ,002734,利民股份,农药化肥,15.1,2103.88
5,601005.SH,601005,重庆钢铁,普钢,2.02,2044.55
6,002216.SZ,002216,三全食品,食品,10.49,1974.32
7,000632.SZ,000632,三木集团,综合类,5.61,1909.99
8,002352.SZ,002352,顺丰控股,仓储物流,33.52,1880.54
9,300151.SZ,300151,昌红科技,机械基件,6.53,1880.13
10,600519.SH,600519,贵州茅台,白酒,979.86,1856.63
11,601888.SH,601888,中国国旅,旅游服务,85.0,1773.93
12,603811.SH,603811,诚意药业,化学制药,19.44,1764.03
13,603987.SH,603987,康德莱,医疗保健,7.37,1737.85
14,600419.SH,600419,天润乳业,乳制品,15.82,1729.58
15,300193.SZ,300193,佳士科技,专用机械,8.24,1699.02
16,600107.SH,600107,美尔雅,服饰,7.0,1610.8
17,603387.SH,603387,基蛋生物,生物制药,25.77,1604.91
18,603316.SH,603316,诚邦股份,建筑施工,8.83,1491.2
19,600976.SH,600976,健民集团,中成药,16.87,1471.47
20,603658.SH,603658,安图生物,医疗保健,66.32,1458.41
21,002493.SZ,002493,荣盛石化,化纤,12.01,1453.13
22,002032.SZ,002032,苏泊尔,家用电器,75.95,1442.97
23,002250.SZ,002250,联化科技,化工原料,11.16,1413.28
24,000661.SZ,000661,长春高新,生物制药,333.14,1386.81
25,600276.SH,600276,恒瑞医药,化学制药,66.5,1360.26
26,300529.SZ,300529,健帆生物,医疗保健,60.1,1348.26
27,300632.SZ,300632,光莆股份,半导体,17.28,1333.62
28,600069.SH,600069,银鸽投资,造纸,2.54,1323.82
29,600379.SH,600379,宝光股份,电气设备,8.78,1309.56
30,300133.SZ,300133,华策影视,影视音像,6.71,1281.5
31,600335.SH,600335,国机汽车,汽车配件,7.08,1265.21
32,300506.SZ,300506,名家汇,建筑施工,9.68,1262.9
33,600515.SH,600515,海航基础,全国地产,4.99,1247.9
34,002223.SZ,002223,鱼跃医疗,医疗保健,24.88,1247.18
35,603355.SH,603355,莱克电气,家用电器,20.99,1236.69
36,002550.SZ,002550,千红制药,生物制药,4.73,1221.77
37,600343.SH,600343,航天动力,航空,10.4,1218.94
38,603365.SH,603365,水星家纺,纺织,19.3,1212.39
39,603366.SH,603366,日出东方,家用电器,3.95,1193.43
40,002619.SZ,002619,艾格拉斯,互联网,3.5,1189.49
41,002153.SZ,002153,石基信息,软件服务,35.17,1187.95
42,600812.SH,600812,华北制药,化学制药,4.46,1184.0
43,000513.SZ,000513,丽珠集团,中成药,33.12,1174.86
44,600306.SH,600306,商业城,百货,8.24,1144.62
45,000869.SZ,000869,张裕A,红黄药酒,31.92,1134.39
46,600009.SH,600009,上海机场,机场,79.2,1132.72
47,002926.SZ,002926,华西证券,证券,10.52,1107.69
48,000811.SZ,000811,冰轮环境,工程机械,8.89,1077.97
49,603444.SH,603444,吉比特,互联网,208.5,1057.13
50,600415.SH,600415,小商品城,商品城,4.17,1055.92
51,600436.SH,600436,片仔癀,中成药,115.1,1047.67
52,601588.SH,601588,北辰实业,区域地产,3.91,1045.43
53,002728.SZ,002728,特一药业,中成药,16.56,1031.47
54,603416.SH,603416,信捷电气,电气设备,24.75,1026.88
55,603528.SH,603528,多伦科技,软件服务,7.54,1005.38
56,601900.SH,601900,南方传媒,出版业,9.69,1003.66
57,002259.SZ,002259,*ST升达,供气供热,2.15,1001.85
58,600260.SH,600260,凯乐科技,通信设备,19.58,999.33
59,600148.SH,600148,长春一东,汽车配件,15.75,997.41
60,300637.SZ,300637,扬帆新材,化工原料,13.33,983.45
61,600000.SH,600000,浦发银行,银行,11.66,963.94
62,300417.SZ,300417,南华仪器,电器仪表,23.57,954.19
63,300440.SZ,300440,运达科技,软件服务,7.87,952.7
64,600729.SH,600729,重庆百货,百货,31.74,932.48
65,601718.SH,601718,际华集团,服饰,3.93,913.59
66,300463.SZ,300463,迈克生物,医疗保健,24.99,911.07
67,603259.SH,603259,药明康德,化学制药,86.89,903.82
68,000999.SZ,000999,华润三九,中成药,29.33,894.94
69,300575.SZ,300575,中旗股份,农药化肥,28.91,883.8
70,000430.SZ,000430,张家界,旅游景点,5.68,881.74
71,600787.SH,600787,中储股份,仓储物流,5.66,879.01
72,000720.SZ,000720,新能泰山,区域地产,5.46,872.45
73,002511.SZ,002511,中顺洁柔,造纸,12.43,872.44
74,600719.SH,600719,大连热电,供气供热,5.28,867.44
75,603899.SH,603899,晨光文具,文教休闲,44.08,863.39
76,300685.SZ,300685,艾德生物,生物制药,52.8,859.86
77,603222.SH,603222,济民制药,化学制药,42.95,854.44
78,002624.SZ,002624,完美世界,影视音像,26.02,852.12
79,600363.SH,600363,联创光电,元器件,12.11,847.5
80,300595.SZ,300595,欧普康视,医疗保健,39.53,838.97
81,000001.SZ,000001,平安银行,银行,13.37,836.23
82,600158.SH,600158,中体产业,文教休闲,12.08,833.95
83,600739.SH,600739,辽宁成大,商贸代理,14.56,826.47
84,002300.SZ,002300,太阳电缆,电气设备,7.87,821.53
85,300532.SZ,300532,今天国际,软件服务,15.81,819.37
86,300577.SZ,300577,开润股份,纺织,34.12,818.46
87,002797.SZ,002797,第一创业,证券,6.35,808.39
88,601989.SH,601989,中国重工,船舶,5.59,806.66
89,600557.SH,600557,康缘药业,中成药,14.85,806.28
90,002638.SZ,002638,勤上股份,文教休闲,2.93,805.48
91,300293.SZ,300293,蓝英装备,专用机械,8.88,803.0
92,600243.SH,600243,青海华鼎,机床制造,4.81,794.23
93,000523.SZ,000523,广州浪奇,日用化工,5.47,790.67
94,002349.SZ,002349,精华制药,中成药,5.96,781.31
95,300479.SZ,300479,神思电子,软件服务,15.23,760.0
96,000166.SZ,000166,申万宏源,证券,5.01,756.51
97,603605.SH,603605,珀莱雅,日用化工,64.28,755.24
98,600370.SH,600370,三房巷,纺织,3.11,755.07
99,000950.SZ,000950,重药控股,医药商业,5.53,748.91
100,300457.SZ,300457,赢合科技,专用机械,25.21,746.2
101,300162.SZ,300162,雷曼光电,元器件,6.61,744.19
102,600277.SH,600277,亿利洁能,综合类,5.09,742.75
103,600268.SH,600268,国电南自,电气设备,6.09,741.1
104,601890.SH,601890,亚星锚链,船舶,6.64,740.94
105,000800.SZ,000800,一汽轿车,汽车整车,10.24,740.85
106,600007.SH,600007,中国国贸,园区开发,14.67,740.67
107,603580.SH,603580,艾艾精工,化工原料,19.48,739.31
108,002555.SZ,002555,三七互娱,互联网,13.68,739.3
109,300608.SZ,300608,思特奇,软件服务,25.6,734.23
110,603955.SH,603955,大千生态,环境保护,15.88,733.72
111,601088.SH,601088,中国神华,煤炭开采,20.32,732.35
112,002439.SZ,002439,启明星辰,软件服务,26.82,731.96
113,600827.SH,600827,百联股份,超市连锁,9.85,730.8
