,ts_code,symbol,name,industry,COL_IS_MEDICAL,COL_LASTPRICE,COL_DAILY_BREAK,COL_RECENT_AGGRESSIVE,COL_UP_RANGE,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,688180.SH,688180,N君实-U,生物制药,True,151.0,True,True,0.0,,0.0
1,300452.SZ,300452,山河药辅,化学制药,True,26.61,True,True,0.16,"中国银行股份有限公司-国投瑞银医疗保健行业灵活配置混合型证券投资基金
中国工商银行股份有限公司-诺安灵活配置混合型证券投资基金",2.0
2,300813.SZ,300813,泰林生物,医疗保健,True,71.11,True,True,0.21,,0.0
3,002940.SZ,002940,昂利康,化学制药,True,59.89,True,True,0.22,"中国工商银行股份有限公司-国泰鑫睿混合型证券投资基金
中国银行股份有限公司-国泰鑫利一年持有期混合型证券投资基金
深圳前海行健资本管理有限公司-前海行健玄策二号私募证券投资基金
广发银行股份有限公司-国泰聚信价值优势灵活配置混合型证券投资基金
中国农业银行股份有限公司-国泰金牛创新成长混合型证券投资基金",5.0
4,600771.SH,600771,广誉远,中成药,True,16.51,True,True,0.23,"国寿安保基金-建设银行-人寿保险-中国人寿保险(集团)公司委托国寿安保基金混合型组合
兴业国际信托有限公司-兴享进取明达1号证券投资集合资金信托计划
华能贵诚信托有限公司-华能信托·悦晟3号单一资金信托",3.0
5,002873.SZ,002873,新天药业,中成药,True,21.72,True,True,0.25,武汉惠人生物创业投资基金中心(有限合伙),1.0
6,002435.SZ,002435,长江健康,化学制药,True,4.53,True,True,0.26,"华安资产管理(香港)有限公司-客户资金专户1号(交易所)
西藏信托有限公司-西藏信托-莱沃50号集合资金信托计划",2.0
7,600833.SH,600833,第一医药,医药商业,True,12.71,True,True,0.27,,0.0
8,688321.SH,688321,微芯生物,化学制药,True,70.07,True,True,0.28,,0.0
9,300723.SZ,300723,一品红,化学制药,True,50.48,True,True,0.29,"中国工商银行股份有限公司-国泰鑫睿混合型证券投资基金
招商银行股份有限公司-国泰聚优价值灵活配置混合型证券投资基金
广发银行股份有限公司-国泰聚信价值优势灵活配置混合型证券投资基金
中国农业银行股份有限公司-国泰金牛创新成长混合型证券投资基金",4.0
10,300412.SZ,300412,迦南科技,医疗保健,True,9.45,True,True,0.29,"北信瑞丰基金-平安银行-北信瑞丰基金浙商汇融5号资产管理计划
中央汇金资产管理有限责任公司",2.0
11,688085.SH,688085,三友医疗,医疗保健,True,78.57,True,True,0.29,,0.0
12,300171.SZ,300171,东富龙,医疗保健,True,17.19,True,True,0.3,汇添富基金管理股份有限公司-社保基金一五零二组合,1.0
13,300267.SZ,300267,尔康制药,化学制药,True,4.99,True,True,0.3,,0.0
14,688202.SH,688202,美迪西,医疗保健,True,145.0,True,True,0.31,"中国工商银行股份有限公司-融通健康产业灵活配置混合型证券投资基金
中国工商银行股份有限公司-博时科创主题3年封闭运作灵活配置混合型证券投资基金
中国建设银行股份有限公司-南方医药保健灵活配置混合型证券投资基金
中国建设银行股份有限公司-长城医疗保健混合型证券投资基金
中国建设银行股份有限公司-华宝医药生物优选混合型证券投资基金
博时基金-国新投资有限公司-博时基金-国新2号单一资产管理计划
中国银行股份有限公司-博时医疗保健行业混合型证券投资基金
中国建设银行股份有限公司-工银瑞信前沿医疗股票型证券投资基金",8.0
15,002020.SZ,002020,京新药业,化学制药,True,13.7,True,True,0.32,"建信基金-杭州银行-杭州玖擎投资管理合伙企业(有限合伙)
香港中央结算有限公司(陆股通)
上海国际集团资产管理有限公司
芜湖弘唯基石投资基金管理合伙企业(有限合伙)-信保基石1号专项私募投资基金",4.0
16,688310.SH,688310,迈得医疗,医疗保健,True,43.33,True,True,0.32,,0.0
17,605199.SH,605199,葫芦娃,中成药,True,9.94,True,True,0.33,,0.0
18,688277.SH,688277,天智航-U,医疗保健,True,116.97,True,True,0.36,,0.0
19,000153.SZ,000153,丰原药业,化学制药,True,10.0,True,True,0.36,,0.0
20,300358.SZ,300358,楚天科技,医疗保健,True,10.81,True,True,0.38,"鹏华资产-兴业银行-鹏华资产德传医疗资产管理计划
中央汇金资产管理有限责任公司
湖南省资产管理有限公司
西藏德传投资管理有限公司-德传附子证券投资基金
中投天琪期货-浙商金汇信托股份有限公司-浙金·浦发-津杉-国泰定增1号集合资金信托计划",5.0
21,002007.SZ,002007,华兰生物,生物制药,True,55.39,True,True,0.38,"交通银行-易方达50指数证券投资基金
中国银行股份有限公司-易方达中小盘混合型证券投资基金
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
中国银行股份有限公司-易方达蓝筹精选混合型证券投资基金",5.0
22,300086.SZ,300086,康芝药业,化学制药,True,6.61,True,True,0.39,云南国际信托有限公司-聚鑫2026号集合资金信托计划,1.0
