,ts_code,symbol,name,industry,COL_LASTPRICE,COL_FITNESS
0,000997.SZ,000997,新大陆,软件服务,19.02,1942.91
1,002679.SZ,002679,福建金森,林业,27.2,1621.96
2,600277.SH,600277,亿利洁能,综合类,8.92,1584.92
3,300342.SZ,300342,天银机电,元器件,9.6,1543.82
4,300633.SZ,300633,开立医疗,医疗保健,29.47,1392.02
5,603583.SH,603583,捷昌驱动,电气设备,69.9,1214.02
6,603806.SH,603806,福斯特,塑料,36.2,1147.3
7,002559.SZ,002559,亚威股份,机床制造,8.62,1141.72
8,300268.SZ,300268,佳沃股份,农业综合,16.75,1066.42
9,600519.SH,600519,贵州茅台,白酒,971.97,1026.6
10,603811.SH,603811,诚意药业,化学制药,21.9,1000.36
11,601699.SH,601699,潞安环能,煤炭开采,8.08,954.73
12,601888.SH,601888,中国国旅,旅游服务,79.98,951.4
13,600066.SH,600066,宇通客车,汽车整车,13.88,894.3
14,002135.SZ,002135,东南网架,建筑施工,7.02,889.83
15,601555.SH,601555,东吴证券,证券,11.11,825.71
16,300529.SZ,300529,健帆生物,医疗保健,61.98,815.29
17,600301.SH,600301,ST南化,化工原料,7.09,793.37
18,300015.SZ,300015,爱尔眼科,医疗保健,37.09,758.24
19,300303.SZ,300303,聚飞光电,半导体,3.66,704.42
20,600395.SH,600395,盘江股份,煤炭开采,5.86,699.51
21,300288.SZ,300288,朗玛信息,软件服务,15.62,697.13
22,300661.SZ,300661,圣邦股份,元器件,91.67,677.06
23,600617.SH,600617,国新能源,供气供热,5.57,663.52
24,300459.SZ,300459,金科文化,化工原料,9.07,649.55
25,000534.SZ,000534,万泽股份,生物制药,11.0,632.83
26,300199.SZ,300199,翰宇药业,化学制药,10.96,625.91
27,000688.SZ,000688,国城矿业,铅锌,13.09,621.21
28,000715.SZ,000715,中兴商业,百货,10.31,620.3
29,002515.SZ,002515,金字火腿,食品,7.06,619.75
30,002727.SZ,002727,一心堂,医药商业,28.25,618.35
31,002241.SZ,002241,歌尔股份,元器件,10.37,618.18
32,603003.SH,603003,龙宇燃油,石油贸易,9.63,615.28
33,002757.SZ,002757,南兴装备,家居用品,38.8,593.5
34,002475.SZ,002475,立讯精密,元器件,26.19,592.91
35,002882.SZ,002882,金龙羽,电气设备,12.15,587.71
36,300760.SZ,300760,迈瑞医疗,医疗保健,140.95,573.84
37,002359.SZ,002359,北讯集团,通信设备,10.97,559.51
38,300050.SZ,300050,世纪鼎利,软件服务,7.25,557.54
39,300212.SZ,300212,易华录,软件服务,33.6,547.41
40,300385.SZ,300385,雪浪环境,环境保护,23.24,543.7
41,002261.SZ,002261,拓维信息,互联网,6.06,540.16
42,603677.SH,603677,奇精机械,机械基件,16.07,537.34
43,603127.SH,603127,昭衍新药,医疗保健,46.84,529.52
44,300097.SZ,300097,智云股份,电器仪表,13.35,526.62
45,600009.SH,600009,上海机场,机场,70.5,512.62
46,600996.SH,600996,贵广网络,影视音像,10.11,509.89
47,000596.SZ,000596,古井贡酒,白酒,117.58,508.7
48,603028.SH,603028,赛福天,钢加工,9.25,508.12
49,002148.SZ,002148,北纬科技,互联网,7.46,508.04
50,002436.SZ,002436,兴森科技,元器件,5.2,506.8
51,300494.SZ,300494,盛天网络,互联网,11.48,506.15
52,603899.SH,603899,晨光文具,文教休闲,38.31,501.43
53,002634.SZ,002634,棒杰股份,服饰,6.13,493.36
54,601666.SH,601666,平煤股份,煤炭开采,4.3,485.89
55,300495.SZ,300495,美尚生态,环境保护,14.33,484.29
56,000713.SZ,000713,丰乐种业,种植业,6.52,483.64
57,603611.SH,603611,诺力股份,运输设备,19.2,481.09
58,600110.SH,600110,诺德股份,电气设备,5.28,476.12
59,603345.SH,603345,安井食品,食品,46.15,469.47
60,300264.SZ,300264,佳创视讯,通信设备,6.41,469.1
61,300436.SZ,300436,广生堂,化学制药,26.93,468.21
62,600153.SH,600153,建发股份,商贸代理,10.37,468.12
63,300285.SZ,300285,国瓷材料,陶瓷,16.53,465.9
64,300308.SZ,300308,中际旭创,通信设备,53.15,464.33
65,002821.SZ,002821,凯莱英,生物制药,94.27,463.2
66,603848.SH,603848,好太太,家居用品,21.82,462.22
67,000568.SZ,000568,泸州老窖,白酒,76.37,461.42
68,002816.SZ,002816,和科达,专用机械,22.18,460.3
69,603043.SH,603043,广州酒家,食品,29.1,459.78
70,300488.SZ,300488,恒锋工具,机械基件,27.32,457.59
71,603283.SH,603283,赛腾股份,专用机械,19.76,449.29
72,603096.SH,603096,新经典,出版业,61.47,448.1
73,002886.SZ,002886,沃特股份,塑料,22.32,444.37
74,600261.SH,600261,阳光照明,家用电器,4.57,440.83
75,002837.SZ,002837,英维克,专用机械,18.99,439.12
76,002564.SZ,002564,天沃科技,化工机械,6.1,438.83
77,300595.SZ,300595,欧普康视,医疗保健,58.18,438.04
78,002866.SZ,002866,传艺科技,电脑设备,13.42,436.65
79,300376.SZ,300376,易事特,电气设备,5.82,431.48
80,300161.SZ,300161,华中数控,机床制造,13.77,426.28
81,601015.SH,601015,陕西黑猫,焦炭加工,5.66,424.94
82,002138.SZ,002138,顺络电子,元器件,19.18,419.16
83,002319.SZ,002319,乐通股份,染料涂料,12.82,418.42
84,300709.SZ,300709,精研科技,元器件,44.29,417.28
85,002214.SZ,002214,大立科技,电器仪表,8.46,416.76
86,300021.SZ,300021,大禹节水,农业综合,8.08,415.1
87,601318.SH,601318,中国平安,保险,86.43,412.67
88,600050.SH,600050,中国联通,电信运营,6.71,411.73
89,000403.SZ,000403,振兴生化,生物制药,29.2,409.37
90,600667.SH,600667,太极实业,半导体,7.29,404.46
91,000667.SZ,000667,美好置业,全国地产,2.79,401.88
92,002127.SZ,002127,南极电商,互联网,12.1,401.42
