,ts_code,symbol,name,industry,COL_CHG,COL_PROBABILITY,COL_CIRC_MV
0,600112.SH,600112,*ST天成,电气设备,55.33,1.0,15.58
1,600198.SH,600198,*ST大唐,通信设备,37.48,0.8,67.18
2,000752.SZ,000752,*ST西发,啤酒,33.76,0.6,16.51
3,603032.SH,603032,*ST德新,公共交通,36.95,0.6,25.86
4,000820.SZ,000820,*ST节能,环境保护,21.83,0.6,11.88
5,000980.SZ,000980,*ST众泰,汽车配件,27.37,0.6,73.64
6,600311.SH,600311,ST荣华,黄金,34.2,0.6,17.24
7,600241.SH,600241,ST时万,商贸代理,32.61,0.6,19.87
8,002473.SZ,002473,*ST圣莱,家用电器,25.59,0.4,12.02
9,600306.SH,600306,*ST商城,百货,36.49,0.4,17.39
10,600146.SH,600146,*ST环球,服饰,29.11,0.4,9.59
11,000611.SZ,000611,*ST天首,纺织,19.71,0.2,10.47
12,600666.SH,600666,ST瑞德,元器件,15.58,0.2,14.31
13,600365.SH,600365,ST通葡,红黄酒,14.86,0.2,16.08
14,600291.SH,600291,*ST西水,保险,28.07,0.2,31.92
15,600084.SH,600084,*ST中葡,红黄酒,12.94,0.2,51.02
16,000707.SZ,000707,*ST双环,化工原料,22.18,0.2,15.08
17,300312.SZ,300312,*ST邦讯,通信设备,23.99,0.2,8.33
18,002592.SZ,002592,ST八菱,汽车配件,20.43,0.2,14.47
19,002356.SZ,002356,*ST赫美,其他商业,29.44,0.2,13.43
20,002210.SZ,002210,*ST飞马,仓储物流,13.25,0.2,75.0
21,002021.SZ,002021,ST中捷,纺织机械,16.13,0.2,14.85
22,000806.SZ,000806,*ST银河,生物制药,24.08,0.2,21.26
23,603157.SH,603157,*ST拉夏,服饰,16.72,0.2,11.38
