,ts_code,symbol,name,industry,COL_LASTPRICE,COL_RECENT_LIMIT_COUNT_15,COL_RECENT_LIMIT_COUNT_3,COL_CONTINUOUS_LIMIT_COUNT,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,300891.SZ,300891,C惠云,化工原料,20.24,1.0,1.0,53.0,19.12,,0.0
1,300890.SZ,300890,C翔丰华,矿物制品,60.04,1.0,1.0,31.0,14.25,,0.0
2,300313.SZ,300313,天山生物,农业综合,34.66,11.0,2.0,19.0,63.83,"北京泽盈投资有限公司-泽盈顺势8号私募证券投资基金
北京泽盈投资有限公司-泽盈顺势3号私募证券投资基金",2.0
3,300301.SZ,300301,长方集团,半导体,8.3,6.0,3.0,10.0,51.78,,0.0
4,605009.SH,605009,豪悦护理,造纸,144.39,6.0,3.0,9.0,38.51,,0.0
5,605358.SH,605358,立昂微,半导体,11.41,6.0,3.0,9.0,4.63,,0.0
6,003000.SZ,003000,华文食品,食品,10.59,5.0,3.0,8.0,4.24,,0.0
7,300405.SZ,300405,科隆股份,化工原料,16.18,4.0,3.0,8.0,23.75,"中天证券-辽阳市国有资产经营(集团)有限公司-中天证券天沃1号单一资产管理计划
上海银叶阶跃资产管理有限公司-银叶阶跃定增1号私募基金
中央汇金资产管理有限责任公司",3.0
8,300888.SZ,300888,C稳健,医疗保健,111.29,1.0,1.0,7.0,48.05,,0.0
9,605369.SH,605369,拱东医疗,医疗保健,55.15,3.0,3.0,6.0,11.03,,0.0
10,300064.SZ,300064,豫金刚石,矿物制品,6.64,4.0,3.0,6.0,42.41,,0.0
11,603112.SH,603112,华翔股份,机械基件,12.39,2.0,2.0,5.0,6.59,,0.0
12,605198.SH,605198,N德利,软饮料,10.94,1.0,1.0,4.0,2.19,,0.0
13,300881.SZ,300881,盛德鑫泰,钢加工,46.46,3.0,2.0,4.0,10.93,,0.0
14,300128.SZ,300128,锦富技术,元器件,5.68,2.0,2.0,4.0,61.2,"上海睿度资产管理有限公司-睿度资产聚缘1号私募证券投资基金
泰兴市智成产业投资基金(有限合伙)",2.0
15,688301.SH,688301,N奕瑞,专用机械,160.1,1.0,1.0,3.0,24.98,,0.0
16,600481.SH,600481,双良节能,环境保护,4.49,3.0,3.0,3.0,73.06,中央汇金资产管理有限责任公司,1.0
