,ts_code,symbol,name,industry,COL_CONTINUOUS_LIMIT,COL_LASTPRICE,concept,circ_mv
0,300782.SZ,300782,卓胜微,元器件,6.0,90.02,,22.5亿
1,300023.SZ,300023,宝德股份,专用机械,6.0,10.45,"油服, 页岩气, 工业自动化, 智能制造, 壳公司, 强势人气股, ",15.09亿
2,300371.SZ,300371,汇中股份,电器仪表,4.0,15.03,"物联网, 智能仪表, 京津冀, ",16.18亿
3,300210.SZ,300210,森远股份,专用机械,4.0,5.85,"雄安-建材, 3D打印, 智能制造, 雄安新区, 雄安-工程基建, 壳公司, 垃圾分类, ",23.41亿
4,300105.SZ,300105,龙源技术,电器仪表,4.0,6.5,"电改, 央企改革, 大气治理, 环保, ",33.36亿
5,002848.SZ,002848,高斯贝尔,通信设备,3.0,16.94,"5G, 被动元件, 家电, 黑色家电, ",14.84亿
6,300594.SZ,300594,朗进科技,运输设备,3.0,36.45,,8.1亿
7,300536.SZ,300536,农尚环境,建筑施工,3.0,12.29,"园林, PPP, 高送转-填权, ",13.14亿
8,603863.SH,603863,松炀资源,造纸,3.0,19.07,,9.82亿
9,002645.SZ,002645,华宏科技,专用机械,3.0,8.83,"稀土磁材, 垃圾分类, ",
10,300267.SZ,300267,尔康制药,化学制药,2.0,5.48,"高质押率, 医药, 化学药, 工业大麻, ",74.38亿
11,603738.SH,603738,泰晶科技,元器件,2.0,21.37,"被动元件, 华为产业链, ",12.56亿
12,002667.SZ,002667,鞍重股份,工程机械,2.0,8.9,"壳公司, ",14.59亿
13,002591.SZ,002591,恒大高新,化工原料,2.0,9.5,"PCB板, 回购, 腾讯概念股, 创投, 垃圾分类, ",17.71亿
14,300414.SZ,300414,中光防雷,元器件,2.0,13.75,"5G, 军工, 军民融合, 高送转-填权, 资产重组, ",41.15亿
15,600613.SH,600613,神奇制药,中成药,1.0,7.88,"医药, 中药, 强势人气股, ",37.77亿
16,300781.SZ,300781,因赛集团,广告包装,1.0,53.68,,11.35亿
17,002103.SZ,002103,广博股份,互联网,1.0,5.3,"回购, 互联网金融, 区块链, 独角兽, 创投, ",20.45亿
18,600150.SH,600150,中国船舶,船舶,1.0,23.1,"南北船合并, 中字头, 海工装备, 混改, 军工混改, 央企改革, 军工研究所, 航母, 风电, 军工, 债转股-AMC, ST摘帽, ",318.35亿
19,600401.SH,600401,退海润,,1.0,0.17,"光伏, 低价股, ",8.03亿
20,002947.SZ,002947,恒铭达,元器件,1.0,41.47,"业绩预增, 苹果产业链, ",12.6亿
21,600685.SH,600685,中船防务,船舶,1.0,15.59,"南北船合并, 海工装备, 混改, 军工混改, 央企改革, 军工研究所, 航母, 军工, 债转股-AMC, 工业互联网, 资产重组, ",128.06亿
22,300701.SZ,300701,森霸传感,元器件,1.0,26.27,"高送转-预期, 物联网, 小米概念股, 高送转, 国产芯片, 智慧安防, 科创板概念股, ",8.94亿
23,600844.SH,600844,丹化科技,化工原料,1.0,4.68,"有色-锌, 有色金属, 资产重组, ",38.5亿
24,603111.SH,603111,康尼机电,运输设备,1.0,5.2,"一带一路, 定增破发, 小米概念股, 高铁轨交, ",43.47亿
25,603127.SH,603127,昭衍新药,医疗保健,1.0,46.11,"医药, 创新药, 疫苗, ",36.33亿
26,603619.SH,603619,中曼石油,石油开采,1.0,22.81,"油服, 海工装备, 油气改革, 可燃冰, 天然气, ",32.69亿
27,300720.SZ,300720,海川智能,电器仪表,1.0,18.59,"高送转-预期, 工业自动化, 智能制造, 高送转, ",7.74亿
