,ts_code,symbol,name,industry,COL_LIMIT_COUNT,COL_LAST_CHG,COL_MIN_MAX_GAP,COL_RANK_SCORE,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,000950.SZ,000950,重药控股,医药商业,0.0,3.1311,5.399999999999983,0.5798333333333352,90.38,"重庆渝富资本股权投资基金管理有限公司-重庆战略性新兴产业医药专项股权投资基金合伙企业(有限合伙)
重庆国际信托股份有限公司-兴国1号集合资金信托计划
香港中央结算有限公司(陆股通)",3.0
1,002173.SZ,002173,创新医疗,医疗保健,1.0,10.0709,20.123839009287913,0.5004462615384618,31.7,,0.0
2,000513.SZ,000513,丽珠集团,化学制药,0.0,3.5749,7.1988246816846235,0.49659495238095236,269.03,"广发银行股份有限公司-国泰聚信价值优势灵活配置混合型证券投资基金
中国建设银行股份有限公司-安信价值精选股票型证券投资基金
全国社保基金一零八组合
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
招商银行股份有限公司-鹏华新兴产业混合型证券投资基金",6.0
3,300151.SZ,300151,昌红科技,机械基件,0.0,-1.5225,9.511178476695715,0.43570836254980094,80.41,"深圳德威资本投资管理有限公司-德威资本优盛私募基金
广州市玄元投资管理有限公司-玄元科新6号私募证券投资基金
中国银行股份有限公司-博时宏观回报债券型证券投资基金",3.0
4,002584.SZ,002584,西陇科学,化工原料,0.0,4.7863,13.518518518518508,0.35405506849315094,23.84,上海国药圣礼股权投资基金合伙企业(有限合伙),1.0
5,300639.SZ,300639,凯普生物,医疗保健,0.0,1.7259,18.201154664235798,0.35160406677796324,89.57,"中国银行股份有限公司-工银瑞信医疗保健行业股票型证券投资基金
武汉比邻之家股权投资基金管理中心(有限合伙)
中国建设银行股份有限公司-富国天博创新主题混合型证券投资基金
中国建设银行股份有限公司-工银瑞信前沿医疗股票型证券投资基金
中国农业银行股份有限公司-新华优选分红混合型证券投资基金
北京磐沣投资管理合伙企业(有限合伙)-磐沣价值私募证券投资基金",6.0
6,002612.SZ,002612,朗姿股份,服饰,1.0,10.0026,28.786020846106688,0.34748116293929704,118.45,"江苏中韩晨晖朗姿股权投资基金(有限合伙)
中原信托有限公司-金融产品投资20160303号单一资金信托
广东逸信基金管理有限公司-逸信汇富1号朗姿股份私募投资基金",3.0
7,000919.SZ,000919,金陵药业,化学制药,2.0,10.0413,31.147540983606568,0.3223785789473683,41.72,"中国银行股份有限公司-国投瑞银医疗保健行业灵活配置混合型证券投资基金
中央汇金资产管理有限责任公司",2.0
8,000963.SZ,000963,华东医药,化学制药,0.0,8.0232,27.714285714285715,0.2894969072164948,796.49,"嘉实基金-建设银行-中国人寿-中国人寿委托嘉实基金股票型组合
香港中央结算有限公司(陆股通)
中国银行股份有限公司-嘉实3年封闭运作战略配售灵活配置混合型证券投资基金(LOF)
全国社保基金一零六组合
基本养老保险基金一五零四一组合
基本养老保险基金八零七组合",6.0
9,300255.SZ,300255,常山药业,生物制药,0.0,3.8737,14.920634920634935,0.2596203191489359,49.34,,0.0
10,600594.SH,600594,益佰制药,中成药,0.0,0.0,11.196911196911197,0.25516858620689653,46.88,"金元顺安基金-海通证券-渤海国际信托-渤海信托·恒利丰123号·益佰艾康一号集合资金信托计划
中央汇金资产管理有限责任公司",2.0
11,002435.SZ,002435,长江健康,化学制药,2.0,9.9624,39.28571428571428,0.2535883636363637,77.25,"西藏信托有限公司-西藏信托-莱沃50号集合资金信托计划
华安资产管理(香港)有限公司-客户资金专户1号(交易所)",2.0
12,600420.SH,600420,国药现代,化学制药,0.0,2.5052,10.337078651685383,0.24235086956521762,101.36,,0.0
