,ts_code,name,industry,COL_LASTPRICE,concept,circ_mv
0,002057.SZ,中钢天源,元器件,15.25,"硅锰, 央企改革, 债转股-AMC, 稀土磁材, 锂电池, 燃料电池, 新能源汽车, 高送转, ",48.75亿
1,603508.SH,思维列控,软件服务,80.03,"回购, 无人机, 高铁轨交, 资产重组, ",128.05亿
2,002077.SZ,大港股份,区域地产,9.85,"房地产, 锂电池, 新能源汽车, 半导体, 科创板概念股, ",52.37亿
3,600410.SH,华胜天成,软件服务,13.66,"阿里巴巴概念股, 国家队重仓, 回购, 业绩预增, 军工, 军民融合, 物联网, 智慧物流, 网络安全, 智能制造, 大数据, 云计算, 人工智能, 工业互联网, 智慧城市, 国产软件, 国产芯片, 科创板概念股, 透明工厂, ",150.09亿
4,002164.SZ,宁波东力,电气设备,5.53,"风电, 定增破发, ",24.12亿
5,000523.SZ,广州浪奇,日用化工,7.24,"社保重仓, 粤港澳大湾区, 食品, 白糖, 工业大麻, ",45.39亿
6,002708.SZ,光洋股份,汽车配件,13.16,"汽车零部件, 股权转让, 壳公司, 创投, ",48.99亿
7,600368.SH,五洲交通,路桥,5.9,"高速公路, 一带一路, 东盟博览会, 广西, ",66.41亿
8,603696.SH,安记食品,食品,17.08,"调味品, 食品, ",28.69亿
9,300387.SZ,富邦股份,化工原料,10.97,"化肥, ",31.71亿
10,600626.SH,申达股份,纺织,8.94,"汽车零部件, 上海国企改革, 进口博览会, ",63.5亿
11,000589.SZ,贵州轮胎,汽车配件,5.87,"破净股, 轮胎, ",45.52亿
12,000850.SZ,华茂股份,纺织,5.99,"棉花, 纺织服装, ",56.51亿
13,600677.SH,航天通信,通信设备,19.85,"央企改革, 军工研究所, 业绩预增, 军工, 军民融合, 无人机, ",90.08亿
14,002905.SZ,金逸影视,影视音像,24.15,"影视, ",16.23亿
15,002893.SZ,华通热力,供气供热,19.29,"高送转-预期, ",12.34亿
16,600336.SH,澳柯玛,家用电器,5.56,"业绩预增, 无人驾驶, 山东国企改革, 白色家电, 家电, 冷链, 无人商店, ",40.72亿
17,300576.SZ,容大感光,染料涂料,19.0,"PCB板, 国资入股, ",7.58亿
18,600313.SH,农发种业,种植业,3.85,"央企改革, 转基因, 乡村振兴, 农垦, 土地流转, 农业种植, ",39.25亿
19,600132.SH,重庆啤酒,啤酒,44.2,"啤酒, ",213.91亿
20,300220.SZ,金运激光,元器件,31.54,"3D打印, 智能制造, ",39.4亿
21,600587.SH,新华医疗,医疗保健,18.88,"民营医院, 山东国企改革, 医疗器械, ",76.17亿
22,600512.SH,腾达建设,建筑施工,3.43,"大基建, 举牌股, ",52.73亿
23,002255.SZ,海陆重工,专用机械,5.72,"核电, 业绩预增, 光伏, 定增破发, ",36.86亿
24,603028.SH,赛福天,钢加工,11.18,"壳公司, ",24.69亿
25,300508.SZ,维宏股份,软件服务,36.27,"工业自动化, 智能制造, 工业互联网, ",14.99亿
26,300526.SZ,中潜股份,专用机械,13.82,"纺织服装, 智能制造, 机器人, 体育产业, ",8.31亿
27,603988.SH,中电电机,电气设备,13.68,"特高压, 股权转让, 手游, ",32.18亿
28,603776.SH,永安行,公共交通,29.04,"新能源整车, 回购, 物联网, 燃料电池, 新能源汽车, 共享经济, 独角兽, 蚂蚁金服概念股, ",25.01亿
29,603398.SH,邦宝益智,文教休闲,16.65,"二胎, 人民币贬值受益, 资产重组, 动漫, ",35.25亿
30,600530.SH,交大昂立,医疗保健,6.2,"回购, 保健品, 食品, 举牌股, 高校系, ",48.36亿
31,002216.SZ,三全食品,食品,9.37,"海底捞概念股, 回购, ",52.9亿
32,002759.SZ,天际股份,家用电器,12.4,"业绩预增, 小家电, 高质押率, 家电, 锂电池, 新能源汽车, ",23.32亿
33,002605.SZ,姚记扑克,文教休闲,12.04,"回购, 业绩预增, 彩票, 独角兽, ",29.65亿
34,002224.SZ,三力士,橡胶,7.87,"军工, 军民融合, 量子通信, ",39.21亿
35,603233.SH,大参林,医药商业,57.12,"健康中国, 新进指数成份股, 医药商业, 医药, ",36.64亿
36,603027.SH,千禾味业,食品,25.16,"调味品, 业绩预增, 食品, ",80.96亿
37,603520.SH,司太立,化学制药,34.19,"回购, 医药, 化学药, 资产重组, ",41.03亿
38,300561.SZ,汇金科技,软件服务,20.43,"物联网, 互联网金融, 云计算, 高送转, 人工智能, 区块链, 国产软件, 资产重组, 无人银行, ",13.81亿
39,601900.SH,南方传媒,出版业,10.79,"教育, 定增破发, ",95.97亿
40,600600.SH,青岛啤酒,啤酒,54.3,"啤酒, MSCI, 大消费, 新零售, 山东国企改革, ",377.88亿
41,600310.SH,桂东电力,水力发电,5.82,"水电, 电改, 参股券商, 广西, ",48.18亿
42,600053.SH,九鼎投资,多元金融,28.4,"高质押率, 房地产, 互联网金融, 移动支付, 跨境电商, 创投, ",123.13亿
43,600662.SH,强生控股,公共交通,6.55,"阿里巴巴概念股, 旅游, 汽车销售, 上海国企改革, 进口博览会, 共享经济, ",69.0亿
44,600004.SH,白云机场,机场,16.58,"机场, MSCI, 新进指数成份股, 社保重仓, 粤港澳大湾区, ",343.09亿
45,002810.SZ,山东赫达,化工原料,26.92,"业绩预增, 高送转, ",16.53亿
46,002697.SZ,红旗连锁,超市连锁,6.15,"阿里巴巴概念股, 新零售, 业绩预增, 共享经济, 年报季报, ",60.67亿
47,600778.SH,友好集团,百货,6.84,"转基因, 新疆, 举牌股, 复牌股, 壳公司, ST摘帽, ",21.28亿
48,600305.SH,恒顺醋业,食品,14.26,"调味品, 食品, ",111.74亿
49,601021.SH,春秋航空,空运,42.8,"MSCI, 民航, ",392.25亿
50,603600.SH,永艺股份,家居用品,11.05,"家具家居, ",33.27亿
51,000650.SZ,仁和药业,中成药,9.62,"医药, 中药, 互联网金融, 互联网医疗, 眼科, 工业大麻, ",113.55亿
52,603320.SH,迪贝电气,机械基件,25.77,,8.38亿
53,603718.SH,海利生物,生物制药,16.57,"医药, 疫苗, 基因测序, 医疗器械, 举牌股, 动物保健, 体外诊断, ",106.71亿
54,002609.SZ,捷顺科技,软件服务,8.66,"阿里巴巴概念股, 物联网, 高质押率, 智慧停车, 互联网金融, 移动支付, 大数据, 人工智能, 国产软件, 股权转让, 共享经济, 智慧安防, 独角兽, 蚂蚁金服概念股, 人脸识别, ",31.75亿
55,002020.SZ,京新药业,化学制药,13.03,"回购, 参股券商, 医药, 化学药, 迈瑞医疗概念股, ",76.68亿
56,300282.SZ,三盛教育,文教休闲,17.05,"教育, 高送转, ",38.78亿
57,603159.SH,上海亚虹,专用机械,24.67,,6.17亿
58,300298.SZ,三诺生物,医疗保健,14.25,"民营医院, 社保重仓, 医疗器械, 互联网医疗, 体外诊断, ",62.65亿
59,603288.SH,海天味业,食品,95.62,"白马股, MSCI, 大消费, 调味品, 食品, ",2582.09亿
60,002763.SZ,汇洁股份,服饰,10.95,"纺织服装, 化妆品, ",20.02亿
61,300417.SZ,南华仪器,电器仪表,21.63,"智能仪表, ",8.91亿
62,300659.SZ,中孚信息,软件服务,35.4,"网络安全, 国产软件, 资产重组, ",23.01亿
63,002698.SZ,博实股份,化工机械,14.45,"业绩预增, 智能制造, 医疗器械, 高送转, 高校系, 机器人, ",78.67亿
64,002727.SZ,一心堂,医药商业,31.07,"医药商业, 医药, 医疗信息化, ",90.81亿
65,000729.SZ,燕京啤酒,啤酒,7.77,"啤酒, MSCI, 大消费, ",194.98亿
66,002791.SZ,坚朗五金,其他建材,17.28,"社保重仓, 回购, ",27.84亿
67,002841.SZ,视源股份,元器件,78.7,"教育, 小米概念股, 人工智能, ",52.4亿
68,002271.SZ,东方雨虹,其他建材,20.74,"MSCI, 新进指数成份股, 社保重仓, 兜底式增持, 装配式建筑, 雄安-建材, 地下管廊, 水利, 海绵城市, PPP, 雄安新区, 京津冀, 装修装饰, ",206.5亿
69,603939.SH,益丰药房,医药商业,64.9,"医药商业, 医药, 中药, 资产重组, 年报季报, ",235.39亿
70,601116.SH,三江购物,超市连锁,16.19,"阿里巴巴概念股, 新零售, ",66.5亿
71,603517.SH,绝味食品,食品,48.2,"大消费, 社保重仓, 食品, 休闲食品, ",78.9亿
72,002726.SZ,龙大肉食,食品,11.44,"养猪, 股权转让, ",85.84亿
73,002801.SZ,微光股份,电气设备,28.28,"业绩预增, ",8.33亿
74,603658.SH,安图生物,医疗保健,66.1,"医疗器械, 体外诊断, ",90.25亿
75,601163.SH,三角轮胎,汽车配件,14.73,"社保重仓, 轮胎, ",41.31亿
