,ts_code,symbol,name,industry,COL_LASTPRICE,COL_RECENT_LIMIT_COUNT_3,COL_CONTINUOUS_LIMIT_COUNT,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,003031.SZ,003031,中瓷电子,元器件,42.86,3.0,11.0,11.43,,0.0
1,003030.SZ,003030,祖名股份,食品,35.22,3.0,9.0,10.99,,0.0
2,688656.SH,688656,浩欧博,生物制药,64.0,1.0,8.0,8.21,,0.0
3,600793.SH,600793,宜宾纸业,造纸,14.52,3.0,6.0,25.69,,0.0
4,003032.SZ,003032,N传智,文教休闲,13.4,2.0,5.0,5.39,,0.0
5,002164.SZ,002164,宁波东力,电气设备,8.8,2.0,4.0,38.38,,0.0
6,002553.SZ,002553,南方轴承,汽车配件,12.5,3.0,3.0,29.29,"华泰证券资管-南京银行-华泰家园10号集合资产管理计划
上海嘉恳资产管理有限公司-嘉恳兴丰17号私募证券投资基金",2.0
7,002813.SZ,002813,路畅科技,汽车配件,25.56,3.0,3.0,8.83,,0.0
8,688026.SH,688026,洁特生物,塑料,59.1,2.0,3.0,14.04,,0.0
9,002466.SZ,002466,天齐锂业,小金属,59.5,1.0,3.0,876.7,"中央汇金资产管理有限责任公司
中国银行股份有限公司-华夏中证新能源汽车交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-富国中证新能源汽车指数分级证券投资基金
中国工商银行-汇添富均衡增长混合型证券投资基金",5.0
10,603698.SH,603698,航天工程,专用机械,15.68,3.0,3.0,84.04,"中央汇金资产管理有限责任公司
北京航天产业投资基金(有限合伙)
国创基金管理有限公司-国创投资引导基金(有限合伙)",3.0
11,002017.SZ,002017,东信和平,通信设备,11.99,2.0,3.0,53.37,"中国银行股份有限公司-国泰CES半导体芯片行业交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司",2.0
12,601058.SH,601058,赛轮轮胎,汽车配件,8.89,2.0,2.0,227.47,"香港中央结算有限公司(陆股通)
中信证券-中信银行-中信证券卓越成长两年持有期混合型集合资产管理计划
全国社保基金四一八组合",3.0
13,688069.SH,688069,德林海,环境保护,67.92,1.0,2.0,9.26,"交通银行-汇丰晋信动态策略混合型证券投资基金
中国银行股份有限公司-广发优势增长股票型证券投资基金
招商银行股份有限公司-广发新经济混合型发起式证券投资基金
广发基金-工商银行-广发基金广添鑫主题投资集合资产管理计划41号
上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
中国建设银行股份有限公司-博时军工主题股票型证券投资基金
交通银行股份有限公司-汇丰晋信智造先锋股票型证券投资基金
招商银行股份有限公司-中欧启航三年持有期混合型证券投资基金
交通银行股份有限公司-汇丰晋信低碳先锋股票型证券投资基金
中国工商银行-广发聚丰混合型证券投资基金",10.0
14,601717.SH,601717,郑煤机,汽车配件,12.73,2.0,2.0,189.58,"香港中央结算有限公司(陆股通)
河南资产管理有限公司
中央汇金资产管理有限责任公司",3.0
15,000301.SZ,000301,东方盛虹,化纤,13.32,2.0,2.0,167.94,"中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
陕西省国际信托股份有限公司-陕国投·东方盛虹第一期员工持股集合资金信托计划
陕西省国际信托股份有限公司-陕国投·东方盛虹第一期2号员工持股集合资金信托计划
香港中央结算有限公司(陆股通)
陕西省国际信托股份有限公司-陕国投·东方盛虹控股股东及其关联企业第一期员工持股集合资金信托计划
上海迎水投资管理有限公司-迎水征东2号私募证券投资基金
国开发展基金有限公司",7.0
16,600707.SH,600707,彩虹股份,元器件,7.5,2.0,2.0,185.62,"北信瑞丰基金-浦发银行-北京国际信托-北京信托·轻盐丰收理财2015015号集合资金信托计划
合肥芯屏产业投资基金(有限合伙)",2.0
17,603101.SH,603101,汇嘉时代,百货,5.6,2.0,2.0,26.34,"上海戎懿资产管理有限公司-戎懿稳盈1号私募投资基金
上海照友投资管理有限公司-照友量化5号私募证券投资基金
上海盎泽投资管理有限公司-盎泽火眼金睛1号私募证券投资基金
上海照友投资管理有限公司-照友量化7号私募证券投资基金",4.0
18,603110.SH,603110,东方材料,染料涂料,37.0,2.0,2.0,53.18,,0.0
19,600439.SH,600439,瑞贝卡,服饰,2.77,1.0,2.0,31.36,"陕西省国际信托股份有限公司-陕国投·鑫鑫向荣27号证券投资集合资金信托计划
香港中央结算有限公司(陆股通)
陕西省国际信托股份有限公司-陕国投·鑫鑫向荣26号证券投资集合资金信托计划
深圳市博益安盈资产管理有限公司-博益安盈弘金3号私募证券投资基金",4.0
20,002608.SZ,002608,江苏国信,火力发电,8.32,2.0,2.0,314.34,中国国有企业结构调整基金股份有限公司,1.0
21,002342.SZ,002342,巨力索具,机械基件,6.39,2.0,2.0,55.52,中央汇金资产管理有限责任公司,1.0
22,600189.SH,600189,泉阳泉,软饮料,16.6,1.0,2.0,93.43,"中国华融资产管理股份有限公司
吉林省吉盛资产管理有限责任公司",2.0
23,603939.SH,603939,益丰药房,医药商业,107.09,2.0,2.0,551.59,"中国工商银行-广发稳健增长证券投资基金
全国社保基金一一五组合
香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-中欧医疗健康混合型证券投资基金
全国社保基金一一六组合",5.0
24,600379.SH,600379,宝光股份,电气设备,7.29,2.0,2.0,24.07,中航证券-中国航发资产管理有限公司-中航证券兴航6号单一资产管理计划,1.0
25,000918.SZ,000918,嘉凯城,全国地产,3.97,2.0,2.0,71.63,香港中央结算有限公司(陆股通),1.0
26,600382.SH,600382,广东明珠,商贸代理,6.78,2.0,2.0,53.49,,0.0
27,600185.SH,600185,格力地产,区域地产,6.56,2.0,2.0,135.21,"建信基金-工商银行-华润深国投信托-华润信托·增利10号集合资金信托计划
全国社保基金一一零组合
广州市玄元投资管理有限公司-玄元投资元宝1号私募投资基金
香港中央结算有限公司(陆股通)
泰达宏利基金-工商银行-中航信托-天顺(2016)70号泰达宏利基金投资单一资金信托",5.0
28,600879.SH,600879,航天电子,航空,9.08,1.0,1.0,246.91,"中国建设银行股份有限公司-富国中证军工指数分级证券投资基金
中国建设银行股份有限公司-鹏华中证国防指数分级证券投资基金",2.0
29,600875.SH,600875,东方电气,电气设备,11.35,1.0,1.0,226.65,"中央汇金资产管理有限责任公司
南方基金-农业银行-南方中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
博时基金-农业银行-博时中证金融资产管理计划
招商银行股份有限公司-博时中证央企创新驱动交易型开放式指数证券投资基金
广发基金-农业银行-广发中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划",8.0
30,000155.SZ,000155,川能动力,新型电力,10.25,1.0,1.0,130.18,中国建设银行股份有限公司-华商盛世成长混合型证券投资基金,1.0
31,600060.SH,600060,海信视像,家用电器,11.15,1.0,1.0,145.9,"中央汇金资产管理有限责任公司
中国工商银行股份有限公司-中欧消费主题股票型证券投资基金
兴业银行股份有限公司-兴全新视野灵活配置定期开放混合型发起式证券投资基金
兴业银行股份有限公司-兴全趋势投资混合型证券投资基金
中国工商银行股份有限公司-中欧时代先锋股票型发起式证券投资基金
香港中央结算有限公司(陆股通)",6.0
32,600862.SH,600862,中航高科,航空,39.14,1.0,1.0,545.24,"中国建设银行股份有限公司-兴全社会责任混合型证券投资基金
中国银行股份有限公司-兴全合丰三年持有期混合型证券投资基金
中国工商银行股份有限公司-富国军工主题混合型证券投资基金
北京京国发股权投资基金(有限合伙)
招商银行股份有限公司-鹏华新兴产业混合型证券投资基金
全国社保基金五零三组合",6.0
33,600184.SH,600184,光电股份,专用机械,12.8,1.0,1.0,65.12,"汇添富基金-宁波银行-汇添富-光电制导1号资产管理计划
中央汇金资产管理有限责任公司
中兵投资-广发证券-17中兵EB担保及信托财产专户",3.0
34,600391.SH,600391,航发科技,航空,26.65,1.0,1.0,87.98,"中国建设银行股份有限公司-华夏中证四川国企改革交易型开放式指数证券投资基金
中国银行股份有限公司-国投瑞银国家安全灵活配置混合型证券投资基金",2.0
35,600626.SH,600626,申达股份,纺织,4.02,1.0,1.0,32.49,"上海君和立成投资管理中心(有限合伙)-上海临港东方君和科创产业股权投资基金合伙企业(有限合伙)
中国工商银行股份有限公司-中证上海国企交易型开放式指数证券投资基金
上海国际集团资产管理有限公司
上海国盛资本管理有限公司-上海国企改革发展股权投资基金合伙企业(有限合伙)",4.0
