,ts_code,symbol,name,industry,COL_CONTINUOUS_LIMIT,COL_LASTPRICE,concept,circ_mv
0,300615.SZ,300615,欣天科技,元器件,6.0,34.2,"5G, ",13.37亿
1,300780.SZ,300780,德恩精工,机械基件,6.0,29.56,,10.84亿
2,603701.SH,603701,德宏股份,汽车配件,4.0,17.62,"汽车零部件, 稀土磁材, ",35.27亿
3,600359.SH,600359,新农开发,农业综合,4.0,8.68,"棉花, 食品, 新疆, 农垦, 乳业（奶粉）, 土地流转, 新疆国企改革, 农业种植, 资产重组, ",33.12亿
4,300127.SZ,300127,银河磁体,元器件,4.0,21.8,"特斯拉, 稀土磁材, ",49.51亿
5,002885.SZ,002885,京泉华,元器件,4.0,21.95,"5G, OLED, 华为产业链, 小米概念股, 无线充电, 新能源汽车, 高送转, 充电桩, ",14.86亿
6,002057.SZ,002057,中钢天源,元器件,3.0,17.47,"硅锰, 央企改革, 债转股-AMC, 稀土磁材, 锂电池, 燃料电池, 新能源汽车, 高送转, ",55.84亿
7,603169.SH,603169,兰石重装,专用机械,3.0,6.97,"一带一路, 核电, 定增破发, ",72.74亿
8,300713.SZ,300713,英可瑞,电气设备,3.0,25.04,"新能源汽车, 高送转, 国资入股, 充电桩, ",10.72亿
9,300781.SZ,300781,因赛集团,广告包装,2.0,28.8,,6.09亿
10,300779.SZ,300779,惠城环保,环境保护,2.0,49.97,,12.49亿
11,300368.SZ,300368,汇金股份,专用机械,2.0,8.1,"军工, 军民融合, 互联网金融, 京津冀, 股权转让, 国资入股, 无人银行, ",37.66亿
12,002571.SZ,002571,德力股份,玻璃,2.0,6.05,"创投, ",15.32亿
13,603982.SH,603982,泉峰汽车,汽车配件,2.0,32.59,,16.3亿
14,300299.SZ,300299,富春股份,通信设备,2.0,8.14,"5G, 数字中国, 大数据, 资产重组, 游戏, 手游, 影视, 动漫, ",50.32亿
15,600127.SH,600127,金健米业,农业综合,2.0,5.76,"乡村振兴, 食品, 湖南国企改革, 乳业（奶粉）, 强势人气股, 人造肉, ",36.97亿
16,002467.SZ,002467,二六三,电信运营,2.0,6.6,"教育, 业绩预增, 物联网, 谷歌概念股, 高送转-填权, 直播/短视频, 云计算, 人工智能, ",76.14亿
17,300224.SZ,300224,正海磁材,元器件,2.0,10.27,"超级高铁, 百度概念股, 稀土磁材, ",75.59亿
18,002842.SZ,002842,翔鹭钨业,小金属,2.0,15.49,"社保重仓, 有色金属, 业绩预增, 有色-钨, 高送转, ",24.73亿
19,002481.SZ,002481,双塔食品,食品,2.0,8.09,"海底捞概念股, 业绩预增, 保健品, 食品, 山东国企改革, 燃料乙醇, 人造肉, ",89.57亿
20,002378.SZ,002378,章源钨业,小金属,2.0,8.11,"有色金属, 稀土磁材, 有色-钨, 工业自动化, 智能制造, ",74.87亿
