,ts_code,symbol,name,industry,COL_LASTPRICE,COL_RECENT_LIMIT_COUNT_15,COL_RECENT_LIMIT_COUNT_3,COL_CONTINUOUS_LIMIT_COUNT,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,300886.SZ,300886,华业香料,化工原料,91.8,1.0,1.0,40.0,12.49,,0.0
1,300313.SZ,300313,天山生物,农业综合,34.66,11.0,2.0,19.0,63.83,"北京泽盈投资有限公司-泽盈顺势8号私募证券投资基金
北京泽盈投资有限公司-泽盈顺势3号私募证券投资基金",2.0
2,300887.SZ,300887,谱尼测试,电器仪表,110.9,1.0,1.0,15.0,17.99,,0.0
3,300889.SZ,300889,爱克股份,电气设备,64.12,1.0,1.0,13.0,23.72,,0.0
4,300301.SZ,300301,长方集团,半导体,8.3,6.0,3.0,10.0,51.78,,0.0
5,688577.SH,688577,浙海德曼,机床制造,61.34,1.0,1.0,8.0,7.53,,0.0
6,300863.SZ,300863,卡倍亿,汽车配件,127.5,4.0,3.0,8.0,16.7,,0.0
7,605009.SH,605009,豪悦护理,造纸,119.33,4.0,3.0,7.0,31.83,,0.0
8,605358.SH,605358,立昂微,半导体,9.43,4.0,3.0,7.0,3.83,,0.0
9,300064.SZ,300064,豫金刚石,矿物制品,6.64,4.0,3.0,6.0,42.41,,0.0
10,003000.SZ,003000,华文食品,食品,8.75,3.0,3.0,6.0,3.5,,0.0
11,605128.SH,605128,N沿浦,汽车配件,36.93,2.0,2.0,5.0,7.39,,0.0
12,300569.SZ,300569,天能重工,专用机械,20.95,3.0,2.0,5.0,53.17,"中国农业银行股份有限公司-工银瑞信战略转型主题股票型证券投资基金
上海致君资产管理有限公司-致君基石投资一号",2.0
13,300840.SZ,300840,酷特智能,服饰,24.92,3.0,2.0,4.0,14.95,,0.0
14,300402.SZ,300402,宝色股份,专用机械,18.48,4.0,2.0,4.0,37.33,中央汇金资产管理有限责任公司,1.0
15,300405.SZ,300405,科隆股份,化工原料,11.23,2.0,2.0,4.0,16.48,"中央汇金资产管理有限责任公司
中天证券-辽阳市国有资产经营(集团)有限公司-中天证券天沃1号单一资产管理计划
上海银叶阶跃资产管理有限公司-银叶阶跃定增1号私募基金",3.0
