,ts_code,symbol,name,industry,COL_LASTPRICE,COL_DAILY_BREAK,COL_DAILY_BREAK_OFFSET1,COL_FLOAT_HOLDERS
0,300111.SZ,300111,向日葵,半导体,2.57,True,True,
1,002305.SZ,002305,南国置业,区域地产,2.72,True,True,"东吴基金-上海银行-渤海国际信托股份有限公司
东吴基金-上海银行-东吴鼎利6020号资产管理计划
东吴基金-上海银行-渤海国际信托股份有限公司
东吴基金-上海银行-东吴鼎利6020号资产管理计划"
2,600275.SH,600275,ST昌鱼,农业综合,2.75,True,True,
3,000571.SZ,000571,*ST大洲,综合类,2.81,True,True,富立财富投资管理有限公司-富立澜沧江十四号私募投资基金
4,002431.SZ,002431,棕榈股份,建筑工程,3.0,True,True,中央汇金资产管理有限责任公司
5,002496.SZ,002496,*ST辉丰,农药化肥,3.01,True,True,
6,002517.SZ,002517,恺英网络,互联网,3.44,True,True,深圳市华泰瑞麟一号股权投资基金合伙企业(有限合伙)
7,300459.SZ,300459,金科文化,互联网,3.45,True,True,"中国工商银行股份有限公司-汇添富移动互联股票型证券投资基金
中国建设银行股份有限公司-华宝事件驱动混合型证券投资基金
中国工商银行股份有限公司-易方达创业板交易型开放式指数证券投资基金"
8,601018.SH,601018,宁波港,港口,3.57,True,False,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
博时基金-农业银行-博时中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划"
9,000563.SZ,000563,陕国投A,多元金融,3.71,True,True,"华宝信托有限责任公司
中央汇金资产管理有限责任公司
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)"
10,600586.SH,600586,金晶科技,玻璃,3.72,True,True,"中央汇金资产管理有限责任公司
嘉实基金-农业银行-嘉实中证金融资产管理计划
中国建设银行股份有限公司-广发中证全指建筑材料指数型发起式证券投资基金
香港中央结算有限公司(陆股通)"
11,002652.SZ,002652,扬子新材,其他建材,3.74,True,True,
12,002314.SZ,002314,南山控股,区域地产,3.76,True,True,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)"
13,600025.SH,600025,华能水电,水力发电,3.79,True,True,"香港中央结算有限公司(陆股通)
摩根士丹利投资管理公司-摩根士丹利中国A股基金
中国农业银行股份有限公司-华夏中证央企结构调整交易型开放式指数证券投资基金"
14,000056.SZ,000056,皇庭国际,房产服务,3.96,True,True,中铁宝盈资产-浦发银行-中铁宝盈-宝鑫77号特定客户资产管理计划
15,600657.SH,600657,信达地产,全国地产,4.12,True,True,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
16,002701.SZ,002701,奥瑞金,广告包装,4.19,True,True,"中泰证券资管-招商银行-证券行业支持民企发展系列之中泰资管5号集合资产管理计划
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
17,000599.SZ,000599,青岛双星,汽车配件,4.24,True,True,"招商财富-招商银行-国信金控1号专项资产管理计划
华能贵诚信托有限公司
济南国惠兴鲁股权投资基金合伙企业(有限合伙)"
18,600365.SH,600365,通葡股份,红黄酒,4.25,True,False,
19,002244.SZ,002244,滨江集团,区域地产,4.27,True,True,"华鑫国际信托有限公司-华鑫信托·慧智投资97号集合资金信托计划
香港中央结算有限公司(陆股通)
建信基金-兴业银行-华鑫信托-华鑫信托·慧智投资99号集合资金信托计划
北信瑞丰基金-招商银行-华鑫国际信托-华鑫信托·慧智投资98号集合资金信托计划
中央汇金资产管理有限责任公司
全国社保基金四一八组合
华鑫国际信托有限公司"
20,601899.SH,601899,紫金矿业,黄金,4.4,True,True,"中非发展基金有限公司
香港中央结算有限公司(陆股通)
兴业银行股份有限公司-兴全趋势投资混合型证券投资基金
上海高毅资产管理合伙企业(有限合伙)-高毅晓峰2号致信基金
中信信托有限责任公司-中信信托锐进43期高毅晓峰投资集合资金信托计划
兴业银行股份有限公司-兴全新视野灵活配置定期开放混合型发起式证券投资基金"
21,000510.SZ,000510,新金路,化工原料,4.4,True,True,华创证券-证券行业支持民企发展系列之华创证券1号FOF单一资产管理计划-华创证券有限责任公司支持民企发展
22,600503.SH,600503,华丽家族,区域地产,4.41,True,True,
23,002958.SZ,002958,青农商行,银行,4.43,True,True,
24,002613.SZ,002613,北玻股份,专用机械,4.48,True,False,
25,600635.SH,600635,大众公用,供气供热,4.56,True,True,中央汇金资产管理有限责任公司
26,600308.SH,600308,华泰股份,造纸,4.6,True,False,华泰证券股份有限公司-中庚价值领航混合型证券投资基金
27,600302.SH,600302,标准股份,纺织机械,4.66,True,True,
28,600173.SH,600173,卧龙地产,全国地产,4.67,True,False,
29,300163.SZ,300163,先锋新材,其他建材,4.68,True,True,
30,000918.SZ,000918,嘉凯城,全国地产,4.7,True,True,香港中央结算有限公司(陆股通)
31,600207.SH,600207,安彩高科,供气供热,4.79,True,True,
32,603335.SH,603335,迪生力,汽车配件,4.8,True,False,
33,300272.SZ,300272,开能健康,环境保护,5.01,True,True,上海市建国社会公益基金会
34,000012.SZ,000012,南玻A,玻璃,5.02,True,True,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)"
35,000166.SZ,000166,申万宏源,证券,5.05,True,False,"中央汇金投资有限责任公司
中央汇金资产管理有限责任公司"
36,600179.SH,600179,*ST安通,仓储物流,5.05,True,True,"北京宏图昌历投资基金管理中心(有限合伙)
平安信托有限责任公司-平安信托*汇安990号集合资金信托
国通信托有限责任公司-国通信托·聚赢88号证券投资单一资金信托
红塔红土基金-中信证券-万向信托-万向信托-星辰82号事务管理类单一资金信托
中航信托股份有限公司-中航信托·天翼系列债券投资集合资金信托计划"
37,600235.SH,600235,民丰特纸,造纸,5.06,True,True,
38,000691.SZ,000691,亚太实业,区域地产,5.09,True,True,芜湖长元股权投资基金(有限合伙)
39,000035.SZ,000035,中国天楹,环境保护,5.1,True,False,"中节能华禹基金管理有限公司-中节能华禹(镇江)绿色产业并购投资基金(有限合伙)
上海中平国瑀并购股权投资基金合伙企业(有限合伙)
国新国控(杭州)投资管理有限公司-国新国同(浙江)投资基金合伙企业(有限合伙)"
40,600381.SH,600381,青海春天,医疗保健,5.11,True,True,
41,600711.SH,600711,盛屯矿业,小金属,5.14,True,True,香港中央结算有限公司(陆股通)
42,601998.SH,601998,中信银行,银行,5.15,True,False,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
易方达基金-工商银行-外贸信托-外贸信托·稳富FOF单一资金信托"
43,600807.SH,600807,ST天业,区域地产,5.25,True,True,国通信托有限责任公司
44,002004.SZ,002004,华邦健康,化学制药,5.38,True,True,"中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)"
45,600165.SH,600165,新日恒力,钢加工,5.41,True,True,"国通信托有限责任公司-国通信托·同洲精进2号集合资金信托计划
国通信托有限责任公司-国通信托·紫金8号集合资金信托计划
华鑫国际信托有限公司-华鑫信托·华鹏66号集合资金信托计划"
46,601222.SH,601222,林洋能源,电器仪表,5.46,True,True,"全国社保基金四一三组合
中国长城资产管理股份有限公司
基本养老保险基金一六零三一组合"
47,603779.SH,603779,ST威龙,红黄酒,5.55,True,False,创金合信基金-浦发银行-云南信托-云南信托-盈泰20号单一资金信托
48,600735.SH,600735,新华锦,商贸代理,5.57,True,True,
49,002027.SZ,002027,分众传媒,影视音像,5.57,True,True,"香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-华安媒体互联网混合型证券投资基金"
50,002571.SZ,002571,德力股份,玻璃,5.61,True,True,深圳市前海钻盾资产管理有限公司-钻盾-长江二号混合策略私募证券投资基金
51,600238.SH,600238,ST椰岛,红黄酒,5.69,True,True,
52,000906.SZ,000906,浙商中拓,批发业,5.76,True,False,"长安基金-中信银行-长安-中信银行权益策略1期4号资产管理计划
巨杉(上海)资产管理有限公司-巨杉净值线3号非公开募集证券投资基金
长安基金-中信银行-长安-中信银行权益策略1期4号资产管理计划
巨杉(上海)资产管理有限公司-巨杉净值线3号非公开募集证券投资基金
长安基金-中信银行-长安-中信银行权益策略1期4号资产管理计划
巨杉(上海)资产管理有限公司-巨杉净值线3号非公开募集证券投资基金"
53,002839.SZ,002839,张家港行,银行,5.76,True,False,
54,002211.SZ,002211,宏达新材,橡胶,5.82,True,False,北京怀信投资基金管理有限公司-怀信信安3号私募证券投资基金
55,600642.SH,600642,申能股份,火力发电,5.91,True,True,"香港中央结算有限公司(陆股通)
全国社保基金一零三组合
中央汇金资产管理有限责任公司
中国工商银行股份有限公司-中证上海国企交易型开放式指数证券投资基金
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
