,ts_code,name,industry,continuously_limit_up,continuously_up,average_p_change,last_p_change,circ_mv
2652,600624.SH,复旦复华,综合类,8.0,8.0,10.01,10.0,1001733.6706
68,000159.SZ,国际实业,石油贸易,5.0,8.0,7.101,10.0,423003.6738
1858,300471.SZ,厚普股份,专用机械,5.0,5.0,10.001,9.9823,340224.2625
1922,300536.SZ,农尚环境,建筑施工,4.0,4.0,9.972,9.97,89596.7595
452,000993.SZ,闽东电力,水力发电,4.0,8.0,7.081,9.9884,353231.0
2697,600679.SH,上海凤凰,文教休闲,4.0,4.0,10.002,9.9806,391326.4131
2713,600695.SH,绿庭投资,多元金融,4.0,4.0,10.027,9.9622,319559.3565
157,000570.SZ,苏常柴A,机械基件,3.0,4.0,8.031,9.9825,258343.0767
2191,600072.SH,中船科技,船舶,3.0,6.0,6.814,10.0422,783415.5161
2304,600199.SH,金种子酒,白酒,3.0,4.0,8.61,9.9579,435727.6016
2043,300663.SZ,科蓝软件,软件服务,3.0,3.0,10.0,10.0116,349087.4188
1493,300103.SZ,达刚路机,工程机械,3.0,4.0,8.084,9.9742,321447.0731
2206,600088.SH,中视传媒,影视音像,3.0,5.0,6.646,10.0196,890862.336
2428,600345.SH,长江通信,通信设备,2.0,3.0,6.783,10.0185,589248.0
102,000503.SZ,国新健康,医疗保健,2.0,4.0,6.519,10.0,2283907.2204
1240,002787.SZ,华源控股,广告包装,2.0,4.0,6.215,10.022,155081.6711
934,002473.SZ,*ST圣莱,家用电器,2.0,3.0,8.312,9.9698,174720.0
2839,600831.SH,广电网络,影视音像,2.0,4.0,6.621,9.9606,697274.8646
768,002307.SZ,北新路桥,建筑施工,2.0,5.0,5.788,9.9734,737444.849
386,000905.SZ,厦门港务,港口,2.0,4.0,7.29,10.0,502326.0
3236,603169.SH,兰石重装,专用机械,2.0,4.0,6.185,9.9526,722767.4974
333,000820.SZ,神雾节能,环境保护,2.0,4.0,6.117,10.0,212003.15
307,000788.SZ,北大医药,化学制药,2.0,5.0,6.117,10.0254,516719.373
451,000990.SZ,诚志股份,化工原料,2.0,8.0,8.036,9.9904,892057.9939
2847,600841.SH,上柴股份,机械基件,1.0,2.0,5.0,10.0,516673.6047
2549,600509.SH,天富能源,火力发电,1.0,4.0,4.14,10.099,503567.3018
3511,603829.SH,洛凯股份,电气设备,1.0,4.0,6.014,10.0392,101577.2
2265,600156.SH,华升股份,纺织,1.0,1.0,10.055,10.0551,321286.4509
3294,603315.SH,福鞍股份,机械基件,1.0,4.0,3.848,10.0,370177.3664
2333,600232.SH,金鹰股份,纺织,1.0,2.0,5.867,10.0813,246914.4543
3166,603032.SH,德新交运,公路,1.0,1.0,10.011,10.0109,317944.44
3150,603015.SH,弘讯科技,电气设备,1.0,4.0,3.323,9.9741,341213.949
2437,600356.SH,恒丰纸业,造纸,1.0,2.0,5.307,10.0346,284989.7346
3042,601515.SH,东风股份,广告包装,1.0,2.0,7.261,9.9728,1348856.0
2577,600540.SH,新赛股份,种植业,1.0,1.0,9.937,9.9366,244880.1228
103,000504.SZ,南华生物,环境保护,1.0,4.0,3.611,10.0141,484650.1936
2909,600928.SH,西安银行,银行,1.0,3.0,7.62,9.9826,563111.1118
2700,600682.SH,南京新百,百货,1.0,1.0,9.985,9.9853,1501140.933
2890,600888.SH,新疆众和,铝,1.0,4.0,4.763,10.0,495154.6186
2738,600722.SH,金牛化工,化工原料,1.0,1.0,9.932,9.9315,436765.232
2762,600746.SH,江苏索普,化工原料,1.0,1.0,9.973,9.973,248603.3066
2809,600798.SH,宁波海运,水运,1.0,1.0,10.025,10.0251,452543.5662
2810,600800.SH,天津磁卡,综合类,1.0,2.0,6.728,10.0413,488764.8376
2257,600146.SH,商赢环球,服饰,1.0,1.0,9.953,9.9526,185600.0
112,000517.SZ,荣安地产,区域地产,1.0,1.0,10.065,10.0649,1029117.4926
2194,600075.SH,新疆天业,化工原料,1.0,4.0,4.311,9.9303,525244.1968
763,002302.SZ,西部建设,水泥,1.0,5.0,5.618,10.0351,1942844.2768
159,000572.SZ,海马汽车,汽车整车,1.0,1.0,10.0,10.0,487718.6165
186,000610.SZ,西安旅游,旅游服务,1.0,1.0,10.0,10.0,238103.4804
205,000633.SZ,合金投资,综合类,1.0,4.0,3.707,10.0683,248393.6106
236,000682.SZ,东方电子,电气设备,1.0,2.0,5.202,10.0671,641579.2307
237,000683.SZ,远兴能源,化工原料,1.0,1.0,9.864,9.8639,923535.7645
267,000721.SZ,西安饮食,酒店餐饮,1.0,1.0,10.042,10.0418,229228.4041
314,000796.SZ,凯撒旅游,旅游服务,1.0,1.0,9.988,9.9875,707022.4617
364,000877.SZ,天山股份,水泥,1.0,5.0,4.399,9.9644,1087796.6772
479,002017.SZ,东信和平,通信设备,1.0,1.0,9.988,9.988,821087.9085
556,002094.SZ,青岛金王,日用化工,1.0,4.0,3.746,9.9828,385233.1364
571,002109.SZ,兴化股份,化工原料,1.0,4.0,3.961,10.0233,257234.5408
794,002333.SZ,罗普斯金,铝,1.0,3.0,7.4,9.9762,449081.9607
2099,300721.SZ,怡达股份,化工原料,1.0,4.0,3.614,10.0236,96972.1518
817,002356.SZ,赫美集团,其他商业,1.0,15.0,7.881,10.0057,934545.8763
1025,002565.SZ,顺灏股份,造纸,1.0,2.0,5.104,10.0346,871112.6169
1206,002750.SZ,龙津药业,中成药,1.0,2.0,6.592,10.0112,781466.1372
1542,300152.SZ,科融环境,环境保护,1.0,3.0,4.625,10.1449,216668.1036
1561,300171.SZ,东富龙,医疗保健,1.0,4.0,4.648,9.9701,367990.549
1721,300332.SZ,天壕环境,环境保护,1.0,5.0,5.296,9.9518,486352.8332
1726,300337.SZ,银邦股份,铝,1.0,1.0,10.112,10.1124,343342.7927
1767,300380.SZ,安硕信息,软件服务,1.0,3.0,4.195,10.0128,318417.9824
