,ts_code,name,industry,COL_LASTPRICE,concept,circ_mv
0,300488.SZ,恒锋工具,机械基件,37.79,"高送转, ",11.61亿
1,002481.SZ,双塔食品,食品,6.32,"海底捞概念股, 业绩预增, 保健品, 食品, 山东国企改革, 燃料乙醇, 人造肉, ",69.97亿
2,000713.SZ,丰乐种业,种植业,10.95,"农药, 安徽国企改革, 转基因, 乡村振兴, 业绩预增, 农业种植, 人造肉, ",32.73亿
3,300119.SZ,瑞普生物,生物制药,24.75,"动物保健, ",47.67亿
4,002119.SZ,康强电子,半导体,13.82,"移动支付, 举牌股, 半导体, 股权争夺, ",39.07亿
5,600469.SH,风神股份,汽车配件,6.6,"央企改革, 回购, 重卡, 轮胎, ",37.12亿
6,002041.SZ,登海种业,种植业,8.28,"转基因, 乡村振兴, 农业种植, 人造肉, ",72.36亿
7,600127.SH,金健米业,农业综合,5.25,"乡村振兴, 食品, 湖南国企改革, 乳业（奶粉）, ",33.69亿
8,603336.SH,宏辉果蔬,农业综合,22.92,"农业种植, 苹果期货, ",15.74亿
9,002467.SZ,二六三,电信运营,11.3,"教育, 业绩预增, 物联网, 谷歌概念股, 直播/短视频, 云计算, 高送转, 人工智能, ",76.47亿
10,300123.SZ,亚光科技,船舶,17.73,"5G, 回购, 业绩预增, 军工, 军民融合, 高送转, 半导体, 股权转让, 国产芯片, 智慧安防, ",54.46亿
11,600410.SH,华胜天成,软件服务,12.07,"阿里巴巴概念股, 国家队重仓, 回购, 业绩预增, 军工, 军民融合, 物联网, 智慧物流, 网络安全, 智能制造, 大数据, 云计算, 人工智能, 工业互联网, 智慧城市, 国产软件, 国产芯片, 科创板概念股, 透明工厂, ",132.62亿
12,300069.SZ,金利华电,电气设备,17.28,"特高压, 燃料电池, 影视, ",15.97亿
13,300578.SZ,会畅通讯,通信设备,29.82,"业绩预增, 大数据, 云计算, 资产重组, ",18.06亿
14,300353.SZ,东土科技,通信设备,15.1,"军工, 军民融合, 兜底式增持, 物联网, 大数据, 工业互联网, 半导体, 智慧城市, 国产芯片, 国产操作系统, ",53.1亿
15,603718.SH,海利生物,生物制药,17.07,"医药, 疫苗, 基因测序, 医疗器械, 举牌股, 动物保健, 体外诊断, ",109.93亿
16,300640.SZ,德艺文创,文教休闲,14.66,"人民币贬值受益, 高送转, 家具家居, ",7.56亿
17,600132.SH,重庆啤酒,啤酒,42.6,"啤酒, ",206.17亿
18,603222.SH,济民制药,化学制药,34.99,"民营医院, 海南自由贸易港, 医疗器械, 自贸区, 自由贸易港, ",111.97亿
19,002216.SZ,三全食品,食品,8.68,"海底捞概念股, 回购, ",49.0亿
20,600095.SH,哈高科,区域地产,5.83,"雄安-园林环保, 雄安新区, 壳公司, 人造肉, ",21.06亿
21,002127.SZ,南极电商,互联网,12.98,"MSCI, 社保重仓, 回购, 新零售, 业绩预增, ",246.13亿
22,002698.SZ,博实股份,化工机械,14.29,"业绩预增, 智能制造, 医疗器械, 高送转, 高校系, 机器人, ",77.8亿
23,300298.SZ,三诺生物,医疗保健,14.29,"民营医院, 社保重仓, 医疗器械, 互联网医疗, 体外诊断, ",62.82亿
24,300563.SZ,神宇股份,通信设备,31.4,"5G, ",10.07亿
25,000885.SZ,城发环境,公路,11.01,"高速公路, 固废处理, 河南自贸区, PPP, 环保, 自贸区, ",54.65亿
26,603233.SH,大参林,医药商业,52.81,"健康中国, 新进指数成份股, 医药商业, 医药, ",33.88亿
27,603586.SH,金麒麟,汽车配件,17.55,"回购, 汽车零部件, 高铁轨交, ",16.58亿
28,002102.SZ,ST冠福,化学制药,2.68,"医药, 化学药, 维生素, 低价股, 股权转让, ST股, ",57.62亿
29,603708.SH,家家悦,超市连锁,28.55,"社保重仓, 新零售, 快递物流, ",44.82亿
30,603398.SH,邦宝益智,文教休闲,16.34,"二胎, 人民币贬值受益, 资产重组, 动漫, ",34.59亿
31,300307.SZ,慈星股份,纺织机械,6.86,"智能制造, 机器视觉, 机器人, ",54.42亿
32,002757.SZ,南兴装备,家居用品,39.26,"业绩预增, 云计算, 高送转, ",38.53亿
33,300418.SZ,昆仑万维,互联网,16.4,"教育, 回购, 无人驾驶, 直播/短视频, 互联网金融, 人工智能, 区块链, 电竞, VR&AR, 独角兽, 游戏, 手游, 动漫, ",102.25亿
34,300760.SZ,迈瑞医疗,医疗保健,147.63,"高价股, MSCI, 新进指数成份股, 社保重仓, 医疗器械, ",179.52亿
35,600810.SH,神马股份,化纤,15.88,"业绩预增, 锦纶（尼龙）, 债转股-AMC, ",70.23亿
36,603878.SH,武进不锈,钢加工,16.71,"钢铁, 业绩预增, ",16.88亿
37,600004.SH,白云机场,机场,16.52,"机场, MSCI, 新进指数成份股, 社保重仓, 粤港澳大湾区, ",341.85亿
38,002179.SZ,中航光电,元器件,43.05,"5G, MSCI, 新进指数成份股, 央企改革, 军工研究所, 大飞机, 回购, 军工, 军民融合, 新能源汽车, ",337.9亿
39,603299.SH,苏盐井神,化工原料,7.39,"调味品, 食品, 定增破发, 资产重组, ",41.34亿
40,300012.SZ,华测检测,电器仪表,10.03,"新进指数成份股, 北汽新能源, 业绩预增, 雄安-园林环保, 雄安新区, 碳交易, ",150.77亿
41,002555.SZ,三七互娱,互联网,14.56,"MSCI, 回购, 定增破发, VR&AR, 游戏, 手游, 动漫, ",231.83亿
42,603345.SH,安井食品,食品,46.08,"海底捞概念股, 社保重仓, 独角兽, ",56.61亿
43,600600.SH,青岛啤酒,啤酒,52.66,"啤酒, MSCI, 大消费, 新零售, 山东国企改革, ",366.47亿
44,000863.SZ,三湘印象,区域地产,5.25,"旅游, 回购, 房地产, 创投, ",48.17亿
