,ts_code,symbol,name,industry,COL_HISTORY_BREAK,COL_LAST_CHG,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,300945.SZ,300945,曼卡龙,服饰,True,380.702,10.6,,0.0
1,300943.SZ,300943,春晖智控,机械基件,True,269.765,10.5,,0.0
2,300947.SZ,300947,德必集团,综合类,True,68.8362,11.71,,0.0
3,003038.SZ,003038,鑫铂股份,铝,True,44.0265,6.93,,0.0
4,300896.SZ,300896,爱美客,医疗保健,True,11.6318,315.98,"中国农业银行股份有限公司-大成创业板两年定期开放混合型证券投资基金
中国工商银行股份有限公司-富国天惠精选成长混合型证券投资基金(LOF)
全国社保基金六零二组合
中国建设银行股份有限公司-南方信息创新混合型证券投资基金
中国工商银行股份有限公司-东方红启元三年持有期混合型证券投资基金
中信证券-中信银行-中信证券红利价值一年持有混合型集合资产管理计划
中国农业银行股份有限公司-嘉实新兴产业股票型证券投资基金",7.0
5,601717.SH,601717,郑煤机,汽车配件,True,10.0316,207.45,"中央汇金资产管理有限责任公司
河南资产管理有限公司
香港中央结算有限公司(陆股通)",3.0
6,000488.SZ,000488,晨鸣纸业,造纸,True,10.0216,169.42,"全国社保基金四一八组合
中央汇金资产管理有限责任公司
中信证券股份有限公司-社保基金1106组合
基本养老保险基金一二零八组合",4.0
7,600722.SH,600722,金牛化工,化工原料,True,10.0213,35.1,,0.0
8,605337.SH,605337,李子园,乳制品,True,10.0157,13.52,,0.0
9,605077.SH,605077,N华康,食品,True,10.0067,23.83,,0.0
10,600392.SH,600392,盛和资源,小金属,True,10.0053,364.72,香港中央结算有限公司(陆股通),1.0
11,002352.SZ,002352,顺丰控股,仓储物流,True,10.0047,5258.16,"中信银行股份有限公司-交银施罗德新生活力灵活配置混合型证券投资基金
挪威中央银行-自有资金
中国建设银行股份有限公司-银华富裕主题混合型证券投资基金
香港中央结算有限公司(陆股通)
兴业银行股份有限公司-兴全趋势投资混合型证券投资基金",5.0
12,002145.SZ,002145,中核钛白,化工原料,True,10.0,143.51,"珠海汇尚创业投资有限公司-橡树湾8号私募证券投资基金
香港中央结算有限公司(陆股通)",2.0
13,600916.SH,600916,中国黄金,黄金,True,10.0,17.23,,0.0
14,600746.SH,600746,江苏索普,化工原料,True,10.0,29.16,,0.0
15,600809.SH,600809,山西汾酒,白酒,True,9.9995,3840.38,"交通银行股份有限公司-汇添富中盘价值精选混合型证券投资基金
中国农业银行股份有限公司-易方达消费行业股票型证券投资基金
中国建设银行股份有限公司-银华富裕主题混合型证券投资基金
中国银行股份有限公司-易方达中小盘混合型证券投资基金
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
中国银行股份有限公司-招商中证白酒指数分级证券投资基金",7.0
16,605376.SH,605376,博迁新材,小金属,True,9.9981,38.21,,0.0
17,600352.SH,600352,浙江龙盛,染料涂料,True,9.9938,572.91,"国泰君安君得鑫两年持有期混合型集合资产管理计划
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)",3.0
18,002230.SZ,002230,科大讯飞,软件服务,True,9.9815,1085.18,"中央汇金资产管理有限责任公司
安徽省铁路发展基金股份有限公司
国新央企运营投资基金管理(广州)有限公司-国新央企运营(广州)投资基金(有限合伙)
香港中央结算有限公司(陆股通)",4.0
19,600549.SH,600549,厦门钨业,小金属,True,9.9789,292.88,"中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)",2.0
20,002984.SZ,002984,森麒麟,汽车配件,True,9.6019,32.29,"中国建设银行股份有限公司-万家消费成长股票型证券投资基金
中国农业银行股份有限公司-万家潜力价值灵活配置混合型证券投资基金
中国光大银行股份有限公司-建信信息产业股票型证券投资基金
基本养老保险基金一零零三组合
招商银行股份有限公司-万家鑫动力月月购一年滚动持有混合型证券投资基金
招商银行股份有限公司-中信建投行业轮换混合型证券投资基金
华夏银行股份有限公司-建信互联网+产业升级股票型证券投资基金
交通银行股份有限公司-建信科技创新混合型证券投资基金
中国工商银行股份有限公司-中信建投策略精选混合型证券投资基金",9.0
21,000918.SZ,000918,嘉凯城,全国地产,True,9.0909,101.76,香港中央结算有限公司(陆股通),1.0
22,002601.SZ,002601,龙蟒佰利,化工原料,True,8.6996,687.26,"中国长城资产管理股份有限公司
香港中央结算有限公司(陆股通)",2.0
23,300285.SZ,300285,国瓷材料,陶瓷,True,8.369,421.44,"中国工商银行股份有限公司-富国天惠精选成长混合型证券投资基金(LOF)
中国农业银行股份有限公司-嘉实新兴产业股票型证券投资基金
国家第一养老金信托公司-自有资金
招商银行股份有限公司-睿远成长价值混合型证券投资基金
香港中央结算有限公司(陆股通)
招商银行股份有限公司-嘉实远见精选两年持有期混合型证券投资基金
华泰瑞联基金管理有限公司-江苏华泰瑞联并购基金(有限合伙)",7.0
24,300363.SZ,300363,博腾股份,化学制药,True,8.1325,208.59,"华泰瑞联基金管理有限公司-南京华泰瑞联并购基金二号(有限合伙)
华泰瑞联基金管理有限公司-南京华泰瑞联并购基金三号(有限合伙)
中国工商银行-广发聚丰混合型证券投资基金
中国建设银行股份有限公司-工银瑞信前沿医疗股票型证券投资基金
中国银行股份有限公司-广发医疗保健股票型证券投资基金
重庆慧林股权投资基金合伙企业(有限合伙)",6.0
25,002008.SZ,002008,大族激光,电器仪表,True,7.8788,513.07,"中国国际金融香港资产管理有限公司-客户资金
中央汇金资产管理有限责任公司
挪威中央银行-自有资金
香港中央结算有限公司(陆股通)",4.0
26,601888.SH,601888,中国中免,旅游服务,True,7.8198,7572.87,"中国工商银行-上证50交易型开放式指数证券投资基金
安本标准投资管理(亚洲)有限公司-安本标准-中国A股股票基金
中国工商银行股份有限公司-景顺长城新兴成长混合型证券投资基金
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司",5.0
27,300015.SZ,300015,爱尔眼科,医疗保健,True,7.0002,3128.8,"中国工商银行股份有限公司-中欧医疗健康混合型证券投资基金
香港中央结算有限公司(陆股通)
高瓴资本管理有限公司-HCM中国基金
中央汇金资产管理有限责任公司
中国银行股份有限公司-易方达蓝筹精选混合型证券投资基金",5.0
