,ts_code,symbol,name,industry,COL_LASTPRICE,COL_RECENT_LIMIT_COUNT_3,COL_CONTINUOUS_LIMIT_COUNT,COL_RANK_SCORE,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,605005.SH,605005,合兴股份,汽车配件,13.45,3.0,8.0,108.0,5.39,,0.0
1,003035.SZ,003035,南网能源,环境保护,2.95,3.0,8.0,108.0,22.35,,0.0
2,605228.SH,605228,神通科技,汽车配件,11.29,3.0,7.0,107.0,9.03,,0.0
3,605398.SH,605398,新炬网络,软件服务,65.54,3.0,6.0,106.0,9.75,,0.0
4,601015.SH,601015,陕西黑猫,焦炭加工,7.01,2.0,6.0,106.0,114.25,长城(天津)股权投资基金管理有限责任公司-长城国泰-高端装备并购契约型私募投资基金,1.0
5,603058.SH,603058,永吉股份,广告包装,10.86,3.0,5.0,105.0,45.43,上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金,1.0
6,688669.SH,688669,N聚石,化工原料,52.35,1.0,4.0,104.0,9.96,,0.0
7,605018.SH,605018,长华股份,汽车配件,18.46,3.0,4.0,104.0,7.69,,0.0
8,605155.SH,605155,西大门,化工原料,31.12,3.0,4.0,104.0,7.47,,0.0
9,605255.SH,605255,天普股份,汽车配件,21.77,3.0,4.0,104.0,7.3,上海慈鉴投资管理有限公司-慈鉴易智盈价值成长一号私募证券投资基金,1.0
10,000691.SZ,000691,亚太实业,化工原料,5.41,2.0,3.0,103.0,15.72,芜湖长元股权投资基金(有限合伙),1.0
11,003022.SZ,003022,联泓新科,化工原料,25.52,3.0,3.0,103.0,37.61,,0.0
12,002836.SZ,002836,新宏泽,广告包装,10.9,2.0,2.0,102.0,17.44,,0.0
13,603025.SH,603025,大豪科技,IT设备,25.95,2.0,2.0,102.0,239.23,香港中央结算有限公司(陆股通),1.0
14,002240.SZ,002240,盛新锂能,小金属,29.88,2.0,2.0,102.0,208.04,"全国社保基金一一六组合
中央企业贫困地区产业投资基金股份有限公司",2.0
15,688155.SH,688155,先惠技术,专用机械,86.76,1.0,2.0,102.0,14.92,"中国建设银行股份有限公司-融通新能源汽车主题精选灵活配置混合型证券投资基金
中国工商银行股份有限公司-博时科创板三年定期开放混合型证券投资基金",2.0
16,603718.SH,603718,海利生物,生物制药,13.65,2.0,2.0,102.0,87.91,,0.0
17,600792.SH,600792,云煤能源,焦炭加工,3.95,2.0,2.0,102.0,39.1,"中央汇金资产管理有限责任公司
中国银行股份有限公司-招商中证煤炭等权指数分级证券投资基金",2.0
18,600687.SH,600687,退刚泰,,0.32,2.0,2.0,102.0,4.76,"上海淮茂股权投资基金管理合伙企业(有限合伙)
浙江汇通刚泰股权投资基金合伙企业(有限合伙)
华润深国投信托有限公司-华润信托·韶夏增利39号单一资金信托",3.0
19,688680.SH,688680,海优新材,塑料,205.49,1.0,21.0,21.0,39.73,,0.0
20,003031.SZ,003031,中瓷电子,元器件,87.5,2.0,18.0,18.0,23.33,,0.0
21,000155.SZ,000155,川能动力,新型电力,15.94,1.0,4.0,4.0,202.44,中国建设银行股份有限公司-华商盛世成长混合型证券投资基金,1.0
22,600847.SH,600847,万里股份,电气设备,10.6,2.0,2.0,2.0,16.25,家天下资产管理有限公司,1.0
23,688399.SH,688399,硕世生物,医疗保健,235.51,1.0,2.0,2.0,80.98,"广东莲花私募证券投资基金管理有限公司-智硕莲花1号私募证券投资基金
上海明汯投资管理有限公司-明汯价值成长1期私募投资基金",2.0
24,600335.SH,600335,国机汽车,汽车配件,5.4,2.0,2.0,2.0,55.61,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司",2.0
25,688598.SH,688598,金博股份,矿物制品,247.51,1.0,2.0,2.0,47.4,"中国对外经济贸易信托有限公司-明达7期证券投资集合资金信托计划
招商银行股份有限公司-富国科创板两年定期开放混合型证券投资基金
上海浦东发展银行股份有限公司-景顺长城电子信息产业股票型证券投资基金
上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
中国建设银行股份有限公司-景顺长城环保优势股票型证券投资基金
深圳市明达资产管理有限公司-明达12期私募投资基金
招商银行股份有限公司-景顺长城成长领航混合型证券投资基金
中国银行股份有限公司-景顺长城优选混合型证券投资基金",8.0
26,605136.SH,605136,丽人丽妆,其他商业,29.91,1.0,2.0,2.0,11.97,,0.0
27,002464.SZ,002464,众应互联,互联网,3.03,2.0,2.0,2.0,15.81,上海方圆达创投资合伙企业(有限合伙)-方圆-东方9号私募投资基金,1.0
28,002932.SZ,002932,明德生物,医疗保健,93.2,2.0,2.0,2.0,27.98,中国银行股份有限公司-国泰中证生物医药交易型开放式指数证券投资基金,1.0
29,603882.SH,603882,金域医学,医疗保健,171.5,2.0,2.0,2.0,788.02,"交通银行股份有限公司-万家行业优选混合型证券投资基金(LOF)
国创开元股权投资基金(有限合伙)
香港中央结算有限公司(陆股通)",3.0
30,002584.SZ,002584,西陇科学,化工原料,7.2,2.0,2.0,2.0,27.91,上海国药圣礼股权投资基金合伙企业(有限合伙),1.0
31,002145.SZ,002145,中核钛白,化工原料,7.23,2.0,2.0,2.0,115.03,"香港中央结算有限公司(陆股通)
珠海汇尚创业投资有限公司-橡树湾8号私募证券投资基金",2.0
32,603185.SH,603185,上机数控,机床制造,173.59,2.0,2.0,2.0,135.56,"中国农业银行股份有限公司-富国创业板两年定期开放混合型证券投资基金
香港中央结算有限公司(陆股通)
兴业银行股份有限公司-中银顺兴回报一年持有期混合型证券投资基金",3.0
33,002645.SZ,002645,华宏科技,专用机械,11.22,2.0,2.0,2.0,48.51,"全国社保基金一一六组合
中央汇金资产管理有限责任公司",2.0
34,688202.SH,688202,美迪西,医疗保健,262.0,1.0,2.0,2.0,68.68,"中国建设银行股份有限公司-富国天博创新主题混合型证券投资基金
中国工商银行股份有限公司-融通健康产业灵活配置混合型证券投资基金
基本养老保险基金一六零二一组合
珠海横琴万方资产管理合伙企业(有限合伙)-万方传奇4号私募证券投资基金
珠海横琴万方资产管理合伙企业(有限合伙)-万方掘金2号私募证券投资基金
中国银行股份有限公司-广发医疗保健股票型证券投资基金
珠海横琴万方资产管理合伙企业(有限合伙)-万方传奇3号私募证券投资基金
中国建设银行股份有限公司-工银瑞信前沿医疗股票型证券投资基金
中国银行股份有限公司-工银瑞信医疗保健行业股票型证券投资基金
中国建设银行股份有限公司-南方医药保健灵活配置混合型证券投资基金",10.0
35,603026.SH,603026,石大胜华,化工原料,64.09,1.0,1.0,1.0,129.9,"中国邮政储蓄银行有限责任公司-中欧中小盘股票型证券投资基金(LOF)
中国工商银行股份有限公司-中欧时代先锋股票型发起式证券投资基金
上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金
全国社保基金一一三组合
中国工商银行股份有限公司-中欧创新成长灵活配置混合型证券投资基金",5.0
36,601866.SH,601866,中远海发,水运,3.44,1.0,1.0,1.0,272.87,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
兴业全球基金-上海银行-中国海运(集团)总公司",4.0
37,601956.SH,601956,东贝集团,机械基件,8.76,1.0,1.0,1.0,18.13,,0.0
38,600422.SH,600422,昆药集团,中成药,9.19,1.0,1.0,1.0,69.68,"交通银行股份有限公司-富安达优势成长股票型证券投资基金
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司",3.0
39,000049.SZ,000049,德赛电池,电气设备,78.48,1.0,1.0,1.0,161.08,"中国工商银行股份有限公司-嘉实产业先锋混合型证券投资基金
中国工商银行股份有限公司-中欧时代先锋股票型发起式证券投资基金
中央汇金资产管理有限责任公司
中国建设银行股份有限公司-信达澳银新能源产业股票型证券投资基金
中国银行股份有限公司-嘉实新能源新材料股票型证券投资基金
中国工商银行股份有限公司-嘉实智能汽车股票型证券投资基金
中国农业银行股份有限公司-嘉实环保低碳股票型证券投资基金
香港中央结算有限公司(陆股通)",8.0
40,600428.SH,600428,中远海特,水运,5.5,1.0,1.0,1.0,118.07,"华夏基金-农业银行-华夏中证金融资产管理计划
中央汇金资产管理有限责任公司
银华基金-农业银行-银华中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划
前海开源基金-包商银行-前海开源定增11号资产管理计划
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划",6.0
41,600875.SH,600875,东方电气,电气设备,12.74,1.0,1.0,1.0,254.41,"中央汇金资产管理有限责任公司
中欧基金-农业银行-中欧中证金融资产管理计划
博时基金-农业银行-博时中证金融资产管理计划
南方基金-农业银行-南方中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划
招商银行股份有限公司-博时中证央企创新驱动交易型开放式指数证券投资基金
大成基金-农业银行-大成中证金融资产管理计划",8.0
42,601633.SH,601633,长城汽车,汽车整车,43.31,1.0,1.0,1.0,2610.61,"保定创新长城资产管理有限公司
中央汇金资产管理有限责任公司
中国工商银行股份有限公司-万家自主创新混合型证券投资基金
交通银行股份有限公司-万家行业优选混合型证券投资基金(LOF)
中国银行股份有限公司-嘉实3年封闭运作战略配售灵活配置混合型证券投资基金(LOF)
全国社保基金一零三组合
中国银行股份有限公司-富国创新趋势股票型证券投资基金
香港中央结算有限公司(陆股通)",8.0
43,601619.SH,601619,嘉泽新能,新型电力,3.36,1.0,1.0,1.0,69.69,香港中央结算有限公司(陆股通),1.0
