,ts_code,name,industry,COL_PCT_CHG,COL_LASTPRICE,COL_FLOAT_HOLDERS
0,300317.SZ,珈伟新能,半导体,9.9071,3.55,香港中央结算有限公司(陆股通)
1,000802.SZ,北京文化,影视音像,9.9407,7.41,"中国工商银行股份有限公司-华安媒体互联网混合型证券投资基金
中国农业银行股份有限公司-华安智能生活混合型证券投资基金
中信银行股份有限公司-交银施罗德新生活力灵活配置混合型证券投资基金"
2,002049.SZ,紫光国微,元器件,9.9963,88.03,"中国建设银行股份有限公司-华夏国证半导体芯片交易型开放式指数证券投资基金
中国银行股份有限公司-国泰CES半导体行业交易型开放式指数证券投资基金
中央汇金资产管理有限责任公司
香港中央结算有限公司(陆股通)
国泰君安证券股份有限公司-国联安中证全指半导体产品与设备交易型开放式指数证券投资基金
中国工商银行股份有限公司-广发国证半导体芯片交易型开放式指数证券投资基金
中国银行股份有限公司-国泰CES半导体行业交易型开放式指数证券投资基金"
3,601878.SH,浙商证券,证券,10.0,11.99,"香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-国泰中证全指证券公司交易型开放式指数证券投资基金
中国建设银行股份有限公司-华宝中证全指证券公司交易型开放式指数证券投资基金"
4,601788.SH,光大证券,证券,10.0115,19.12,"平安大华基金-平安银行-平安银行股份有限公司
香港中央结算有限公司(陆股通)
中国长城资产管理股份有限公司
中央汇金资产管理有限责任公司
中国建设银行股份有限公司-国泰中证全指证券公司交易型开放式指数证券投资基金
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划"
5,002334.SZ,英威腾,电气设备,10.0213,5.16,中信建投证券股份有限公司-富国中证科技50策略交易型开放式指数证券投资基金
6,000656.SZ,金科股份,区域地产,10.0223,9.88,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司"
7,600185.SH,格力地产,区域地产,10.0235,14.05,"广州市玄元投资管理有限公司-玄元投资元宝1号私募投资基金
泰达宏利基金-工商银行-中航信托-天顺(2016)70号泰达宏利基金投资单一资金信托
建信基金-工商银行-华润深国投信托-华润信托·增利10号集合资金信托计划
香港中央结算有限公司(陆股通)
广州市玄元投资管理有限公司-玄元投资元宝1号私募投资基金
泰达宏利基金-工商银行-中航信托-天顺(2016)70号泰达宏利基金投资单一资金信托
建信基金-工商银行-华润深国投信托-华润信托·增利10号集合资金信托计划
香港中央结算有限公司(陆股通)
广州市玄元投资管理有限公司-玄元投资元宝1号私募投资基金
泰达宏利基金-工商银行-中航信托-天顺(2016)70号泰达宏利基金投资单一资金信托
建信基金-工商银行-华润深国投信托-华润信托·增利10号集合资金信托计划"
8,000715.SZ,中兴商业,百货,10.0318,6.91,
9,603069.SH,海汽集团,公路,10.0328,16.78,
10,300846.SZ,N首都,软件服务,10.1031,5.34,
11,300117.SZ,嘉寓股份,装修装饰,10.1639,3.36,中央汇金资产管理有限责任公司
