,ts_code,symbol,name,industry,COL_LASTPRICE,COL_RECENT_LIMIT_COUNT_3,COL_CONTINUOUS_LIMIT_COUNT,COL_RANK_SCORE,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,688131.SH,688131,皓元医药,化学制药,346.01,2.0,40.0,140.0,52.75,,0.0
1,688269.SH,688269,N凯立,化工原料,79.59,1.0,32.0,132.0,16.92,,0.0
2,605499.SH,605499,东鹏饮料,软饮料,157.1,3.0,13.0,113.0,62.86,,0.0
3,000995.SZ,000995,皇台酒业,白酒,37.26,2.0,6.0,106.0,66.1,甘肃西部资产管理股份有限公司,1.0
4,600238.SH,600238,海南椰岛,红黄酒,29.35,2.0,6.0,106.0,130.61,,0.0
5,605319.SH,605319,无锡振华,汽车配件,19.56,3.0,6.0,106.0,9.78,,0.0
6,002346.SZ,002346,柘中股份,电气设备,18.48,3.0,6.0,106.0,72.93,,0.0
7,002136.SZ,002136,安纳达,化工原料,15.85,3.0,4.0,104.0,33.96,"中央汇金资产管理有限责任公司
深圳市向阳资本管理有限公司-向阳1号精选证券投资基金",2.0
8,002247.SZ,002247,聚力文化,造纸,3.58,3.0,4.0,104.0,21.16,,0.0
9,601156.SH,601156,N东物,空运,22.71,1.0,4.0,104.0,36.05,,0.0
10,002881.SZ,002881,美格智能,通信设备,28.88,3.0,3.0,103.0,31.04,"中国银行股份有限公司-国泰CES半导体芯片行业交易型开放式指数证券投资基金
中国工商银行股份有限公司-博时科创板三年定期开放混合型证券投资基金",2.0
11,600992.SH,600992,贵绳股份,钢加工,8.59,3.0,3.0,103.0,21.05,北京神州牧投资基金管理有限公司-红炎神州牧基金,1.0
12,003032.SZ,003032,传智教育,文教休闲,25.81,3.0,3.0,103.0,10.39,,0.0
13,000004.SZ,000004,国华网安,软件服务,19.82,2.0,2.0,102.0,22.82,"中国农业银行股份有限公司-交银施罗德成长混合型证券投资基金
中科汇通(厦门)股权投资基金有限公司",2.0
14,603777.SH,603777,来伊份,食品,15.09,2.0,2.0,102.0,50.79,上海迎水投资管理有限公司-迎水巡洋10号私募证券投资基金,1.0
15,600123.SH,600123,兰花科创,煤炭开采,8.9,2.0,2.0,102.0,101.67,海通证券股份有限公司-中融中证煤炭指数分级证券投资基金,1.0
16,603918.SH,603918,金桥信息,软件服务,11.96,2.0,2.0,102.0,27.8,杭州文心致禾资产管理合伙企业(有限合伙),1.0
17,600630.SH,600630,龙头股份,纺织,6.92,2.0,2.0,102.0,29.4,,0.0
18,600714.SH,600714,金瑞矿业,化工原料,9.04,2.0,2.0,102.0,26.05,中央汇金资产管理有限责任公司,1.0
19,000982.SZ,000982,中银绒业,纺织,1.79,2.0,2.0,102.0,76.29,北京中融鼎新投资管理有限公司-中融鼎新-天平1号基金,1.0
20,000683.SZ,000683,远兴能源,化工原料,5.03,2.0,2.0,102.0,171.1,"中国工商银行股份有限公司-华安媒体互联网混合型证券投资基金
广发证券股份有限公司-大成睿景灵活配置混合型证券投资基金
北京中稷弘立资产管理有限公司
中国农业银行股份有限公司-大成新锐产业混合型证券投资基金
中国信达资产管理股份有限公司
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-华安智能生活混合型证券投资基金",7.0
21,000711.SZ,000711,京蓝科技,软件服务,2.93,2.0,2.0,102.0,24.08,华润深国投信托有限公司-华润信托·开元3号集合资金信托计划,1.0
22,688319.SH,688319,欧林生物,生物制药,37.7,1.0,31.0,31.0,12.35,,0.0
23,600032.SH,600032,浙江新能,新型电力,13.45,2.0,14.0,14.0,27.98,,0.0
24,603511.SH,603511,爱慕股份,服饰,40.41,1.0,9.0,9.0,16.17,,0.0
25,603196.SH,603196,日播时尚,服饰,11.09,1.0,6.0,6.0,26.62,,0.0
26,002547.SZ,002547,春兴精工,通信设备,5.4,2.0,4.0,4.0,41.69,"香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-国泰中证全指通信设备交易型开放式指数证券投资基金",2.0
