,ts_code,symbol,name,industry,COL_IS_MEDICAL,COL_LASTPRICE,COL_DAILY_BREAK,COL_RECENT_AGGRESSIVE,COL_UP_RANGE,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,603718.SH,603718,海利生物,生物制药,True,17.9323,True,True,0.03,,0.0
1,688520.SH,688520,神州细胞-U,生物制药,True,74.0,True,True,0.04,,0.0
2,000623.SZ,000623,吉林敖东,化学制药,True,15.542,True,False,0.04,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金",3.0
3,603998.SH,603998,方盛制药,中成药,True,6.58,True,False,0.06,,0.0
4,002872.SZ,002872,ST天圣,化学制药,True,5.48,True,False,0.07,,0.0
5,600538.SH,600538,国发股份,医药商业,True,8.16,True,False,0.08,圆信永丰基金-昆仑健康保险股份有限公司-圆信永丰优选金股2号单一资产管理计划,1.0
6,600381.SH,600381,青海春天,医疗保健,True,4.73,True,True,0.09,,0.0
7,603579.SH,603579,荣泰健康,医疗保健,True,27.49,True,False,0.09,香港中央结算有限公司(陆股通),1.0
8,300404.SZ,300404,博济医药,医疗保健,True,16.02,True,False,0.1,富兴投资基金(广州)有限公司-富兴璀璨6号私募证券投资基金,1.0
9,002349.SZ,002349,精华制药,中成药,True,5.32,True,False,0.1,,0.0
10,002004.SZ,002004,华邦健康,化学制药,True,5.26,True,False,0.11,"香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金",2.0
11,002864.SZ,002864,盘龙药业,中成药,True,29.42,True,False,0.13,上海高毅资产管理合伙企业(有限合伙)-高毅邻山1号远望基金,1.0
12,000538.SZ,000538,云南白药,中成药,True,94.1,True,False,0.14,"瑞银资产管理(新加坡)有限公司-瑞银卢森堡投资SICAV
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
全国社保基金一一二组合",4.0
13,002399.SZ,002399,海普瑞,化学制药,True,23.6669,True,False,0.15,"招商银行股份有限公司-睿远成长价值混合型证券投资基金
香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-华夏医疗健康混合型发起式证券投资基金
中国工商银行股份有限公司-华夏乐享健康灵活配置混合型证券投资基金",4.0
14,300760.SZ,300760,迈瑞医疗,医疗保健,True,299.19,True,False,0.15,"香港中央结算有限公司(陆股通)
全国社保基金一零二组合",2.0
15,000963.SZ,000963,华东医药,化学制药,True,24.1,True,False,0.16,"泰康资产管理有限责任公司-积极配置投资产品
基本养老保险基金一五零四一组合
国泰君安证券资管-光大银行-国泰君安君得明混合型集合资产管理计划
香港中央结算有限公司(陆股通)
全国社保基金一零六组合",5.0
16,600436.SH,600436,片仔癀,中成药,True,165.26,True,False,0.16,"深圳市林园投资管理有限责任公司-林园投资36号私募投资基金
深圳市林园投资管理有限责任公司-林园投资29号私募投资基金
中国工商银行股份有限公司-汇添富价值精选混合型证券投资基金
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
深圳市林园投资管理有限责任公司-林园投资21号私募投资基金",6.0
17,300601.SZ,300601,康泰生物,生物制药,True,153.7,True,False,0.17,"中国建设银行股份有限公司-广发多元新兴股票型证券投资基金
中国工商银行股份有限公司-广发创新升级灵活配置混合型证券投资基金
中国工商银行股份有限公司-广发双擎升级混合型证券投资基金
上海浦东发展银行股份有限公司-广发小盘成长混合型证券投资基金(LOF)
香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-广发科技先锋混合型证券投资基金",6.0
18,603566.SH,603566,普莱柯,生物制药,True,27.6,True,False,0.17,,0.0
19,300482.SZ,300482,万孚生物,医疗保健,True,96.52,True,False,0.17,"中国银行股份有限公司-工银瑞信医疗保健行业股票型证券投资基金
招商银行股份有限公司-汇添富医疗服务灵活配置混合型证券投资基金
广州汇垠天粤股权投资基金管理有限公司
北京磐沣投资管理合伙企业(有限合伙)-磐沣价值私募证券投资基金
香港中央结算有限公司(陆股通)",5.0
20,002821.SZ,002821,凯莱英,生物制药,True,231.0,True,False,0.17,"中国工商银行股份有限公司-中欧医疗健康混合型证券投资基金
兴全基金-兴业银行-兴业证券股份有限公司
兴业全球基金-兴业银行-兴全-股票红利特定多客户资产管理计划
全国社保基金一一五组合
招商银行股份有限公司-兴全合宜灵活配置混合型证券投资基金(LOF)
全国社保基金一零一组合
香港中央结算有限公司(陆股通)",7.0
21,600276.SH,600276,恒瑞医药,化学制药,True,92.95,True,False,0.18,"香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
奥本海默基金公司-中国基金",3.0
22,300009.SZ,300009,安科生物,生物制药,True,16.63,True,False,0.18,"中信银行股份有限公司-九泰锐益定增灵活配置混合型证券投资基金
招商银行股份有限公司-兴全合宜灵活配置混合型证券投资基金(LOF)
上海固信资产管理有限公司-长三角(上海)产业创新股权投资基金合伙企业(有限合伙)
香港中央结算有限公司(陆股通)
中国工商银行股份有限公司-博时精选混合型证券投资基金",5.0
23,600976.SH,600976,健民集团,中成药,True,17.3027,True,False,0.18,"招商银行股份有限公司-东方红京东大数据灵活配置混合型证券投资基金
深圳市南方鑫泰投资发展有限公司-南方鑫泰-私募学院菁英145号基金
兴业银行股份有限公司-中欧新趋势股票型证券投资基金(LOF)
中国工商银行股份有限公司-东方红新动力灵活配置混合型证券投资基金
泰康资管-交通银行-泰康资产管理有限责任公司优势精选资产管理产品
中国建设银行股份有限公司-中欧新蓝筹灵活配置混合型证券投资基金",6.0
24,002019.SZ,002019,亿帆医药,化学制药,True,22.85,True,False,0.18,"深圳国调招商并购股权投资基金合伙企业(有限合伙)
金元顺安基金-宁波银行-华润深国投信托-华润信托·韶夏增利32号单一资金信托
江苏一带一路投资基金(有限合伙)
香港中央结算有限公司(陆股通)
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金",5.0
25,000423.SZ,000423,东阿阿胶,中成药,True,37.17,True,False,0.18,"中国农业银行股份有限公司-易方达消费行业股票型证券投资基金
香港中央结算有限公司(陆股通)
中央汇金资产管理有限责任公司
瑞银资产管理(新加坡)有限公司-瑞银卢森堡投资SICAV",4.0
26,688321.SH,688321,微芯生物,化学制药,True,61.44,True,False,0.18,,0.0
27,600624.SH,600624,复旦复华,化学制药,True,9.94,True,False,0.18,,0.0
28,600529.SH,600529,山东药玻,医疗保健,True,50.9173,True,False,0.19,"中信证券-中信银行-中信证券红利价值一年持有混合型集合资产管理计划
全国社保基金一一五组合
中国工商银行-广发稳健增长证券投资基金
中国建设银行股份有限公司-汇添富创新医药主题混合型证券投资基金
全国社保基金四零六组合
中国建设银行股份有限公司-交银施罗德阿尔法核心混合型证券投资基金
招商银行股份有限公司-交银施罗德新成长混合型证券投资基金",7.0
29,002044.SZ,002044,美年健康,医疗保健,True,13.45,True,False,0.19,"云南国际信托有限公司-云南信托-云起3号集合资金信托计划
全国社保基金一一七组合
上海国盛资本管理有限公司-上海国盛海通股权投资基金合伙企业(有限合伙)
香港中央结算有限公司(陆股通)
上海天亿资产管理有限公司",5.0
30,600129.SH,600129,太极集团,中成药,True,14.06,True,True,0.2,"国寿安保基金-建设银行-人寿保险-中国人寿保险(集团)公司委托国寿安保基金混合型组合
重庆市供销合作发展股权投资基金有限公司
财通基金-招商银行-深圳市招商国协壹号股权投资基金管理有限公司",3.0
31,000503.SZ,000503,国新健康,医疗保健,True,11.41,True,False,0.2,香港中央结算有限公司(陆股通),1.0
