,ts_code,name,industry,COL_PCT_CHG,COL_LASTPRICE,COL_DAILY_AGGRESSIVE_ACCUMULATION,COL_FLOAT_HOLDERS
0,002425.SZ,凯撒文化,互联网,9.9919,13.65,77.26,"中信信托有限责任公司-中信信托成泉汇涌八期金融投资集合资金信托计划
广西铁路发展投资基金(有限合伙)
中国建设银行股份有限公司-华夏盛世精选混合型证券投资基金"
1,600211.SH,西藏药业,中成药,10.0016,67.64,75.49,
2,002103.SZ,广博股份,互联网,10.073,7.54,69.99,上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
3,000011.SZ,深物业A,区域地产,10.0,16.83,64.67,"中国东方资产管理股份有限公司
兴业证券股份有限公司-博道久航混合型证券投资基金
中国建设银行股份有限公司-长城量化小盘股票型证券投资基金"
4,600812.SH,华北制药,化学制药,10.0,13.97,56.48,"中央汇金资产管理有限责任公司
中国建设银行股份有限公司-博时主题行业混合型证券投资基金(LOF)
博时基金-农业银行-博时中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
华夏基金-农业银行-华夏中证金融资产管理计划
银华基金-农业银行-银华中证金融资产管理计划
南方基金-农业银行-南方中证金融资产管理计划
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划
中央汇金资产管理有限责任公司
中国建设银行股份有限公司-博时主题行业混合型证券投资基金(LOF)
博时基金-农业银行-博时中证金融资产管理计划
易方达基金-农业银行-易方达中证金融资产管理计划
大成基金-农业银行-大成中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划
中欧基金-农业银行-中欧中证金融资产管理计划
华夏基金-农业银行-华夏中证金融资产管理计划
银华基金-农业银行-银华中证金融资产管理计划
南方基金-农业银行-南方中证金融资产管理计划
工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划"
5,300246.SZ,宝莱特,医疗保健,10.009,36.71,56.47,"中国工商银行股份有限公司-金鹰稳健成长混合型证券投资基金
中央汇金资产管理有限责任公司
中信信托有限责任公司-中信价值管理型金融投资集合资金信托计划
中国对外经济贸易信托有限公司-外贸信托·锐进31期清水源证券投资集合资金信托计划"
6,603439.SH,贵州三力,中成药,9.9948,42.59,55.1,
7,600827.SH,百联股份,超市连锁,10.0247,13.39,53.52,"全国社保基金一零三组合
中央汇金资产管理有限责任公司
中国工商银行股份有限公司-中证上海国企交易型开放式指数证券投资基金
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金"
8,300494.SZ,盛天网络,互联网,10.0232,23.71,49.02,"中国工商银行股份有限公司-南方大数据100指数证券投资基金
深圳创富兆业金融管理有限公司-创富福星云产业私募证券投资基金"
9,300277.SZ,海联讯,软件服务,10.0081,13.52,43.27,"中央汇金资产管理有限责任公司
中央汇金资产管理有限责任公司
中央汇金资产管理有限责任公司"
10,603185.SH,上机数控,机床制造,9.9922,42.49,41.39,"招商银行股份有限公司-富国清洁能源产业灵活配置混合型证券投资基金
香港中央结算有限公司(陆股通)
中国建设银行股份有限公司-富国低碳新经济混合型证券投资基金
中国农业银行-华夏平稳增长混合型证券投资基金
交通银行股份有限公司-工银瑞信互联网加股票型证券投资基金
建信基金-招商银行-建信乾元安享特定多个客户资产管理计划"
11,300729.SZ,乐歌股份,家居用品,9.9974,42.14,40.01,南京雷奥投资管理有限公司-雷奥2期证券投资基金
12,300763.SZ,锦浪科技,电气设备,9.9963,58.87,37.38,"西藏源乐晟资产管理有限公司-源乐晟-晟世8号私募证券投资基金
中信信托有限责任公司-中信信托锐进58期源乐晟投资集合资金信托计划
中国工商银行股份有限公司-广发制造业精选混合型证券投资基金
中国工商银行-南方绩优成长股票型证券投资基金"
13,601801.SH,皖新传媒,出版业,10.0707,6.23,35.69,"新华集团-国泰君安-16皖新EB担保及信托财产专户
安徽安元投资基金有限公司
中央汇金资产管理有限责任公司
鹏华资产-平安银行-华宝信托-华宝-银河15号集合资金信托计划
海南首泰融信股权投资基金合伙企业(有限合伙)"
