,trade_date,up_count,down_count,up_limit_count,down_limit_count,limit_count_1,limit_count_2,limit_count_3,limit_count_4,limit_count_over5,max_limit_count,max_limit_stock
0,20200429.0,1707.0,2017.0,51.0,26.0,0.0,20.0,10.0,8.0,13.0,11.0,002980.SZ 华盛昌
1,20200424.0,669.0,3055.0,34.0,47.0,0.0,11.0,11.0,5.0,7.0,7.0,300828.SZ 锐新科技
2,20200423.0,1257.0,2467.0,75.0,7.0,0.0,27.0,17.0,6.0,25.0,10.0,002980.SZ 华盛昌
3,20200422.0,2424.0,1300.0,95.0,7.0,0.0,46.0,18.0,11.0,20.0,9.0,002980.SZ 华盛昌
4,20200421.0,1129.0,2595.0,60.0,3.0,0.0,15.0,22.0,8.0,15.0,12.0,002979.SZ 雷赛智能
5,20200420.0,2525.0,1199.0,77.0,1.0,0.0,21.0,23.0,16.0,17.0,8.0,600107.SH 美尔雅
6,20200417.0,1501.0,2223.0,51.0,4.0,0.0,20.0,13.0,4.0,14.0,11.0,002979.SZ 雷赛智能
7,20200416.0,1894.0,1830.0,75.0,2.0,0.0,29.0,20.0,9.0,17.0,14.0,300825.SZ 阿尔特
8,20200415.0,985.0,2739.0,54.0,3.0,0.0,23.0,9.0,12.0,10.0,9.0,002979.SZ 雷赛智能
9,20200414.0,3242.0,482.0,76.0,1.0,0.0,29.0,20.0,9.0,18.0,9.0,600127.SH 金健米业
10,20200413.0,1151.0,2573.0,53.0,28.0,1.0,24.0,14.0,4.0,10.0,9.0,300826.SZ 测绘股份
11,20200410.0,525.0,3199.0,37.0,39.0,0.0,13.0,7.0,7.0,10.0,13.0,300825.SZ 阿尔特
12,20200409.0,2266.0,1458.0,96.0,8.0,0.0,33.0,28.0,15.0,20.0,12.0,300825.SZ 阿尔特
13,20200408.0,2106.0,1618.0,80.0,6.0,0.0,33.0,20.0,9.0,18.0,11.0,300825.SZ 阿尔特
14,20200407.0,3609.0,115.0,146.0,3.0,0.0,70.0,30.0,14.0,32.0,10.0,300825.SZ 阿尔特
15,20200403.0,1137.0,2587.0,63.0,4.0,0.0,26.0,10.0,4.0,23.0,14.0,002977.SZ 天箭科技
16,20200402.0,3236.0,488.0,91.0,5.0,0.0,43.0,17.0,9.0,22.0,13.0,002977.SZ 天箭科技
17,20200401.0,1220.0,2504.0,37.0,16.0,0.0,16.0,12.0,3.0,6.0,8.0,300526.SZ 中潜股份
18,20200331.0,1477.0,2247.0,68.0,10.0,0.0,33.0,15.0,6.0,14.0,8.0,300526.SZ 中潜股份
