,ts_code,name,industry,COL_LASTPRICE,concept,circ_mv
0,000713.SZ,丰乐种业,种植业,16.05,"农药, 安徽国企改革, 转基因, 乡村振兴, 业绩预增, 农业种植, 人造肉, ",47.97亿
1,002404.SZ,嘉欣丝绸,纺织,7.81,"供应链金融, 纺织服装, 环杭州湾大湾区, 人民币贬值受益, 举牌股, ",35.85亿
2,600313.SH,农发种业,种植业,4.24,"央企改革, 转基因, 乡村振兴, 农垦, 土地流转, 农业种植, ",43.22亿
3,002164.SZ,宁波东力,电气设备,6.08,"风电, 定增破发, ",26.52亿
4,300342.SZ,天银机电,元器件,12.69,"军工, 军民融合, 太赫兹, 白色家电, 家电, 股权转让, 国资入股, ",51.15亿
5,600354.SH,敦煌种业,种植业,6.03,"棉花, 农业种植, ",31.83亿
6,002708.SZ,光洋股份,汽车配件,13.16,"汽车零部件, 股权转让, 壳公司, 创投, ",48.99亿
7,603508.SH,思维列控,软件服务,72.58,"回购, 无人机, 高铁轨交, 资产重组, ",116.13亿
8,300387.SZ,富邦股份,化工原料,10.7,"化肥, ",30.93亿
9,300220.SZ,金运激光,元器件,32.48,"3D打印, 智能制造, ",40.57亿
10,002905.SZ,金逸影视,影视音像,23.97,"影视, ",16.11亿
11,300696.SZ,爱乐达,航空,30.49,"军工, 军民融合, ",14.99亿
12,600410.SH,华胜天成,软件服务,12.78,"阿里巴巴概念股, 国家队重仓, 回购, 业绩预增, 军工, 军民融合, 物联网, 智慧物流, 网络安全, 智能制造, 大数据, 云计算, 人工智能, 工业互联网, 智慧城市, 国产软件, 国产芯片, 科创板概念股, 透明工厂, ",140.42亿
13,600598.SH,北大荒,种植业,11.95,"高股息, MSCI, 振兴东北, 乡村振兴, 农垦, 土地流转, 区块链, 农业种植, 人造肉, ",212.43亿
14,603028.SH,赛福天,钢加工,10.92,"壳公司, ",24.11亿
15,603320.SH,迪贝电气,机械基件,26.3,,8.55亿
16,600530.SH,交大昂立,医疗保健,6.28,"回购, 保健品, 食品, 举牌股, 高校系, ",48.98亿
17,000523.SZ,广州浪奇,日用化工,6.52,"社保重仓, 粤港澳大湾区, 食品, 白糖, 工业大麻, ",40.88亿
18,002216.SZ,三全食品,食品,9.23,"海底捞概念股, 回购, ",52.11亿
19,603167.SH,渤海轮渡,水运,11.45,"航运, 回购, 中韩自贸区, 海南自由贸易港, 自贸区, 自由贸易港, ",55.12亿
20,600587.SH,新华医疗,医疗保健,18.3,"民营医院, 山东国企改革, 医疗器械, ",73.83亿
21,300347.SZ,泰格医药,医疗保健,69.78,"MSCI, 新进指数成份股, 医药, 创新药, 高送转, ",243.12亿
22,600336.SH,澳柯玛,家用电器,5.24,"业绩预增, 无人驾驶, 山东国企改革, 白色家电, 家电, 冷链, 无人商店, ",38.37亿
23,300118.SZ,东方日升,半导体,11.38,"回购, 光伏, 储能, ",79.27亿
24,000863.SZ,三湘印象,区域地产,5.51,"旅游, 回购, 房地产, 创投, ",50.55亿
25,603027.SH,千禾味业,食品,25.06,"调味品, 业绩预增, 食品, ",80.64亿
26,300526.SZ,中潜股份,专用机械,13.62,"纺织服装, 智能制造, 机器人, 体育产业, ",8.19亿
27,600393.SH,粤泰股份,全国地产,4.48,"粤港澳大湾区, 高质押率, 房地产, ",44.27亿
28,600626.SH,申达股份,纺织,8.55,"汽车零部件, 上海国企改革, 进口博览会, ",60.73亿
29,603020.SH,爱普股份,食品,9.67,"人造肉, ",30.94亿
30,600993.SH,马应龙,中成药,18.11,"民营医院, 医药, 中药, 基因测序, ",77.92亿
31,300189.SZ,神农基因,种植业,4.38,"海南自由贸易港, 自贸区, 农业种植, 自由贸易港, 海南, ",38.66亿
32,603159.SH,上海亚虹,专用机械,24.47,,6.12亿
33,002605.SZ,姚记扑克,文教休闲,11.4,"回购, 业绩预增, 彩票, 独角兽, ",28.07亿
34,002621.SZ,美吉姆,专用机械,22.7,"教育, 工业自动化, 智能制造, 高送转, 资产重组, ",72.48亿
35,603939.SH,益丰药房,医药商业,64.35,"医药商业, 医药, 中药, 资产重组, 年报季报, ",233.39亿
36,603883.SH,老百姓,医药商业,62.77,"MSCI, 医药商业, 医药, ",167.6亿
37,002893.SZ,华通热力,供气供热,18.3,"高送转-预期, ",11.7亿
38,600305.SH,恒顺醋业,食品,14.11,"调味品, 食品, ",110.56亿
39,603288.SH,海天味业,食品,95.0,"白马股, MSCI, 大消费, 调味品, 食品, ",2565.35亿
40,002884.SZ,凌霄泵业,专用机械,30.48,"回购, 高送转, ",19.78亿
41,603708.SH,家家悦,超市连锁,28.49,"社保重仓, 新零售, 快递物流, ",44.72亿
42,300653.SZ,正海生物,医疗保健,53.83,"高送转-预期, 医疗器械, ",23.3亿
43,300685.SZ,艾德生物,生物制药,50.85,"基因测序, 医疗器械, 精准医疗, 体外诊断, ",46.33亿
44,600265.SH,ST景谷,林业,28.47,"林业, 股权转让, ST股, ",36.95亿
