,ts_code,name,industry,COL_LASTPRICE,COL_DAILY_AGGRESSIVE_ACCUMULATION,COL_FLOAT_HOLDERS
0,002837.SZ,英维克,专用机械,32.26,45.37,"中国建设银行股份有限公司-信达澳银新能源产业股票型证券投资基金
统一证券投资信托股份有限公司-统一强汉基金
中国工商银行股份有限公司-泓德远见回报混合型证券投资基金
广州农村商业银行股份有限公司-金鹰信息产业股票型证券投资基金"
1,000700.SZ,模塑科技,汽车配件,9.23,39.9,
2,688012.SH,中微公司,专用机械,177.61,39.83,"深圳德威资本投资管理有限公司-德威资本优盛私募基金
中国银行股份有限公司-宝盈核心优势灵活配置混合型证券投资基金
民生通惠资产-工商银行-民生通惠通汇4号资产管理产品
中国工商银行股份有限公司-诺安新经济股票型证券投资基金"
3,300603.SZ,立昂技术,通信设备,33.66,36.72,
4,600327.SH,大东方,汽车服务,5.88,35.73,"全国社保基金五零三组合
上海国际集团资产管理有限公司"
5,002291.SZ,星期六,服饰,34.1,35.37,金鹰基金-民生银行-金鹰筠业琢石资产管理计划
6,300336.SZ,新文化,影视音像,7.01,30.14,
7,603839.SH,安正时尚,服饰,18.59,30.06,"中国工商银行股份有限公司-融通中国风1号灵活配置混合型证券投资基金
广发证券股份有限公司-中庚小盘价值股票型证券投资基金
交通银行股份有限公司-长信量化先锋混合型证券投资基金
平安银行股份有限公司-中庚价值灵动灵活配置混合型证券投资基金
易方达资产-广发银行-易方达资产多策略1号资产管理计划
华泰证券股份有限公司-中庚价值领航混合型证券投资基金"
8,603888.SH,新华网,互联网,32.66,30.0,"鹏华资产-浦发银行-鹏华资产金润24号资产管理计划
全国社保基金四一三组合
中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)"
9,603138.SH,海量数据,软件服务,29.0,29.43,"中国建设银行股份有限公司-博时回报灵活配置混合型证券投资基金
中国建设银行股份有限公司-博时特许价值混合型证券投资基金
浙江九章资产管理有限公司-九章幻方中证500量化进取4号私募基金"
10,002803.SZ,吉宏股份,互联网,37.38,27.56,"华夏基金管理有限公司-社保基金四二二组合
中国银行股份有限公司-华夏行业精选混合型证券投资基金(LOF)
华夏基金管理有限公司-社保基金四二二组合
中国银行股份有限公司-华夏行业精选混合型证券投资基金(LOF)"
11,000818.SZ,航锦科技,化工原料,27.48,27.28,"国民信托有限公司-国民信托四方5号证券投资集合资金信托计划
香港中央结算有限公司(陆股通)"
12,600114.SH,东睦股份,机械基件,13.51,26.53,"香港中央结算有限公司(陆股通)
宁波旭弘投资管理合伙企业(有限合伙)-旭弘铭远一号私募证券投资基金
全国社保基金一零七组合
创金合信基金-工商银行-鹏华资产管理(深圳)有限公司"
13,603005.SH,晶方科技,半导体,72.26,26.12,"国家集成电路产业投资基金股份有限公司
中央汇金资产管理有限责任公司"
14,300703.SZ,创源文化,文教休闲,16.61,25.68,
15,603608.SH,天创时尚,服饰,10.74,24.88,
