,ts_code,name,industry,COL_PCT_CHG,COL_LASTPRICE,COL_FLOAT_HOLDERS
0,600834.SH,申通地铁,公共交通,9.9424,7.63,"中国工商银行股份有限公司-中证上海国企交易型开放式指数证券投资基金
中国工商银行股份有限公司-中证上海国企交易型开放式指数证券投资基金"
1,002297.SZ,博云新材,矿物制品,9.9476,6.3,"中央汇金资产管理有限责任公司
中央汇金资产管理有限责任公司"
2,300716.SZ,国立科技,塑料,9.9558,9.94,
3,000557.SZ,西部创业,铁路,9.9678,3.42,"中国信达资产管理股份有限公司
中国信达资产管理股份有限公司"
4,603900.SH,莱绅通灵,服饰,9.9877,8.92,招商银行股份有限公司-中欧恒利三年定期开放混合型证券投资基金
5,300576.SZ,容大感光,染料涂料,9.9957,77.58,"浙江九章资产管理有限公司-九章幻方中证500量化进取5号私募基金
上海明汯投资管理有限公司-明汯价值成长1期私募投资基金
中国农业银行股份有限公司-大成产业升级股票型证券投资基金(LOF)"
6,300106.SZ,西部牧业,农业综合,10.0,7.81,"中海信托股份有限公司-中海-浦江之星165号集合资金信托
中海信托股份有限公司-中海-浦江之星177号集合资金信托"
7,300644.SZ,南京聚隆,塑料,10.006,36.5,"南京高达梧桐创业投资基金(有限合伙)
南京高达梧桐创业投资基金(有限合伙)"
8,002655.SZ,共达电声,元器件,10.0096,11.43,"中信信托有限责任公司-中信信托成泉汇涌八期金融投资集合资金信托计划
中国工商银行-华安中小盘成长混合型证券投资基金
中国农业银行股份有限公司-华安智能装备主题股票型证券投资基金
中国工商银行股份有限公司-华商新锐产业灵活配置混合型证券投资基金
全国社保基金六零二组合
中国银行股份有限公司-海富通股票混合型证券投资基金
中国工商银行-华安中小盘成长混合型证券投资基金"
9,002272.SZ,川润股份,机械基件,10.0213,5.16,"云南国际信托有限公司-川润股份第一期员工持股计划集合资金信托计划
芜湖长元股权投资基金(有限合伙)
云南国际信托有限公司-川润股份第一期员工持股计划集合资金信托计划
芜湖长元股权投资基金(有限合伙)"
10,300293.SZ,蓝英装备,专用机械,10.0295,11.19,"滨海天地(天津)投资管理有限公司-滨海叶盛1号契约型私募投资基金
财通基金-湖南轻盐创业投资管理有限公司-财通基金安吉83号单一资产管理计划
滨海天地(天津)投资管理有限公司-滨海道冲1号私募证券投资基金
滨海天地(天津)投资管理有限公司-滨海天玑-双威2号契约型私募投资基金
滨海天地(天津)投资管理有限公司-滨海道冲1号私募证券投资基金
滨海天地(天津)投资管理有限公司-滨海天玑-双威2号契约型私募投资基金"
11,002988.SZ,豪美新材,铝,10.0317,17.33,
12,000584.SZ,哈工智能,专用机械,10.0733,6.01,
13,688037.SH,芯源微,半导体,11.2887,153.2,"基本养老保险基金一二零二组合
中国银行股份有限公司-海富通股票混合型证券投资基金
中国工商银行股份有限公司-诺安成长股票型证券投资基金
交通银行股份有限公司-诺安和鑫保本混合型证券投资基金
深圳德威资本投资管理有限公司-德威资本优盛私募基金
基本养老保险基金一二零二组合"
14,688566.SH,吉贝尔,化学制药,19.9125,54.8,
15,688268.SH,华特气体,化工原料,20.0052,92.5,"全国社保基金四--组合
中国建设银行股份有限公司-嘉实前沿科技沪港深股票型证券投资基金
全国社保基金六零二组合
招商银行股份有限公司-富国沪港深价值精选灵活配置混合型证券投资基金
招商银行股份有限公司-中欧科创主题3年封闭运作灵活配置混合型证券投资基金
中国银行股份有限公司-大成中小盘混合型证券投资基金(LOF)
中国建设银行股份有限公司-南方科技创新混合型证券投资基金
深圳格律资产管理有限公司-格律连赢1号私募证券投资基金
中国建设银行股份有限公司-信达澳银新能源产业股票型证券投资基金
全国社保基金四一一组合"
