,ts_code,symbol,name,industry,COL_EIGEN_SLOPE,COL_LAST_PCT_CHG,COL_LASTPRICE
0,600352.SH,600352,浙江龙盛,染料涂料,2.25,6.4982,23.6
1,002099.SZ,002099,海翔药业,化学制药,4.58,4.985,10.53
2,002440.SZ,002440,闰土股份,染料涂料,3.47,1.7007,17.94
3,300107.SZ,300107,建新股份,化工原料,-1.59,1.5015,13.52
4,603980.SH,603980,吉华集团,染料涂料,2.08,0.3842,18.29
5,603823.SH,603823,百合花,染料涂料,-3.97,-1.1076,25.0
6,600200.SH,600200,江苏吴中,综合类,1.75,-1.423,7.62
7,603790.SH,603790,雅运股份,染料涂料,2.74,-1.4269,25.56
8,600987.SH,600987,航民股份,纺织,0.98,-1.7182,11.44
9,300067.SZ,300067,安诺其,染料涂料,4.26,-2.3224,7.15
10,603188.SH,603188,亚邦股份,染料涂料,1.97,-2.4178,10.09
11,300758.SZ,300758,七彩化学,染料涂料,2.88,-2.7527,46.28
12,002010.SZ,002010,传化智联,仓储物流,2.11,-3.1056,9.36
13,603826.SH,603826,坤彩科技,染料涂料,-3.8,-3.2391,16.43
