,ts_code,symbol,name,industry,COL_LASTPRICE,COL_RECENT_LIMIT_COUNT_3,COL_CONTINUOUS_LIMIT_COUNT,COL_RANK_SCORE,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,605339.SH,605339,南侨食品,食品,43.33,3.0,10.0,110.0,27.53,,0.0
1,001206.SZ,001206,依依股份,造纸,113.76,3.0,10.0,110.0,26.83,,0.0
2,002679.SZ,002679,福建金森,林业,18.73,3.0,5.0,105.0,44.16,,0.0
3,600032.SH,600032,浙江新能,新型电力,5.56,2.0,5.0,105.0,11.56,,0.0
4,688078.SH,688078,龙软科技,软件服务,33.72,2.0,4.0,104.0,11.5,九坤投资(北京)有限公司-九坤私享23号私募证券投资基金,1.0
5,603836.SH,603836,N海程,仓储物流,24.25,1.0,4.0,104.0,12.44,,0.0
6,600963.SH,600963,岳阳林纸,造纸,8.57,3.0,4.0,104.0,154.69,"宁波宁聚资产管理中心(有限合伙)-宁聚量化多策略证券投资基金
宁波宁聚资产管理中心(有限合伙)-宁聚多策略3号私募证券投资基金",2.0
7,002386.SZ,002386,天原股份,化工原料,9.35,3.0,3.0,103.0,72.98,"中国东方资产管理股份有限公司
中国工商银行股份有限公司-万家科创板2年定期开放混合型证券投资基金
中央汇金资产管理有限责任公司
中国建设银行股份有限公司-万家科创主题3年封闭运作灵活配置混合型证券投资基金",4.0
8,002316.SZ,002316,亚联发展,软件服务,6.48,3.0,3.0,103.0,19.01,上海创奥投资管理合伙企业(有限合伙)-奥凯盛鑫7号私募证券投资基金,1.0
9,600103.SH,600103,青山纸业,造纸,3.0,2.0,3.0,103.0,69.17,中信建投基金-中信证券-中信建投基金定增10号资产管理计划,1.0
10,600156.SH,600156,华升股份,纺织,4.37,2.0,2.0,102.0,17.57,,0.0
11,002581.SZ,002581,未名医药,生物制药,22.25,2.0,2.0,102.0,89.18,,0.0
12,605337.SH,605337,李子园,乳制品,72.6,2.0,2.0,102.0,28.1,,0.0
13,688060.SH,688060,云涌科技,软件服务,69.05,1.0,2.0,102.0,9.97,,0.0
14,600095.SH,600095,湘财股份,证券,13.5,2.0,2.0,102.0,63.15,"北京中金众鑫投资管理有限公司-金明2号私募投资基金
中国工商银行股份有限公司-申万菱信中证申万证券行业指数分级证券投资基金
深圳德威资本投资管理有限公司-德威资本劲松1号私募基金",3.0
15,003036.SZ,003036,泰坦股份,纺织机械,18.85,2.0,2.0,102.0,10.18,,0.0
16,002280.SZ,002280,联络互动,软件服务,4.0,2.0,2.0,102.0,70.46,"上海磐耀资产管理有限公司-磐耀源岳定制1号私募证券投资基金
香港中央结算有限公司(陆股通)",2.0
17,605186.SH,605186,健麾信息,专用机械,22.79,2.0,2.0,102.0,7.75,,0.0
