,ts_code,symbol,name,industry,COL_LASTPRICE,COL_RECENT_LIMIT_COUNT_3,COL_CONTINUOUS_LIMIT_COUNT,COL_RANK_SCORE,COL_CIRC_MV,COL_FLOAT_HOLDERS,COL_HOLDERS_COUNT
0,002647.SZ,002647,仁东控股,多元金融,17.47,3.0,8.0,108.0,97.82,,0.0
1,605208.SH,605208,永茂泰,汽车配件,23.35,3.0,6.0,106.0,10.97,,0.0
2,003039.SZ,003039,顺控发展,水务,10.21,3.0,6.0,106.0,6.33,,0.0
3,603098.SH,603098,森特股份,装修装饰,14.0,3.0,4.0,104.0,67.2,北京匀丰资产管理有限公司-匀丰灵活配置-定制4号私募投资基金,1.0
4,000929.SZ,000929,兰州黄河,啤酒,8.8,2.0,3.0,103.0,16.35,,0.0
5,000027.SZ,000027,深圳能源,火力发电,8.11,2.0,3.0,103.0,385.82,"中央汇金资产管理有限责任公司
建信中证500指数增强型证券投资基金
中证500交易型开放式指数证券投资基金
香港中央结算有限公司(陆股通)",4.0
6,605122.SH,605122,N四方,其他建材,56.98,1.0,3.0,103.0,17.61,,0.0
7,600744.SH,600744,华银电力,火力发电,4.0,3.0,3.0,103.0,33.11,创金合信基金-招商银行-湖南轻盐创投定增资产管理计划,1.0
8,000911.SZ,000911,南宁糖业,食品,9.57,2.0,2.0,102.0,31.01,"中国农业银行股份有限公司-工银瑞信消费行业股票型证券投资基金
中国农业银行股份有限公司-工银瑞信农业产业股票型证券投资基金",2.0
9,688328.SH,688328,深科达,元器件,40.26,1.0,22.0,22.0,6.64,,0.0
10,688676.SH,688676,金盘科技,电气设备,20.22,1.0,14.0,14.0,6.95,,0.0
11,603399.SH,603399,吉翔股份,小金属,5.96,2.0,7.0,7.0,30.28,"温州德裕资产管理有限公司-德裕钱江一号证券私募投资基金
华融融达期货-陕国投·聚宝盆66号证券投资集合资金信托计划-华信金玉一号定向资产管理计划
上海天倚道投资管理有限公司-天倚道昕弘成长7号私募证券投资基金
上海天倚道投资管理有限公司-天倚道昕弘成长5号私募证券投资基金
上海具力资产管理有限公司-具力进取6号私募证券投资基金
杭州太乙投资管理有限公司-太乙多策略1号私募证券投资基金
温州德裕资产管理有限公司-德裕价值7号私募证券投资基金
日照汇银股权投资基金管理合伙企业(有限合伙)",8.0
12,002207.SZ,002207,准油股份,石油开采,7.47,2.0,4.0,4.0,17.74,"北京都市二号投资中心(有限合伙)-都市盛世大有四号私募证券投资基金
中投鼎鸿(北京)投资基金管理有限公司-中投鼎鸿2号私募证券投资基金",2.0
13,600121.SH,600121,郑州煤电,煤炭开采,6.94,2.0,4.0,4.0,84.56,中国银行股份有限公司-招商中证煤炭等权指数分级证券投资基金,1.0
14,002096.SZ,002096,南岭民爆,化工原料,8.93,2.0,3.0,3.0,33.12,中央汇金资产管理有限责任公司,1.0
15,600169.SH,600169,太原重工,工程机械,2.84,2.0,3.0,3.0,72.82,"南方基金-农业银行-南方中证金融资产管理计划
广发基金-农业银行-广发中证金融资产管理计划
嘉实基金-农业银行-嘉实中证金融资产管理计划
银华基金-农业银行-银华中证金融资产管理计划
中央汇金资产管理有限责任公司",5.0
16,002862.SZ,002862,实丰文化,文教休闲,10.98,2.0,2.0,2.0,12.43,深圳安泰量子资产管理有限公司-安泰汉唐云界一号私募证券投资基金,1.0
17,600798.SH,600798,宁波海运,水运,4.92,1.0,2.0,2.0,50.72,,0.0
18,002836.SZ,002836,新宏泽,广告包装,11.2,2.0,2.0,2.0,17.92,,0.0
